PeakID,RT left(min),RT (min),RT right (min),Mobility left,Mobility,Mobility right,CCS,Precursor m/z,Height,Area,S/N,MSMS spectrum
0,0.6421725,0.7233232,0.8023711,-1.0,-1.0,-1.0,-1.0,522.2654,14671.13,35758.08,39.66304,
1,0.6421725,0.7233232,0.8023711,1.104668,1.124452,1.148427,231.1305,522.2654,3874.563,3873.975,63.04473,1503
2,0.6421725,0.7233232,0.8023711,1.360423,1.374223,1.39764,282.4706,522.2654,1438.625,1468.201,24.15991,1481
6,0.6018353,0.7233232,0.8201085,-1.0,-1.0,-1.0,-1.0,753.3602,2738.063,5483.428,7.847264,
7,0.6018353,0.7233232,0.8201085,1.354898,1.371464,1.396264,279.6938,753.3602,710.3125,733.9676,39.55304,1491
8,0.6018353,0.7233232,0.8201085,1.535705,1.550633,1.573661,316.2332,753.3602,277.5,275.5722,15.45231,1488
9,0.6769527,0.7291573,0.8140188,-1.0,-1.0,-1.0,-1.0,291.1726,17473.44,52768.66,50.10944,
10,0.6769527,0.7291573,0.8140188,1.057887,1.084847,1.103253,227.4497,291.1726,3247.25,4162.478,59.75875,1518
11,0.6769527,0.7291573,0.8140188,1.103253,1.127276,1.156876,236.3454,291.1726,4971.125,6034.765,94.1925,1473
12,0.6769527,0.7291573,0.8140188,1.176564,1.183587,1.192008,248.1517,291.1726,694.9375,388.2657,11.1075,
13,0.6884469,0.7291573,0.8140188,-1.0,-1.0,-1.0,-1.0,347.2024,8029.0,25710.79,20.40528,
14,0.6884469,0.7291573,0.8140188,1.128687,1.147019,1.165318,238.7756,347.2024,2006.5,2488.079,15.03413,
15,0.6884469,0.7291573,0.8140188,1.165318,1.180778,1.203226,245.8035,347.2024,2240.25,2504.028,18.23853,1552_1561
16,0.6884469,0.7291573,0.8140188,1.224227,1.232616,1.243791,256.5946,347.2024,511.125,298.3145,3.791857,
17,0.5786024,0.7291573,0.8140188,-1.0,-1.0,-1.0,-1.0,443.2226,4759.188,14243.48,12.21413,
18,0.5786024,0.7291573,0.8140188,0.9263818,0.9565414,0.9708735,197.507,443.2226,2168.25,2419.809,43.365,1454_1472
19,0.6711681,0.7291573,0.8140188,-1.0,-1.0,-1.0,-1.0,485.1749,4925.875,15661.02,20.6755,
20,0.6711681,0.7291573,0.8140188,1.040826,1.060728,1.084847,218.4559,485.1749,1085.25,1210.461,21.19125,1484
21,0.6711681,0.7291573,0.8140188,1.263319,1.288374,1.303656,265.3393,485.1749,739.6875,875.5641,14.285,
22,0.6711681,0.7291573,0.8140188,1.303656,1.31753,1.338306,271.3439,485.1749,896.1875,904.7061,17.69625,
23,0.5726991,0.7291573,0.7965224,-1.0,-1.0,-1.0,-1.0,578.2936,6964.25,18364.64,26.50319,
