PeakID,RT left(min),RT (min),RT right (min),Mobility left,Mobility,Mobility right,CCS,Precursor m/z,Height,Area,S/N,MSMS spectrum
0,0.6452739,0.7263542,0.7793862,-1.0,-1.0,-1.0,-1.0,443.2227,4663.563,10256.89,10.66497,
1,0.6452739,0.7263542,0.7793862,0.9292578,0.9536727,0.9780324,196.9146,443.2227,1821.0,1849.836,34.97443,1472_1454
2,0.5667283,0.7263542,0.8104954,-1.0,-1.0,-1.0,-1.0,522.2654,9626.25,20427.52,30.39777,
3,0.5667283,0.7263542,0.8104954,1.097593,1.125864,1.145609,231.4207,522.2654,1982.438,2312.414,22.89059,1505
4,0.5667283,0.7263542,0.8104954,1.145609,1.154061,1.169537,237.2164,522.2654,329.375,219.8518,3.542749,
5,0.5667283,0.7263542,0.8104954,1.31753,1.342457,1.354898,275.9412,522.2654,491.625,434.052,5.805681,
8,0.6272218,0.7263542,0.8104954,-1.0,-1.0,-1.0,-1.0,578.2899,5151.438,10626.07,21.71239,
9,0.6272218,0.7263542,0.8104954,1.158284,1.180778,1.204627,242.109,578.2899,1347.375,1438.63,26.9475,1460
10,0.6272218,0.7263542,0.8104954,1.396264,1.408643,1.436098,288.8307,578.2899,452.125,448.378,9.0425,1487
11,0.6745871,0.7263542,0.791842,-1.0,-1.0,-1.0,-1.0,589.2838,4297.063,8646.121,12.54286,
12,0.6745871,0.7263542,0.791842,1.063569,1.09193,1.121628,223.7948,589.2838,1715.188,1765.236,34.30375,1429_1467
13,0.6920774,0.7263542,0.7613738,-1.0,-1.0,-1.0,-1.0,809.3897,1049.188,2078.115,3.324216,
14,0.6920774,0.7263542,0.7613738,1.388004,1.410017,1.419633,287.1992,809.3897,429.0625,386.4481,8.52,1468
15,0.6980057,0.7321221,0.8041281,-1.0,-1.0,-1.0,-1.0,291.1726,15145.19,40046.91,41.15026,
16,0.6980057,0.7321221,0.8041281,1.069247,1.086264,1.113151,227.7468,291.1726,3234.625,4292.435,56.56875,1470_1498
17,0.6980057,0.7321221,0.8041281,1.113151,1.127276,1.148427,236.3454,291.1726,2696.5,3149.35,50.31875,1455
18,0.6629236,0.7321221,0.8104954,-1.0,-1.0,-1.0,-1.0,485.1715,2995.5,7732.419,11.828,
19,0.6629236,0.7321221,0.8104954,1.035132,1.059308,1.086264,218.1634,485.1715,495.0,582.5461,5.757401,
20,0.6629236,0.7321221,0.8104954,1.305044,1.316143,1.33969,271.0584,485.1715,548.4375,452.3443,6.378939,
21,0.6745871,0.7321221,0.8459149,-1.0,-1.0,-1.0,-1.0,512.1947,4669.563,15401.16,11.10825,
22,0.6745871,0.7321221,0.8459149,0.947933,0.9808946,1.003765,201.7231,512.1947,1438.313,2073.897,28.76625,1439_1478
23,0.6745871,0.7321221,0.8459149,1.07634,1.099008,1.117391,226.0135,512.1947,430.375,455.2459,8.6075,
24,0.6745871,0.7321221,0.8459149,1.159691,1.172348,1.186395,241.0961,512.1947,383.8125,173.625,7.67625,
25,0.6330978,0.7321221,0.8164983,-1.0,-1.0,-1.0,-1.0,530.2094,4406.125,11436.43,17.58718,
26,0.6330978,0.7321221,0.8164983,1.009475,1.015182,1.023737,208.5904,530.2094,488.0,264.8249,6.82125,
27,0.6330978,0.7321221,0.8164983,1.023737,1.043671,1.064988,214.4441,530.2094,1228.188,1469.576,22.51625,1466_1547
30,0.620923,0.7321221,0.7983928,-1.0,-1.0,-1.0,-1.0,634.3149,1914.313,4538.574,5.448199,
31,0.620923,0.7321221,0.7983928,1.207429,1.236808,1.260532,253.0795,634.3149,668.4375,739.2181,13.36875,1442
32,0.6980057,0.7321221,0.8459149,-1.0,-1.0,-1.0,-1.0,716.2567,1166.375,2753.645,4.168428,
33,0.6980057,0.7321221,0.8459149,1.29949,1.31337,1.334154,268.0947,716.2567,460.4375,274.3793,10.04677,
34,0.6571465,0.7380323,0.8104954,-1.0,-1.0,-1.0,-1.0,222.0981,5550.188,17213.45,10.57905,
35,0.6571465,0.7380323,0.8104954,1.025162,1.037979,1.04936,220.5736,222.0981,524.6875,310.4897,3.640908,
36,0.6571465,0.7380323,0.8104954,1.107496,1.118803,1.127276,237.7489,222.0981,569.9375,342.3186,3.360738,
37,0.6571465,0.7380323,0.8104954,1.169537,1.182183,1.193411,251.2172,222.0981,617.5625,447.3541,3.948835,
38,0.6687101,0.7380323,0.8104954,-1.0,-1.0,-1.0,-1.0,347.1995,5952.0,20357.12,18.28761,
39,0.6687101,0.7380323,0.8104954,1.127276,1.1442,1.158284,238.189,347.1995,2245.0,1945.988,41.32625,
40,0.6687101,0.7380323,0.8104954,1.158284,1.179374,1.201824,245.5111,347.1995,1715.688,1961.511,33.66625,1490
41,0.6687101,0.7380323,0.8104954,1.217231,1.232616,1.25077,256.5946,347.1995,277.0,257.6722,5.54,
42,0.6571465,0.7380323,0.8221476,-1.0,-1.0,-1.0,-1.0,384.1503,6291.188,17086.33,29.90763,
43,0.6571465,0.7380323,0.8221476,0.8324929,0.8469905,0.8571274,175.6844,384.1503,477.6875,334.7317,9.40125,
