,observed,predicted,error
0,217.2,220.61763299220698,0.01573495852765649
1,218.8,222.33706592713557,0.016165749209943132
2,220.5,213.17484612127043,0.033220652511245195
3,219.9,215.2513103274023,0.02114001670121736
4,231.2,220.15466861554427,0.047773924673251394
5,222.1,225.62400704229617,0.015866758407456896
6,210.4,216.3264670932279,0.028167619264391153
7,210.4,218.58569350796301,0.03890538739526145
8,216.8,218.7840081160951,0.009151328948778058
9,291.2,217.3409583662849,0.25363681879709854
10,284.5,217.3409583662849,0.23605990029425344
11,291.2,217.3409583662849,0.25363681879709854
12,291.2,217.3409583662849,0.25363681879709854
13,224.4,229.94758130776023,0.024721841834938616
14,222.7,222.38061009809934,0.0014341710907079005
15,225.1,232.1879814909113,0.03148814522839324
16,215.8,222.49174411893392,0.031009008892186798
17,176.0,177.76215787503787,0.010012260653624271
18,183.3,185.25776594755627,0.010680665289450376
19,219.8,220.82466444525355,0.0046618036635738625
20,218.7,218.9176964501902,0.0009954112948797598
