,observed,predicted,error
0,217.2,220.6173934009923,0.01573385543734956
1,218.8,222.33715955823095,0.01616617713999515
2,220.5,213.1760795645045,0.03321505866437866
3,219.9,215.25183801089486,0.021137617049136644
4,231.2,220.1565032220414,0.047765989524042304
5,222.1,225.6237320654475,0.015865520330695715
6,210.4,216.32665058608578,0.02816849137873465
7,210.4,218.58592277369053,0.03890647706126674
8,216.8,218.783700155062,0.009149908464308099
9,291.2,217.3407583469177,0.25363750567679355
10,284.5,217.3407583469177,0.23606060335002563
11,291.2,217.3407583469177,0.25363750567679355
12,291.2,217.3407583469177,0.25363750567679355
13,224.4,229.94771012125,0.024722415870098
14,222.7,222.38139289769563,0.0014306560498623948
15,225.1,232.18781619986532,0.03148741092787796
16,215.8,222.49130330818682,0.03100696621031883
17,176.0,177.76190214026062,0.01001080761511714
18,183.3,185.2576555854466,0.010680063204836814
19,219.8,220.8254143301641,0.004665215332866681
20,218.7,218.91783125910158,0.0009960277050827012
