,CCS,AdjacencyMatrix_SpAbs_A,AdjacencyMatrix_SpAD_A,ATSC_ATSC7i,MATS_MATS5dv,MATS_MATS6s,GATS_GATS2c,GATS_GATS8dv,GATS_GATS8d,BCUT_BCUTdv-1l,BalabanJ_BalabanJ,BaryszMatrix_VE2_Dzv,Chi_Xp-0dv,Chi_Xp-1dv,DistanceMatrix_VE2_D,GhoseFilter_GhoseFilter,PEOE_VSA_PEOE_VSA7,MolecularId_MID_C,MolecularId_AMID_N
LMST01031049_14-15,216.932,38.98237717,38.98237717,-1.479993837,-0.00996299,-0.043000749,0.93893694,0.829171574,0.841768581,0.987498523,1.364253676,0.179096754,20.66202759,13.55071198,0.179067774,0,79.44735648,57.53214677,0.071448414
LMST01031081_0-1,230.666,39.84391458,39.84391458,-21.17809783,0.039421587,0.010165307,0.907190045,1.005273424,1.067182902,0.988241245,1.278189064,0.176415371,21.62864739,14.29634724,0.176651715,0,110.5456334,59.47796738,0.066076983
LMST01031101_14-15,228.785,41.55740536,41.55740536,-10.01719454,0.012676385,0.014095843,0.888598857,0.930495337,0.972108285,0.988239539,1.418586948,0.170969901,21.68062618,13.68280733,0.170960438,0,92.60522785,59.43843495,0.064632908
LMST01031169_16-17,237.735,46.31514153,46.31514153,-26.23098145,0.01153071,0.005883485,0.842465547,1.01672451,0.970338691,0.987944412,1.469839274,0.161351298,24.56103209,15.44992896,0.161511723,0,78.94444091,63.52500534,0.056410247
LMST01031221_1-10,231.144,44.14994073,44.14994073,-29.5520873,-0.020981555,-0.028654516,0.830658121,0.968327925,0.995124128,0.987965301,1.487851066,0.163738088,24.03666841,14.98210776,0.163830766,0,74.53528159,61.33696687,0.058974723
LMST01031229_22-23,254.766,56.63508074,56.63508074,-5.172406065,-0.021621512,0.005357467,0.941996952,0.977388604,1.13114828,0.991472698,1.363009533,0.146246123,28.17272849,17.52521875,0.146273788,0,75.03819717,72.52126782,0.047941076
LMST01031248_0-1,232.358,41.66841076,41.66841076,-25.80321679,-0.029492898,0.037354205,0.829653987,0.924568042,1.015476687,0.988142377,1.332010143,0.171019967,22.60924118,14.49700322,0.171167015,0,103.7800103,61.25345765,0.062071269
LMST01031264_0-1,233.96,40.79502192,40.79502192,-17.40350242,0.048510386,0.078682409,0.870691348,0.984004196,1.006273764,0.988242245,1.315827794,0.173886802,21.62268212,13.92203808,0.173838159,0,86.02629217,59.41691519,0.064011475
LMST01031264_17-18,229.329,40.76684721,40.76684721,-8.597549702,-0.013015272,0.048286928,0.924658055,0.971343212,0.993805875,0.988238488,1.365486992,0.173537944,21.62268212,13.89178132,0.173501424,0,92.28899973,59.34937215,0.065697378
LMST01040122_13-14,232.288,40.86197576,40.86197576,-11.30991449,0.010012042,-0.007901153,0.940599126,0.934002915,0.9862271,0.98722515,1.330615943,0.173515348,22.49889088,14.77789216,0.173647833,0,91.78608415,61.37448566,0.066983229
LMST01040133_11-12,229.629,40.8627478,40.8627478,2.550164469,-0.039100722,-0.002656214,0.941185441,0.95685314,0.906199125,0.98722515,1.364237998,0.173414715,22.49889088,14.7819458,0.173491687,0,91.78608415,61.35219736,0.067441942
LMST01040142_13-14,229.178,40.86197576,40.86197576,-10.5249327,0.011130416,-0.009048516,0.944128366,0.926645208,0.996258895,0.987228647,1.330615943,0.173655855,22.2917841,14.4672142,0.173647833,0,92.28899973,61.37448566,0.066983229
LMST01040142_2-3,230.907,40.91672996,40.91672996,-8.43537333,0.043412302,0.018466169,0.935980828,0.941218162,0.993682206,0.987228641,1.302220323,0.173890689,22.2917841,14.4672142,0.173969037,0,91.78608415,61.39357491,0.065501915
LMST01040148_10-11,235.454,41.92013855,41.92013855,-17.28076776,-0.013325933,0.021653527,0.973872513,0.93937047,0.986032458,0.987225149,1.391899738,0.170745759,23.42154061,15.18939275,0.170778046,0,85.86817811,63.181896,0.065848762
LMST01040150_3-4,230.279,42.04865599,42.04865599,-16.34655479,-0.025959296,0.005913917,0.930444889,0.940741669,1.010377845,0.987225176,1.33223579,0.171118174,23.31672813,15.23826904,0.171225372,0,110.0427179,63.25590627,0.063479624
LMST01040242_11-12,234.78,41.97187185,41.97187185,-6.871954137,-0.039634526,0.008073348,0.946549977,0.961597474,0.933006248,0.987225149,1.37781338,0.170801633,23.36913437,15.20946616,0.170858087,0,91.28316858,63.19853336,0.065388032
LMST01040270_15-16,232.393,42.47997369,42.47997369,-6.599985632,-0.019044148,0.014829432,0.834088956,0.912677305,0.97506828,0.98722515,1.398531912,0.168387457,23.18621129,14.93316457,0.168488991,0,99.21273693,61.41291533,0.062845925
LMST01040272_21-22,250.032,50.96093048,50.96093048,13.2127781,-0.042332656,0.022077359,0.875846962,0.904074686,0.914186494,0.991799793,1.369206994,0.151901836,25.31859701,15.43346661,0.151994944,0,64.20821623,62.57666476,0.051088517
LMST01050016_4-5,230.32,42.26127257,42.26127257,-17.71337245,-0.065994414,0.005016323,0.946558334,0.954687057,1.061066098,0.988640108,1.331108177,0.168906982,23.66202759,14.8335685,0.168869525,0,98.20690578,65.01411712,0.06166656
LMST01060005_11-12,219.483,39.06219552,39.06219552,-37.84402302,-0.02534014,-0.002008384,0.945204269,0.80646813,0.858778626,0.988140307,1.355643957,0.176270885,21.58467732,13.89651733,0.176287374,0,92.79191531,59.36130287,0.069143541
LMST01060021_11-12,238.463,49.11659094,49.11659094,-16.21533945,0.015254688,-0.060010445,0.886446354,1.006181862,0.897692707,0.987905652,1.390183791,0.157235257,25.98368182,16.2999346,0.15735081,0,73.02653486,67.51609537,0.054792932
LMST01070025_12-13,216.36,40.20035113,40.20035113,4.656726865,-0.058080095,-0.02305002,0.960834568,0.940771113,0.814560703,0.988233874,1.299326756,0.176305061,20.68062618,13.57564392,0.176459594,0,73.02653486,56.35670423,0.069163369
LMST01080011_8-9,220.71,43.34769418,43.34769418,-23.54641714,-0.008800958,-0.04479235,0.95022967,0.873458659,0.842037034,0.993030192,1.198301551,0.170935804,21.42573776,14.25157326,0.171094107,0,67.10862881,59.18139009,0.064975323
LMST01080039_14-15,225.051,44.28713926,44.28713926,-22.98881514,-0.001040626,-0.056619366,0.901974898,0.918310085,0.840310333,0.993040073,1.194406612,0.16847312,21.74319485,14.34310548,0.168651462,0,54.76990115,59.26255617,0.063064318
LMST01080045_13-14,216.447,42.4835997,42.4835997,-21.80663116,-0.020392044,-0.060540808,1.003282469,0.904878703,0.834007353,0.993030192,1.193920803,0.173600379,21.10828068,14.16004103,0.17372128,0,73.52945044,59.10305628,0.067005116
LMST01090001_8-9,218.092,43.33630696,43.33630696,-0.780224056,-0.014806451,-0.032591056,0.93549064,0.900003889,0.810027138,0.993053281,1.192070803,0.170741581,21.47814401,14.20497774,0.171150912,0,74.53528159,59.10291227,0.064974464
LMST01100001_0-1,238.848,43.34612102,43.34612102,11.86722597,0.021654603,0.009837461,0.899507914,1.088755092,1.167930023,0.987970302,1.227455024,0.168396695,23.97394685,15.48825124,0.168600738,0,114.9547928,65.36491322,0.060244725
LMST01100011_0-1,237.631,42.6524369,42.6524369,6.509690864,0.031158225,0.007272915,0.899926926,1.060526482,1.139551213,0.988143815,1.216706012,0.170877113,23.05129712,15.15491791,0.171095362,0,115.4577083,63.59219531,0.062070335
LMST01100056_0-1,259.498,50.11647899,50.11647899,-20.55645293,0.04428804,0.010863257,0.753613177,1.084400119,0.973038012,0.993028368,1.299780308,0.154932233,25.9633624,16.30145932,0.155172261,0,117.4693706,68.0807818,0.05045709
LMST01110005_12-13,229.542,41.27012216,41.27012216,-16.52247455,-0.003629155,-0.010707648,0.941800454,0.874043167,0.906454449,0.988159231,1.217879114,0.173604624,22.08467732,14.43519246,0.173742657,0,92.79191531,61.75706387,0.066983385
LMST01120001_17-18,201.635,38.06371093,38.06371093,3.997925362,0.020158525,-0.016912209,0.905148691,0.860734571,0.877567035,0.993459013,1.330822573,0.182451636,18.32344347,12.25409872,0.18267872,1,80.95610321,50.75431248,0.073233427
LMST01120002_18-19,206.086,39.89096549,39.89096549,8.465415349,-0.00298609,-0.038985619,0.842984191,0.890785234,0.836657724,0.99345978,1.397916585,0.176475855,18.95835764,12.44719987,0.176671372,0,61.69363835,50.86056534,0.06847144
LMST01120004_22-23,202.203,39.46946366,39.46946366,5.890692247,5.67e-06,0.06832173,0.891921317,0.959629163,0.853503494,0.993591378,1.341352464,0.179429185,18.30904203,12.27847612,0.179605041,1,75.54111274,51.034009,0.070794589
LMST01120008_18-19,200.324,39.08357321,39.08357321,5.599881242,0.009656135,-0.043925291,0.870355551,0.802991795,0.82860334,0.993459773,1.368508578,0.179389506,18.64090055,12.35566765,0.179592647,1,74.53528159,50.79880903,0.070781552
LMST01120027_14-15,201.095,38.67146271,38.67146271,-9.476031377,0.028461585,-0.013857187,0.858124197,0.894051842,0.921393576,0.993462331,1.274652091,0.182320899,18.00002111,12.01203685,0.18240627,1,62.19655392,50.97395414,0.074039109
LMST01130002_30-31,217.276,43.61153052,43.61153052,-15.63436081,0.013746116,0.009666871,0.806469499,0.952771374,0.674050633,0.99338551,1.410451015,0.168828274,20.71228555,13.10347066,0.168471624,0,69.41721317,56.74040724,0.062851872
LMST01130003_6-7,207.738,39.53962626,39.53962626,-13.81548639,0.071649485,-0.003152926,0.811662407,1.070266873,0.844171664,0.993462347,1.306134393,0.179616791,18.56393044,12.18172278,0.17938109,1,74.32928806,52.82243522,0.071141192
LMST01150004_13-14,220.33,42.4835997,42.4835997,-21.26546674,-0.01794863,-0.058499694,0.965257437,0.921154914,0.836303828,0.993030173,1.193920803,0.173612301,21.20003239,14.27079514,0.17372128,0,79.95027206,59.10305628,0.130811682
LMST01160004_1-2,232.091,42.8280267,42.8280267,-22.96875888,-0.00731965,-0.043272234,1.023794117,1.03094741,1.009504251,0.993033651,1.20827891,0.171638571,21.70750806,13.91584292,0.171496655,0,98.36501984,60.37713533,0.063165482
LMST01160004_17-18,227.79,42.94609024,42.94609024,-15.27674839,-0.011365289,-0.027499942,0.967052711,1.047769972,0.958984443,0.993050842,1.229271684,0.171435938,21.70750806,13.96050111,0.171375478,0,87.37692484,60.36476943,0.064692459
LMST01160005_14-15,221.902,42.01849384,42.01849384,-28.33942476,-0.007943359,-0.02883666,0.985363602,1.033334103,0.956405943,0.993042177,1.230052691,0.173885688,20.73245208,13.58479824,0.173904217,0,92.95002937,58.52151089,0.066714102
LMST01160007_14-15,222.857,42.01849384,42.01849384,-29.76757636,0.004828959,-0.021209585,0.974873923,1.00973277,0.947540277,0.993042177,1.230052691,0.173839142,20.99196511,13.88122142,0.173904217,0,86.37109368,58.52151089,0.066714102
LMST01160023_1-2,227.16,45.11651866,45.11651866,-23.04832489,-0.019016963,0.018482111,0.968263893,1.037036322,1.042170337,0.993033652,1.295432327,0.166661247,22.13531544,13.79571354,0.166607389,0,75.69922681,60.39478586,0.059553948
LMST02010024_5-6,167.466,29.33135838,29.33135838,18.85728376,-0.008029307,-0.012427872,0.725688431,1.216885553,0.568789809,0.993592159,1.527076754,0.20954613,13.54876325,8.991349047,0.209903044,1,48.94292361,40.29488324,0.098110809
LMST02020005_7-8,174.537,30.23187484,30.23187484,-10.37146616,0.029604091,-0.041361251,0.828886434,0.855984056,0.475126006,0.993462312,1.539003383,0.204950017,15.09273332,10.20552193,0.205477583,1,61.69363835,42.06618618,0.093167465
LMST02020010_3-4,184.252,31.89876323,31.89876323,-0.642892564,-0.003606912,0.007261209,0.89289796,0.929444026,0.811420419,0.993042588,1.558089007,0.196989498,16.76931097,10.85165231,0.197190349,1,68.11445997,45.71089314,0.08528555
LMST02020012_8-9,177.046,30.91897546,30.91897546,-7.191253215,0.049625264,-0.041721695,0.809559373,0.975002046,0.71996346,0.993394816,1.541043312,0.200724649,16.01538306,10.5775598,0.201188026,1,68.61737555,43.88201876,0.089285296
LMST02020103_7-8,174.853,30.23187484,30.23187484,-6.892219805,0.032929699,-0.039425308,0.874084857,1.021399191,0.438342131,0.993462585,1.539003383,0.205249396,14.97641775,10.05807715,0.205477583,1,49.85782625,42.06618618,0.093167465
LMST02030089_10-11,187.856,33.39833164,33.39833164,-6.25171199,0.00409572,-0.025100611,0.868578295,0.993345967,0.861178725,0.993385481,1.523353271,0.192859066,16.92363135,11.03168395,0.193107129,1,63.20238508,45.997885,0.082428513
LMST02030129_19-20,226.711,44.38926114,44.38926114,-11.24834682,0.017502271,0.01152587,0.945416636,1.207553896,1.011311481,0.987700272,1.329818806,0.165374265,21.97680334,14.09776207,0.165485239,0,56.27864788,58.02962398,0.06098305
LMST02030178_25-26,196.521,36.76873239,36.76873239,-26.05870736,-0.045391137,-0.030954675,0.90224095,0.971098212,0.80868485,0.993055279,1.562224853,0.182640033,17.8898237,11.28070336,0.182776258,0,50.51885589,48.11978584,0.07346511
LMST02030215_0-1,225.271,39.29939831,39.29939831,-16.18494195,0.027854874,-0.003466344,0.909828407,1.090404394,0.870279437,0.99331838,1.412983141,0.175588544,20.19310662,12.97620826,0.176059802,0,79.95027206,53.98364661,0.065601461
LMST02030251_5-6,187.098,35.58141529,35.58141529,-30.6698004,-0.057559873,-0.038812464,0.763067653,0.752193923,0.75405717,0.993053846,1.596718526,0.185240428,17.19673819,10.77026028,0.185980897,1,37.33241113,46.16408189,0.076619787
LMST02030251_7-8,186.821,35.53463314,35.53463314,-4.595256729,-0.090760268,-0.039652662,0.821807303,0.897440919,0.657346176,0.993056003,1.641230093,0.185233009,17.19673819,10.72560208,0.185825664,1,44.60094984,46.09951688,0.07746245
LMST02030252_10-11,192.636,35.16205647,35.16205647,-24.1707018,0.010515058,-0.060519408,1.104497587,1.036796985,0.626237714,0.993045711,1.561051673,0.188770611,17.50883744,11.00881228,0.189090206,1,43.93992021,47.85118407,0.079269349
LMST02030260_3-4,189.437,33.48465236,33.48465236,-8.779165475,-0.010838662,-0.069785526,0.909922666,0.93725159,0.984985528,0.993388453,1.51190256,0.19312882,16.28828972,10.30996514,0.19298833,1,47.65947649,46.06351103,0.081719376
LMST02030271_9-10,192.337,35.88575879,35.88575879,-11.01353628,-0.014006326,-0.032891131,0.837147841,1.000362502,0.927489635,0.993462481,1.527838296,0.185657156,17.39540881,11.30385101,0.185954713,0,49.85782625,46.28761737,0.076227431
LMST03010031_7-8,215.391,39.91166834,39.91166834,1.344338761,0.026539125,-0.000907973,0.854554239,0.955631399,1.103557235,0.991503029,1.396863295,0.173808301,21.53189091,13.38534255,0.173986378,0,93.611059,58.65083728,0.066599996
LMST03010031_9-10,212.336,39.91059445,39.91059445,1.784715935,0.015657147,0.001217696,0.856541106,0.990479115,1.001739004,0.991503046,1.432851788,0.173764418,21.53189091,13.38534255,0.173746009,0,87.69315296,58.63383401,0.067043898
LMST03010041_4-5,217.259,40.77496988,40.77496988,2.911214413,0.004231771,0.001885028,0.820486324,1.022916667,1.009923664,0.991503065,1.440876171,0.171105025,21.849348,13.48691148,0.171156552,0,80.42461424,58.72218537,0.065012901
LMST03020001_0-1,228.419,37.99079328,37.99079328,-17.14973169,0.044463897,0.040842051,0.941736869,1.086357543,1.307471264,0.988299645,1.346706196,0.178947308,20.55129712,13.34182243,0.179425781,0,73.18464892,56.84008192,0.069135374
LMST03020001_7-8,222.687,37.89030036,37.89030036,-5.553536934,0.005037447,-0.004149914,0.948948934,0.994610265,1.080738217,0.98830072,1.399249357,0.179092326,20.55129712,13.26690747,0.179338277,0,85.68149065,56.72817171,0.071040002
LMST03020004_0-1,189.961,34.57527284,34.57527284,-1.500104261,-0.038537636,-0.033885638,0.903336178,0.978696198,1.359577372,0.993582256,1.426400868,0.189108623,16.65530199,10.72409107,0.189934004,1,43.43700463,45.62963765,0.076740924
LMST03020007_2-3,190.112,34.48034611,34.48034611,5.246170436,-0.020418395,-0.071557849,0.843653294,0.949593488,1.038023743,0.993050875,1.490870204,0.189490482,17.15568215,10.96631487,0.189788167,1,55.43093078,47.26995,0.078933995
LMST03020009_4-5,190.268,32.7948342,32.7948342,9.522580505,-0.022330685,0.005651603,0.867119491,1.059898143,0.790413969,0.988485106,1.526054499,0.193100284,17.17008359,10.97462954,0.193373028,1,66.57713984,46.96383338,0.08248401
LMST03020011_2-3,195.13,34.48034611,34.48034611,7.356196549,-0.019797397,-0.060714728,0.832773992,0.96850975,1.03607402,0.993043619,1.490870204,0.189239589,17.32440397,11.12175533,0.189788167,1,61.34883683,47.26995,0.078933995
