PeakID,RT left(min),RT (min),RT right (min),Mobility left,Mobility,Mobility right,CCS,Precursor m/z,Height,Area,S/N,MSMS spectrum
0,0.7051318,0.7655924,0.8416525,-1.0,-1.0,-1.0,-1.0,291.0698,3406.813,7703.579,9.039743,
1,0.7051318,0.7655924,0.8416525,0.7830552,0.8078022,0.8266883,169.367,291.0698,807.625,805.4041,20.39913,1601
2,0.7227465,0.7712342,0.8357517,-1.0,-1.0,-1.0,-1.0,307.0416,5676.938,12851.58,15.57645,
3,0.7227465,0.7712342,0.8357517,0.7670123,0.8063481,0.835394,168.6756,307.0416,1829.75,1879.767,52.34253,1566_1565
4,0.7288358,0.7712342,0.8302247,-1.0,-1.0,-1.0,-1.0,429.2374,5014.375,10451.2,8.986747,
5,0.7288358,0.7712342,0.8302247,1.012329,1.037979,1.066408,214.5298,429.2374,1753.438,1998.871,49.81765,1586_1552_1575
9,0.7167713,0.7771292,0.8184602,-1.0,-1.0,-1.0,-1.0,256.0763,4649.875,13596.16,12.87587,
10,0.7167713,0.7771292,0.8184602,0.6908508,0.7246034,0.7494838,152.8318,256.0763,1621.938,2197.812,31.49115,
11,0.7167713,0.7771292,0.8184602,0.7582516,0.7786822,0.8063481,164.238,256.0763,2424.688,2240.309,48.6171,1576
12,0.7348475,0.7771292,0.8357517,-1.0,-1.0,-1.0,-1.0,263.0443,2479.938,5937.132,5.476004,
13,0.7348475,0.7771292,0.8357517,0.7480218,0.769931,0.7830552,162.18,263.0443,831.5,880.1513,20.07247,1606
14,0.7051318,0.7771292,0.8529761,-1.0,-1.0,-1.0,-1.0,279.0213,7393.188,13700.42,3.42994,
15,0.7051318,0.7771292,0.8529761,0.7377825,0.7597122,0.7772242,159.5859,279.0213,2086.5,2001.753,62.03583,
16,0.7592947,0.7886195,0.8244857,-1.0,-1.0,-1.0,-1.0,272.1074,1358.813,2958.014,3.397255,
17,0.7592947,0.7886195,0.8244857,0.7231381,0.740709,0.7611726,155.7743,272.1074,573.75,489.2871,7.490604,
18,0.7592947,0.7886195,0.8244857,1.094762,1.111738,1.120216,233.8033,272.1074,279.5625,169.1607,3.649833,
19,0.753274,0.7886195,0.8244857,-1.0,-1.0,-1.0,-1.0,410.9981,2844.75,5928.545,11.25114,
20,0.753274,0.7886195,0.8244857,0.9292578,0.9407541,0.9665759,194.6994,410.9981,1002.563,789.9957,15.31364,
21,0.7470843,0.7886195,0.8882549,-1.0,-1.0,-1.0,-1.0,420.9604,2505.563,4926.041,9.798241,
22,0.7470843,0.7886195,0.8882549,0.9522381,0.9723057,0.9880468,201.0773,420.9604,524.0625,465.7253,10.48125,
23,0.7288358,0.7886195,0.8302247,-1.0,-1.0,-1.0,-1.0,426.9616,8204.438,16326.47,26.88093,
24,0.7288358,0.7886195,0.8302247,0.9235051,0.9436262,0.9665759,195.0607,426.9616,2192.313,2240.977,51.0594,1619_1615
25,0.7051318,0.7886195,0.8302247,-1.0,-1.0,-1.0,-1.0,429.1126,3632.5,6995.991,12.53075,
26,0.7051318,0.7886195,0.8302247,1.194814,1.217231,1.234014,251.5798,429.1126,948.375,1001.139,14.43321,1664
27,0.753274,0.7886195,0.8357517,-1.0,-1.0,-1.0,-1.0,436.0249,4568.063,9119.237,21.36389,
28,0.753274,0.7886195,0.8357517,0.9335704,0.9637098,0.9880468,199.0847,436.0249,674.4375,731.3133,11.55045,
29,0.753274,0.7886195,0.8357517,1.189202,1.201824,1.222828,248.2748,436.0249,698.4375,660.5212,11.93257,1662
30,0.6929896,0.7886195,0.8302247,-1.0,-1.0,-1.0,-1.0,442.0722,2478.313,4876.695,10.45949,
31,0.6929896,0.7886195,0.8302247,1.002337,1.029436,1.040826,212.5747,442.0722,543.125,574.6055,10.765,
32,0.6929896,0.7886195,0.8302247,1.053625,1.070666,1.083429,221.0886,442.0722,306.375,223.9053,6.1275,
33,0.753274,0.7886195,0.8882549,-1.0,-1.0,-1.0,-1.0,442.939,7457.125,13332.83,29.90761,
34,0.753274,0.7886195,0.8882549,0.9177493,0.9464976,0.9694411,195.4368,442.939,1682.438,1857.521,36.26053,1622_1655
35,0.7348475,0.7886195,0.8882549,-1.0,-1.0,-1.0,-1.0,444.9393,2141.0,4026.219,4.682464,
36,0.7348475,0.7886195,0.8882549,0.9292578,0.947933,0.9622765,195.7071,444.9393,558.4375,615.7975,10.59,
37,0.7167713,0.7886195,0.8824738,-1.0,-1.0,-1.0,-1.0,451.9976,2447.938,4451.986,10.40422,
38,0.7167713,0.7886195,0.8824738,1.203226,1.218631,1.228423,251.4781,451.9976,320.5625,237.7659,8.368915,
39,0.7470843,0.7886195,0.8302247,-1.0,-1.0,-1.0,-1.0,457.1472,3180.875,6015.26,14.19739,
40,0.7470843,0.7886195,0.8302247,1.00662,1.016608,1.033708,209.7194,457.1472,396.625,300.7462,7.9325,
41,0.7470843,0.7886195,0.8302247,1.229821,1.25356,1.277246,258.601,457.1472,1252.938,1433.33,25.05875,1661
42,0.753274,0.7886195,0.8939141,-1.0,-1.0,-1.0,-1.0,458.9145,2931.438,5110.164,6.263961,
43,0.753274,0.7886195,0.8939141,0.9335704,0.9536727,0.9680086,196.7144,458.9145,642.625,631.3719,15.54613,
44,0.753274,0.7886195,0.8302247,-1.0,-1.0,-1.0,-1.0,464.0589,1720.625,3182.47,7.568535,
45,0.753274,0.7886195,0.8302247,1.210231,1.232616,1.25356,254.1711,464.0589,434.875,340.9489,8.6975,
46,0.7348475,0.7886195,0.8244857,-1.0,-1.0,-1.0,-1.0,480.0289,1497.0,2767.56,7.542803,
