PeakID,RT left(min),RT (min),RT right (min),Mobility left,Mobility,Mobility right,CCS,Precursor m/z,Height,Area,S/N,MSMS spectrum
0,0.6252331,0.7302386,0.82607,-1.0,-1.0,-1.0,-1.0,522.2653,7586.375,16900.24,12.50278,
1,0.6252331,0.7302386,0.82607,1.100423,1.12304,1.142791,230.8403,522.2653,1441.375,1890.822,29.64986,1462
2,0.6252331,0.7302386,0.82607,1.35628,1.368705,1.392135,281.3365,522.2653,563.9375,554.9761,12.04171,1449
5,0.613364,0.7302386,0.7719838,-1.0,-1.0,-1.0,-1.0,809.3896,1131.063,2319.537,1.678213,
6,0.613364,0.7302386,0.7719838,1.382494,1.403143,1.416887,285.799,809.3896,512.0,367.8863,10.22,1493
7,0.7015773,0.7363427,0.8018257,-1.0,-1.0,-1.0,-1.0,291.1726,11796.31,33916.56,18.82735,
8,0.7015773,0.7363427,0.8018257,1.045094,1.052203,1.062149,220.6057,291.1726,483.125,291.1875,6.865,
9,0.7015773,0.7363427,0.8018257,1.062149,1.084847,1.100423,227.4497,291.1726,1891.438,2359.494,35.03125,
10,0.7015773,0.7363427,0.8018257,1.100423,1.124452,1.142791,235.7535,291.1726,2660.563,3820.714,50.41125,1460
11,0.7015773,0.7363427,0.8018257,1.179374,1.196216,1.201824,250.7995,291.1726,711.1875,481.0221,11.2475,1458_1490
12,0.6664891,0.7363427,0.82607,-1.0,-1.0,-1.0,-1.0,366.1415,3847.813,12396.4,6.203619,
13,0.6664891,0.7363427,0.82607,0.8005295,0.829591,0.8368442,172.3627,366.1415,1437.0,1140.509,28.74,1461_1455
14,0.6839405,0.7363427,0.8018257,-1.0,-1.0,-1.0,-1.0,384.1533,3551.875,7973.678,8.089295,
15,0.6839405,0.7363427,0.8018257,1.260532,1.268892,1.278638,263.196,384.1533,271.5,90.75754,5.43,
16,0.672386,0.7363427,0.783949,-1.0,-1.0,-1.0,-1.0,443.2259,3385.063,8481.224,4.342763,
17,0.672386,0.7363427,0.783949,0.9191886,0.9493682,0.9766009,196.0258,443.2259,1581.625,1606.672,31.6325,1432_1463
18,0.5889544,0.7363427,0.82607,-1.0,-1.0,-1.0,-1.0,485.1714,3164.875,8149.423,8.209233,
19,0.5889544,0.7363427,0.82607,1.039403,1.057887,1.07634,217.8708,485.1714,685.375,573.5573,13.4,
20,0.5889544,0.7363427,0.82607,1.27307,1.285593,1.293934,264.7666,485.1714,427.8125,222.9493,8.55625,
21,0.7015773,0.7363427,0.8018257,-1.0,-1.0,-1.0,-1.0,578.2936,4743.125,11546.96,6.559036,
22,0.7015773,0.7363427,0.8018257,1.154061,1.177969,1.206028,241.533,578.2936,1373.063,1525.987,27.46125,1450_1530
23,0.7015773,0.7363427,0.8018257,1.392135,1.405893,1.422379,288.2669,578.2936,331.4375,281.3396,6.62875,1505
26,0.6607316,0.7363427,0.7897236,-1.0,-1.0,-1.0,-1.0,634.3148,1611.875,3995.941,3.129391,
27,0.6607316,0.7363427,0.7897236,1.214432,1.228423,1.25077,251.3636,634.3148,705.625,602.6661,14.1125,1439
28,0.6839405,0.7425377,0.8135841,-1.0,-1.0,-1.0,-1.0,347.1965,5535.75,17487.98,12.52114,
29,0.6839405,0.7425377,0.8135841,1.114565,1.1442,1.163912,238.1891,347.1965,1121.813,1386.22,17.4496,
30,0.6839405,0.7425377,0.8135841,1.163912,1.176564,1.203226,244.9264,347.1965,1781.5,1896.658,28.84067,
34,0.7015773,0.7425377,0.8018257,-1.0,-1.0,-1.0,-1.0,463.1888,3518.813,9651.09,7.150133,
35,0.7015773,0.7425377,0.8018257,1.064988,1.084847,1.093346,223.7123,463.1888,614.0,435.9924,11.635,
36,0.7015773,0.7425377,0.8018257,1.110324,1.125864,1.141382,232.1707,463.1888,508.3125,525.3825,9.85,
37,0.7015773,0.7425377,0.8018257,1.141382,1.155468,1.162505,238.2756,463.1888,388.75,218.7342,7.45875,
38,0.7074211,0.7425377,0.8018257,-1.0,-1.0,-1.0,-1.0,480.213,2085.438,6293.294,3.236484,
39,0.7074211,0.7425377,0.8018257,1.106082,1.117391,1.13292,230.1903,480.213,400.8125,352.4022,7.29125,
40,0.6839405,0.7425377,0.82607,-1.0,-1.0,-1.0,-1.0,600.0434,3533.688,12847.1,10.20253,
41,0.6839405,0.7425377,0.82607,0.8831499,0.8946953,0.9076692,183.2963,600.0434,305.9375,180.5429,6.11875,
42,0.6839405,0.7425377,0.82607,1.100423,1.120216,1.147019,229.4987,600.0434,1840.313,1742.613,36.80625,
43,0.6428837,0.7425377,0.82607,-1.0,-1.0,-1.0,-1.0,679.1686,1140.688,3484.381,2.288752,
44,0.6428837,0.7425377,0.82607,1.44158,1.449799,1.458011,296.2476,679.1686,521.5,241.6903,9.3125,1504_1579
45,0.7015773,0.7485819,0.8196306,-1.0,-1.0,-1.0,-1.0,232.1,7754.313,33034.0,11.287,
