PeakID,RT left(min),RT (min),RT right (min),Mobility left,Mobility,Mobility right,CCS,Precursor m/z,Height,Area,S/N,MSMS spectrum
0,0.6744971,0.7660681,0.8844,-1.0,-1.0,-1.0,-1.0,258.1118,8406.313,25989.79,7.764695,
1,0.6744971,0.7660681,0.8844,0.7143419,0.7348552,0.7626328,154.9338,258.1118,5713.5,5313.063,82.82767,1508_1502_1506_1543
2,0.7265203,0.7660681,0.8599154,-1.0,-1.0,-1.0,-1.0,291.0725,2484.25,5403.396,5.868313,
3,0.7265203,0.7660681,0.8599154,0.7874264,0.8078022,0.8281398,169.3669,291.0725,638.9375,594.8708,27.50182,1567
4,0.7324542,0.7720519,0.8016087,-1.0,-1.0,-1.0,-1.0,280.0946,5028.75,13342.78,2.718233,
5,0.7324542,0.7720519,0.8016087,0.7392458,0.7670123,0.7917959,161.0912,280.0946,4975.125,5870.146,96.27803,
6,0.6744971,0.7720519,0.8780016,-1.0,-1.0,-1.0,-1.0,296.0663,1841.5,3355.356,4.117404,
7,0.6744971,0.7720519,0.8780016,0.7392458,0.7655526,0.7859696,160.3898,296.0663,556.625,627.289,28.93312,
8,0.7208593,0.7720519,0.8780016,-1.0,-1.0,-1.0,-1.0,307.0444,2981.688,6354.351,5.964105,
9,0.7208593,0.7720519,0.8780016,0.7830552,0.8048937,0.8281398,168.3714,307.0444,807.5625,812.7982,24.23042,1540
10,0.7384084,0.7720519,0.8310556,-1.0,-1.0,-1.0,-1.0,429.2407,3558.938,7175.8,5.183113,
11,0.7384084,0.7720519,0.8310556,1.015182,1.039403,1.063569,214.8239,429.2407,1226.75,1363.092,55.4381,1579_1569
12,0.6744971,0.7777196,0.8366089,-1.0,-1.0,-1.0,-1.0,256.0763,4727.063,13893.77,10.44102,
13,0.6744971,0.7777196,0.8366089,0.7040708,0.7246034,0.7480218,152.8318,256.0763,1336.875,1636.184,13.75769,
14,0.6744971,0.7777196,0.8366089,0.7611726,0.7786822,0.8034392,164.238,256.0763,1839.188,2005.94,19.17981,1588_1604
15,0.7384084,0.7777196,0.8366089,-1.0,-1.0,-1.0,-1.0,263.0469,3703.25,7538.344,5.812669,
16,0.7384084,0.7777196,0.8366089,0.7494838,0.7655526,0.7815977,161.2576,263.0469,761.1875,919.3589,12.6759,1632
17,0.7208593,0.7777196,0.8310556,-1.0,-1.0,-1.0,-1.0,279.0214,6262.25,12882.42,2.372004,
18,0.7208593,0.7777196,0.8310556,0.7392458,0.7597122,0.7772242,159.5859,279.0214,2037.813,1957.79,48.02291,
19,0.7208593,0.7835364,0.8310556,-1.0,-1.0,-1.0,-1.0,501.1498,1611.938,3488.496,5.984488,
20,0.7208593,0.7835364,0.8310556,1.047938,1.063569,1.083429,218.8502,501.1498,412.0,332.7491,8.155,
21,0.7439442,0.7835364,0.8254843,-1.0,-1.0,-1.0,-1.0,604.988,2942.813,6001.096,8.133584,
22,0.7439442,0.7835364,0.8254843,1.138562,1.151244,1.168131,235.8125,604.988,466.6875,415.5445,6.073675,
23,0.715092,0.7835364,0.8196579,-1.0,-1.0,-1.0,-1.0,642.0862,1100.188,1927.791,3.981417,
24,0.715092,0.7835364,0.8196579,0.7465597,0.7640929,0.7743074,156.311,642.0862,560.125,294.1531,7.338034,
25,0.749449,0.7835364,0.8366089,-1.0,-1.0,-1.0,-1.0,798.9894,2640.563,5354.625,6.383971,
26,0.749449,0.7835364,0.8366089,0.871592,0.8802615,0.8874809,179.335,798.9894,355.75,144.1757,5.873462,
27,0.7265203,0.7835364,0.8540004,-1.0,-1.0,-1.0,-1.0,814.9678,6043.625,11691.12,12.91144,
28,0.7265203,0.7835364,0.8540004,0.8744826,0.8975798,0.9105502,182.8025,814.9678,370.9375,369.2776,4.798264,
29,0.7265203,0.7835364,0.8540004,1.338306,1.350753,1.378359,275.0964,814.9678,925.6875,934.3356,11.97423,1605
32,0.7208593,0.7835364,0.871864,-1.0,-1.0,-1.0,-1.0,840.0057,2397.063,4455.277,5.694287,
33,0.7208593,0.7835364,0.871864,1.360423,1.37698,1.396264,280.2991,840.0057,738.5625,642.1581,17.33874,1640
36,0.7384084,0.7895802,0.8366089,-1.0,-1.0,-1.0,-1.0,216.9929,9358.75,21136.89,20.96553,
37,0.7384084,0.7895802,0.8366089,0.7363189,0.7524072,0.769931,160.0992,216.9929,509.125,507.6903,3.311206,
38,0.7384084,0.7895802,0.8366089,0.9062285,0.9292578,0.945062,197.7299,216.9929,2958.813,2878.463,19.40044,
39,0.7384084,0.7895802,0.8366089,0.9551072,0.9637098,0.983756,205.0607,216.9929,751.3125,656.2194,5.143301,
40,0.7384084,0.7895802,0.8366089,1.086264,1.114565,1.130098,237.16,216.9929,524.0,581.4313,3.587175,
41,0.7439442,0.7895802,0.871864,-1.0,-1.0,-1.0,-1.0,234.9627,1471.063,3431.829,2.720019,
42,0.7439442,0.7895802,0.871864,0.9292578,0.9436262,0.9536727,199.9075,234.9627,314.125,200.5497,4.766618,
43,0.6918637,0.7895802,0.8135068,-1.0,-1.0,-1.0,-1.0,243.0629,3754.125,8732.033,8.072911,
44,0.6918637,0.7895802,0.8135068,0.6702544,0.7026027,0.7363189,148.5821,243.0629,2719.25,3232.256,33.47798,
45,0.7208593,0.7895802,0.8780016,-1.0,-1.0,-1.0,-1.0,248.9392,8793.938,18857.98,25.01315,
46,0.7208593,0.7895802,0.8780016,0.7260686,0.7421719,0.7640929,156.7585,248.9392,841.3125,656.9466,14.41466,
47,0.7208593,0.7895802,0.8780016,0.9191886,0.9436262,0.9594094,199.3088,248.9392,991.9375,1189.086,16.43856,
48,0.7208593,0.7895802,0.8780016,0.9594094,0.9680086,0.9823254,204.4587,248.9392,1794.188,1267.596,26.09759,
49,0.749449,0.7895802,0.8423846,-1.0,-1.0,-1.0,-1.0,254.0817,4025.438,10866.98,7.088607,
50,0.749449,0.7895802,0.8423846,0.965143,0.983756,0.9894766,207.572,254.0817,760.125,610.6547,15.2025,
51,0.749449,0.7895802,0.8423846,1.002337,1.025162,1.040826,216.3086,254.0817,1581.0,1782.694,31.5525,
52,0.749449,0.7895802,0.8423846,1.040826,1.057887,1.074922,223.2137,254.0817,611.5625,539.7513,12.1925,
53,0.749449,0.7895802,0.8423846,1.166725,1.183587,1.193411,249.7363,254.0817,324.5,128.3999,6.49,
54,0.7324542,0.7895802,0.8254843,-1.0,-1.0,-1.0,-1.0,261.9941,1159.813,2549.067,4.936204,
55,0.7324542,0.7895802,0.8254843,0.9737376,0.983756,0.9937651,207.2605,261.9941,410.5625,210.1783,6.672955,
56,0.7208593,0.7895802,0.8482218,-1.0,-1.0,-1.0,-1.0,268.1066,2803.125,7766.147,4.987519,
57,0.7208593,0.7895802,0.8482218,0.7070064,0.7348552,0.7582516,154.6508,268.1066,678.625,859.0909,7.842229,1612
58,0.7208593,0.7895802,0.8482218,1.077759,1.096177,1.113151,230.6914,268.1066,310.6875,240.9787,3.590322,
59,0.7265203,0.7895802,0.8423846,-1.0,-1.0,-1.0,-1.0,270.0564,4258.25,10278.87,9.553858,
60,0.7265203,0.7895802,0.8423846,1.008048,1.028011,1.050782,216.2719,270.0564,1956.813,1811.532,38.99375,1601
61,0.715092,0.7895802,0.8254843,-1.0,-1.0,-1.0,-1.0,285.1007,2571.75,7444.94,4.837739,
62,0.715092,0.7895802,0.8254843,0.7421719,0.77139,0.7888831,161.8812,285.1007,1439.563,1597.781,13.61381,1682
63,0.749449,0.7895802,0.8310556,-1.0,-1.0,-1.0,-1.0,291.1726,5082.125,12890.0,10.51054,
64,0.749449,0.7895802,0.8310556,1.056467,1.084847,1.097593,227.4497,291.1726,4277.75,5333.188,77.57625,1592_1624
65,0.749449,0.7895802,0.8310556,1.097593,1.106082,1.10891,231.902,291.1726,1406.5,801.3237,12.17375,
66,0.749449,0.7895802,0.8310556,1.10891,1.121628,1.147019,235.1614,291.1726,2544.0,2759.867,50.88,
67,0.6918637,0.7895802,0.8254843,-1.0,-1.0,-1.0,-1.0,326.0819,1321.938,2650.929,3.24597,
68,0.6918637,0.7895802,0.8254843,1.069247,1.090514,1.110324,227.5612,326.0819,447.25,468.2988,8.945,
72,0.7439442,0.7895802,0.8310556,-1.0,-1.0,-1.0,-1.0,410.9917,13252.88,27020.64,26.10098,
73,0.7439442,0.7895802,0.8310556,0.9091098,0.9407541,0.965143,194.6995,410.9917,3340.813,3697.611,41.33701,1620_1606
74,0.7439442,0.7895802,0.8310556,1.114565,1.135741,1.154061,235.0542,410.9917,957.875,1052.665,12.12615,1591
75,0.7439442,0.7895802,0.8310556,1.154061,1.165318,1.186395,241.1755,410.9917,526.625,491.0298,6.666774,
78,0.749449,0.7895802,0.8423846,-1.0,-1.0,-1.0,-1.0,412.9894,1856.313,3537.087,5.476406,
79,0.749449,0.7895802,0.8423846,0.9292578,0.9421902,0.9594094,194.9666,412.9894,495.8125,477.5333,9.63,
80,0.749449,0.7895802,0.8310556,-1.0,-1.0,-1.0,-1.0,420.0536,5615.75,11874.06,20.63616,
81,0.749449,0.7895802,0.8310556,0.9378812,0.9579755,0.9823254,198.1271,420.0536,619.8125,795.5398,7.882644,
82,0.749449,0.7895802,0.8310556,1.149836,1.158284,1.169537,239.5546,420.0536,782.8125,522.3091,8.216999,
83,0.749449,0.7895802,0.8310556,1.169537,1.187798,1.196216,245.6587,420.0536,1254.438,996.0742,14.47765,
84,0.749449,0.7895802,0.8965032,-1.0,-1.0,-1.0,-1.0,420.9572,5818.125,11066.33,16.67848,
85,0.749449,0.7895802,0.8965032,0.9436262,0.9680086,0.9923358,200.1887,420.9572,1533.438,1464.866,37.97131,
86,0.749449,0.7895802,0.8965032,0.9923358,1.005193,1.012329,207.8785,420.9572,642.1875,481.1884,14.73166,
87,0.749449,0.7895802,0.8423846,-1.0,-1.0,-1.0,-1.0,426.9649,22320.69,44538.89,60.77771,
88,0.749449,0.7895802,0.8423846,0.9206276,0.9436262,0.9694411,195.0606,426.9649,6163.625,6259.469,68.32726,1581_1596
89,0.749449,0.7895802,0.8423846,1.154061,1.172348,1.189202,242.3407,426.9649,1288.563,1313.231,14.18863,1614_1650
99,0.754981,0.7895802,0.8310556,-1.0,-1.0,-1.0,-1.0,434.0085,1949.688,4402.734,8.804638,
100,0.754981,0.7895802,0.8310556,1.118803,1.138562,1.145609,235.2389,434.0085,916.25,688.8934,18.325,
101,0.749449,0.7895802,0.8482218,-1.0,-1.0,-1.0,-1.0,436.0249,8227.125,16640.44,35.65121,
102,0.749449,0.7895802,0.8482218,0.9436262,0.9665759,0.9909064,199.6768,436.0249,1261.188,1356.567,20.36378,
103,0.749449,0.7895802,0.8482218,1.172348,1.200422,1.207429,247.9852,436.0249,913.5625,912.0966,13.9925,1647
106,0.7265203,0.7895802,0.8780016,-1.0,-1.0,-1.0,-1.0,442.939,17616.38,35292.62,53.4681,
107,0.7265203,0.7895802,0.8780016,0.9249436,0.947933,0.9723057,195.7332,442.939,4186.563,5047.373,53.44535,1613
