params,mean_score
"{'regressor__C': 305, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-3.8030735865028804
"{'regressor__C': 310, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-3.8031060145456617
"{'regressor__C': 300, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-3.803297571590731
"{'regressor__C': 315, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-3.8033671847331134
"{'regressor__C': 295, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-3.8035118312091862
"{'regressor__C': 320, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-3.803725714397248
"{'regressor__C': 290, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-3.803899703865298
"{'regressor__C': 325, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-3.8041506622730776
"{'regressor__C': 285, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-3.8043588953789618
"{'regressor__C': 330, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-3.8045113911238144
"{'regressor__C': 280, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-3.8049789416408686
"{'regressor__C': 335, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-3.8050255248072973
"{'regressor__C': 340, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-3.805546894857666
"{'regressor__C': 345, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-3.8059192791789025
"{'regressor__C': 275, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-3.806023675140489
"{'regressor__C': 270, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-3.8074853777397677
"{'regressor__C': 265, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-3.8092160464528373
"{'regressor__C': 260, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-3.8112087242547803
"{'regressor__C': 255, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-3.8137116928341923
"{'regressor__C': 250, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-3.816742817720923
"{'regressor__C': 250, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-3.947657554059112
"{'regressor__C': 255, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-3.94907184796527
"{'regressor__C': 260, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-3.9509023321928036
"{'regressor__C': 265, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-3.953091543910892
"{'regressor__C': 270, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-3.9553983164147986
"{'regressor__C': 275, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-3.9576153567927257
"{'regressor__C': 280, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-3.959762116222564
"{'regressor__C': 285, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-3.9620694452076477
"{'regressor__C': 290, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-3.9644406843017723
"{'regressor__C': 295, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-3.966719912232475
"{'regressor__C': 300, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-3.9686342132443753
"{'regressor__C': 305, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-3.9705830494441336
"{'regressor__C': 310, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-3.9725058684358756
"{'regressor__C': 315, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-3.9746130597388234
"{'regressor__C': 320, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-3.976914833029749
"{'regressor__C': 325, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-3.9792555960347573
"{'regressor__C': 330, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-3.981618497442713
"{'regressor__C': 335, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-3.9842126030667817
"{'regressor__C': 340, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-3.9867569971989196
"{'regressor__C': 345, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-3.9892860210307206
"{'regressor__C': 250, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-4.1638366908099815
"{'regressor__C': 255, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-4.1669787676630685
"{'regressor__C': 260, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-4.17015737865839
"{'regressor__C': 265, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-4.1732495540974055
"{'regressor__C': 270, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-4.176343584105524
"{'regressor__C': 275, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-4.179426259606153
"{'regressor__C': 280, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-4.182627489303293
"{'regressor__C': 285, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-4.185727101906841
"{'regressor__C': 290, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-4.188798449147693
"{'regressor__C': 295, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-4.191734003622638
"{'regressor__C': 300, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-4.194515375790835
"{'regressor__C': 305, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-4.197326079879876
"{'regressor__C': 310, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-4.200183274536677
"{'regressor__C': 315, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-4.202966879712008
"{'regressor__C': 320, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-4.205780723983898
"{'regressor__C': 325, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-4.208476899867821
"{'regressor__C': 330, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-4.211325903833797
"{'regressor__C': 335, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-4.21409631286995
"{'regressor__C': 340, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-4.216823644443456
"{'regressor__C': 345, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-4.219656983411811
"{'regressor__C': 250, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",-4.38894096926436
"{'regressor__C': 255, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",-4.391889270743744
"{'regressor__C': 260, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",-4.394986526458061
"{'regressor__C': 265, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",-4.398162634848763
"{'regressor__C': 270, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",-4.401045841097198
"{'regressor__C': 275, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",-4.40376291368037
"{'regressor__C': 280, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",-4.406358195159455
"{'regressor__C': 285, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",-4.4089210491831805
"{'regressor__C': 290, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",-4.411505572711978
"{'regressor__C': 295, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",-4.414113488395106
"{'regressor__C': 300, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",-4.416813342261609
"{'regressor__C': 305, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",-4.419647477955178
"{'regressor__C': 310, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",-4.42248073219053
"{'regressor__C': 315, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",-4.425169575606813
"{'regressor__C': 320, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",-4.427675773852167
"{'regressor__C': 325, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",-4.430112857450529
"{'regressor__C': 330, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",-4.432411969480547
"{'regressor__C': 335, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",-4.434770250611255
"{'regressor__C': 340, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",-4.437217087695011
"{'regressor__C': 345, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",-4.439679818531343
