,observed,predicted,error
0,217.2,221.05674356074735,0.01775664622811861
1,218.8,219.0813309231386,0.0012857903251307001
2,220.5,223.06424088760775,0.011629210374638333
3,219.9,217.8403168370295,0.00936645367426337
4,231.2,231.68940026702444,0.0021167831618704603
5,222.1,219.28457212901156,0.012676397438038854
6,210.4,219.81535841774885,0.04474980236572646
7,210.4,221.15735771224152,0.051128126008752446
8,216.8,220.20985363636973,0.01572810717882711
9,291.2,295.1529852658673,0.013574812039379507
10,284.5,285.0526605977896,0.001942568006290373
11,291.2,294.8988197005049,0.012701990729755785
12,291.2,294.7930526315157,0.012338779641194087
13,224.4,229.76967132726352,0.023929016609908725
14,222.7,232.83598347271234,0.045514070375897414
15,225.1,230.49264779557154,0.023956676124262766
16,215.8,217.8606026098691,0.00954866825703929
17,176.0,173.9053902046647,0.011901192018950497
18,183.3,184.5253282910375,0.006684824282801413
19,219.8,222.9568537986603,0.014362392168609095
20,218.7,220.25749724275238,0.007121615193197944
