,observed,predicted,error
0,217.2,221.05445661627533,0.01774611701784228
1,218.8,219.0784294146245,0.0012725293172966062
2,220.5,223.05710183359594,0.011596833712453227
3,219.9,217.83588000777115,0.009386630251154405
4,231.2,231.68538087407845,0.0020993982442839908
5,222.1,219.28139028031194,0.012690723636596377
6,210.4,219.8157939877304,0.04475187256525847
7,210.4,221.15488686053615,0.05111638241699689
8,216.8,220.2104584139204,0.01573089674317525
9,291.2,295.15237440686474,0.013572714309288286
10,284.5,285.0503271398586,0.001934366045197221
11,291.2,294.8995675229995,0.012704558801509376
12,291.2,294.7921694525013,0.012335746746227024
13,224.4,229.76869584457222,0.023924669539091867
14,222.7,232.8395793350723,0.04553021704118686
15,225.1,230.4909332771964,0.023949059427793917
16,215.8,217.8582695722739,0.009537857146774329
17,176.0,173.90919466417284,0.011879575771745204
18,183.3,184.5191093344146,0.006650896532540003
19,219.8,222.954136019614,0.014350027386778827
20,218.7,220.2536701852189,0.0071041160732460895
