params,Trial,mean_score
"{'regressor__C': 679.8, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.85478980220299
"{'regressor__C': 679.8, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.802348851923298
"{'regressor__C': 679.8, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.465737268542853
"{'regressor__C': 679.9, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.406360211646396
"{'regressor__C': 679.9, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.081191016758495
"{'regressor__C': 679.9, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.680204745719585
"{'regressor__C': 679.9, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.382459015688251
"{'regressor__C': 679.9, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.161261356479704
"{'regressor__C': 679.9, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.973910664665263
"{'regressor__C': 679.9, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.854738647981305
"{'regressor__C': 679.9, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.802334330480878
"{'regressor__C': 679.9, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.465214305632593
"{'regressor__C': 680.0, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.406129680598921
"{'regressor__C': 680.0, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.081074834404381
"{'regressor__C': 680.0, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.6800868293639
"{'regressor__C': 680.0, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.382346929235434
"{'regressor__C': 680.0, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.161148991089457
"{'regressor__C': 680.0, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.973836031879305
"{'regressor__C': 680.0, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.854628976968971
"{'regressor__C': 680.0, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.802272607588401
"{'regressor__C': 680.0, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.46467896844146
"{'regressor__C': 680.1, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.406041035498678
"{'regressor__C': 680.1, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.08099159698485
"{'regressor__C': 680.1, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.679942378153669
"{'regressor__C': 680.1, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.382318427869537
"{'regressor__C': 680.1, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.16106926920104
"{'regressor__C': 680.1, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.9737320342494
"{'regressor__C': 680.1, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.854504325179525
"{'regressor__C': 680.1, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.802106039954067
"{'regressor__C': 680.1, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.464130714211763
"{'regressor__C': 680.2, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.405881542452741
"{'regressor__C': 680.2, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.080901118623139
"{'regressor__C': 680.2, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.6798980619351
"{'regressor__C': 680.2, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.382165829060026
"{'regressor__C': 680.2, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.160937029895406
"{'regressor__C': 680.2, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.973622389649035
"{'regressor__C': 680.2, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.85445203452031
"{'regressor__C': 680.2, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.802140514524327
"{'regressor__C': 680.2, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.46358666203992
"{'regressor__C': 680.3, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.405738176343496
"{'regressor__C': 680.3, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.080740695295555
"{'regressor__C': 680.3, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.679782657831254
"{'regressor__C': 680.3, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.382073025119507
"{'regressor__C': 680.3, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.160880976268512
"{'regressor__C': 680.3, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.973550109361492
"{'regressor__C': 680.3, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.854388063888326
"{'regressor__C': 680.3, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.80203571905774
"{'regressor__C': 680.3, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.46305409333034
"{'regressor__C': 680.4, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.405582505514772
"{'regressor__C': 680.4, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.080673534957052
"{'regressor__C': 680.4, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.679666867109498
"{'regressor__C': 680.4, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.382005250647167
"{'regressor__C': 680.4, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.16077769677448
"{'regressor__C': 680.4, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.973406272460911
"{'regressor__C': 680.4, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.854331357315887
"{'regressor__C': 680.4, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.801907419676375
"{'regressor__C': 680.4, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.46250268587203
"{'regressor__C': 680.5, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.405447151672076
"{'regressor__C': 680.5, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.080595797306092
"{'regressor__C': 680.5, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.679574369589448
"{'regressor__C': 680.5, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.381953680814187
"{'regressor__C': 680.5, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.160673556531767
"{'regressor__C': 680.5, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.97336819950004
"{'regressor__C': 680.5, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.854217782004902
"{'regressor__C': 680.5, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.801852731690815
"{'regressor__C': 680.5, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.462003764612348
"{'regressor__C': 680.6, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.405327522896135
"{'regressor__C': 680.6, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.08045876057768
"{'regressor__C': 680.6, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.679434620542517
"{'regressor__C': 680.6, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.381866447360707
"{'regressor__C': 680.6, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.160537384894436
"{'regressor__C': 680.6, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.973179162978608
"{'regressor__C': 680.6, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.854200050985336
"{'regressor__C': 680.6, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.801774092762054
"{'regressor__C': 680.6, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.461448362205918
"{'regressor__C': 680.7, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.405181144185411
"{'regressor__C': 680.7, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.080333589649761
"{'regressor__C': 680.7, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.679354109677027
"{'regressor__C': 680.7, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.381773582469846
"{'regressor__C': 680.7, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.160439314851265
"{'regressor__C': 680.7, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.973081305608979
"{'regressor__C': 680.7, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.854051152352891
"{'regressor__C': 680.7, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.801714986050504
"{'regressor__C': 680.7, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.460917051080212
"{'regressor__C': 680.8, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.405029083101468
"{'regressor__C': 680.8, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.080250350595996
"{'regressor__C': 680.8, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.679272309269331
"{'regressor__C': 680.8, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.381737337357968
"{'regressor__C': 680.8, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.160326799712477
"{'regressor__C': 680.8, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.97298014226212
"{'regressor__C': 680.8, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.853990493419204
"{'regressor__C': 680.8, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.801632283513275
"{'regressor__C': 680.8, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.460364048455794
"{'regressor__C': 680.9, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.404974217963119
"{'regressor__C': 680.9, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.08016669316166
"{'regressor__C': 680.9, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.679165491977828
"{'regressor__C': 680.9, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.381649003709692
"{'regressor__C': 680.9, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.160235431745658
"{'regressor__C': 680.9, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.972864388182037
"{'regressor__C': 680.9, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.853937325060837
"{'regressor__C': 680.9, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.801540647386322
"{'regressor__C': 680.9, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.459808780317026
"{'regressor__C': 681.0, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.404829036165246
"{'regressor__C': 681.0, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.08004983279408
"{'regressor__C': 681.0, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.679106770259027
"{'regressor__C': 681.0, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.381646401999108
"{'regressor__C': 681.0, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.160142545290466
"{'regressor__C': 681.0, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.972819148622639
"{'regressor__C': 681.0, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.85387317345346
"{'regressor__C': 681.0, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.80149214820611
"{'regressor__C': 681.0, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.459271723540258
"{'regressor__C': 681.1, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.404680916284912
"{'regressor__C': 681.1, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.079990783295418
"{'regressor__C': 681.1, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.678982047899334
"{'regressor__C': 681.1, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.381575237200696
"{'regressor__C': 681.1, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.160003088677275
"{'regressor__C': 681.1, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.972754823431051
"{'regressor__C': 681.1, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.853764603222565
"{'regressor__C': 681.1, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.801383425362198
"{'regressor__C': 681.1, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.458763153827103
"{'regressor__C': 681.2, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.404481165113637
"{'regressor__C': 681.2, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.079910748560684
"{'regressor__C': 681.2, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.6788901895252
"{'regressor__C': 681.2, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.381502198799737
"{'regressor__C': 681.2, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.159910707285265
"{'regressor__C': 681.2, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.972650879245233
"{'regressor__C': 681.2, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.853692467947868
"{'regressor__C': 681.2, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.801332690037043
"{'regressor__C': 681.2, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.458226830303165
"{'regressor__C': 681.3, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.404300067091269
"{'regressor__C': 681.3, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.079789819141157
"{'regressor__C': 681.3, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.678721000145387
"{'regressor__C': 681.3, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.38146387125211
"{'regressor__C': 681.3, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.159800972431572
"{'regressor__C': 681.3, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.972455043930628
"{'regressor__C': 681.3, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.85366473367063
"{'regressor__C': 681.3, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.801266374443742
"{'regressor__C': 681.3, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.457706544389048
"{'regressor__C': 681.4, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.404170908567933
"{'regressor__C': 681.4, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.07967761000488
"{'regressor__C': 681.4, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.678646485760604
"{'regressor__C': 681.4, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.381406072507152
"{'regressor__C': 681.4, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.159777014520987
"{'regressor__C': 681.4, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.9723647196645
"{'regressor__C': 681.4, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.853581008732354
"{'regressor__C': 681.4, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.801176014195576
"{'regressor__C': 681.4, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.457152737485256
"{'regressor__C': 681.5, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.404027641128433
"{'regressor__C': 681.5, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.07957225233188
"{'regressor__C': 681.5, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.67855660583064
"{'regressor__C': 681.5, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.381312267532735
"{'regressor__C': 681.5, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.159665226061023
"{'regressor__C': 681.5, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.972306869605395
"{'regressor__C': 681.5, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.853504889384666
"{'regressor__C': 681.5, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.801220018531192
"{'regressor__C': 681.5, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.45664365178907
"{'regressor__C': 681.6, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.403870680214233
"{'regressor__C': 681.6, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.079471620220591
"{'regressor__C': 681.6, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.678439502318948
"{'regressor__C': 681.6, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.381217466004284
"{'regressor__C': 681.6, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.159529872136861
"{'regressor__C': 681.6, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.97219282394403
"{'regressor__C': 681.6, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.8534512014306
"{'regressor__C': 681.6, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.801063621787927
"{'regressor__C': 681.6, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.456095683931544
"{'regressor__C': 681.7, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.403708343450583
"{'regressor__C': 681.7, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.079355680053586
"{'regressor__C': 681.7, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.678306179735305
"{'regressor__C': 681.7, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.38115175416747
"{'regressor__C': 681.7, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.159378778012305
"{'regressor__C': 681.7, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.972113338341691
"{'regressor__C': 681.7, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.85334446676231
"{'regressor__C': 681.7, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.800986773113685
"{'regressor__C': 681.7, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.45553088591916
"{'regressor__C': 681.8, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.403523863806132
"{'regressor__C': 681.8, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.079297131444502
"{'regressor__C': 681.8, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.678254995567139
"{'regressor__C': 681.8, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.381112785777583
"{'regressor__C': 681.8, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.15924812381552
"{'regressor__C': 681.8, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.972012946035534
"{'regressor__C': 681.8, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.853301341518643
"{'regressor__C': 681.8, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.800904969369862
"{'regressor__C': 681.8, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.45499713568652
"{'regressor__C': 681.9, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.403406756855409
"{'regressor__C': 681.9, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.07915176275232
"{'regressor__C': 681.9, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.678177610229383
"{'regressor__C': 681.9, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.381050586610726
"{'regressor__C': 681.9, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.159188484528007
"{'regressor__C': 681.9, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.971892704383631
"{'regressor__C': 681.9, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.853121882721254
"{'regressor__C': 681.9, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.80086122887483
"{'regressor__C': 681.9, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.45446560982388
"{'regressor__C': 682.0, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.403185243012087
"{'regressor__C': 682.0, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.079019090833842
"{'regressor__C': 682.0, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.6780430396534
"{'regressor__C': 682.0, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.380970976355846
"{'regressor__C': 682.0, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.159032102233956
"{'regressor__C': 682.0, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.971797790370642
"{'regressor__C': 682.0, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.853061086256998
"{'regressor__C': 682.0, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.80081743353505
"{'regressor__C': 682.0, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.453930035497876
"{'regressor__C': 682.1, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.40310922841163
"{'regressor__C': 682.1, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.078949616971324
"{'regressor__C': 682.1, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.677919859447094
"{'regressor__C': 682.1, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.380914197926637
"{'regressor__C': 682.1, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.158950802185943
"{'regressor__C': 682.1, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.971680873998537
"{'regressor__C': 682.1, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.852988152605613
"{'regressor__C': 682.1, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.800749063582327
"{'regressor__C': 682.1, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.453349698347733
"{'regressor__C': 682.2, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.402968454917346
"{'regressor__C': 682.2, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.078856035134756
"{'regressor__C': 682.2, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.677849857556975
"{'regressor__C': 682.2, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.380861787770579
"{'regressor__C': 682.2, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.158835791118268
"{'regressor__C': 682.2, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.971558253595163
"{'regressor__C': 682.2, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.852931656890203
"{'regressor__C': 682.2, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.80065417943551
"{'regressor__C': 682.2, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.4528025063516
"{'regressor__C': 682.3, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.402754674025703
"{'regressor__C': 682.3, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.078664329879654
"{'regressor__C': 682.3, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.677730107152716
"{'regressor__C': 682.3, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.38077090795023
"{'regressor__C': 682.3, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.158730916548057
"{'regressor__C': 682.3, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.971524428851632
"{'regressor__C': 682.3, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.852811264411184
"{'regressor__C': 682.3, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.800633644342543
"{'regressor__C': 682.3, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.452271860109146
"{'regressor__C': 682.4, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.402636383397057
