params,Trial,mean_score
"{'regressor__C': 674.6, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.49525731279079
"{'regressor__C': 674.7, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.413938067700567
"{'regressor__C': 674.7, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.086569861468666
"{'regressor__C': 674.7, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.685431493519177
"{'regressor__C': 674.7, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.387033080262324
"{'regressor__C': 674.7, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.166563136389243
"{'regressor__C': 674.7, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.979067499117823
"{'regressor__C': 674.7, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.858896447241696
"{'regressor__C': 674.7, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.806020179294617
"{'regressor__C': 674.7, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.49467930807003
"{'regressor__C': 674.8, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.41376320723588
"{'regressor__C': 674.8, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.086480896318559
"{'regressor__C': 674.8, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.685356090973217
"{'regressor__C': 674.8, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.38693309977847
"{'regressor__C': 674.8, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.166514100812647
"{'regressor__C': 674.8, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.97904557481717
"{'regressor__C': 674.8, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.858791372931163
"{'regressor__C': 674.8, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.805942409448388
"{'regressor__C': 674.8, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.49409145760159
"{'regressor__C': 674.9, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.413641004094856
"{'regressor__C': 674.9, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.086340494961567
"{'regressor__C': 674.9, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.685197223997758
"{'regressor__C': 674.9, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.386806064351168
"{'regressor__C': 674.9, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.166356575492651
"{'regressor__C': 674.9, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.978888440164848
"{'regressor__C': 674.9, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.858722600720492
"{'regressor__C': 674.9, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.805901569173997
"{'regressor__C': 674.9, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.493504181195057
"{'regressor__C': 675.0, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.413486626589465
"{'regressor__C': 675.0, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.086306590662108
"{'regressor__C': 675.0, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.68511558746296
"{'regressor__C': 675.0, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.386704907605411
"{'regressor__C': 675.0, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.166381049426185
"{'regressor__C': 675.0, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.978781493108515
"{'regressor__C': 675.0, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.858677916315301
"{'regressor__C': 675.0, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.80581545834436
"{'regressor__C': 675.0, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.492931676874914
"{'regressor__C': 675.1, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.413293178971477
"{'regressor__C': 675.1, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.08615357202389
"{'regressor__C': 675.1, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.68502533649468
"{'regressor__C': 675.1, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.38664885922089
"{'regressor__C': 675.1, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.166196860689272
"{'regressor__C': 675.1, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.978696316828907
"{'regressor__C': 675.1, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.858553133743555
"{'regressor__C': 675.1, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.805715817475672
"{'regressor__C': 675.1, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.492359878618608
"{'regressor__C': 675.2, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.413173317678549
"{'regressor__C': 675.2, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.086019947134337
"{'regressor__C': 675.2, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.684892400826405
"{'regressor__C': 675.2, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.386612723764566
"{'regressor__C': 675.2, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.166141072452083
"{'regressor__C': 675.2, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.978617928519002
"{'regressor__C': 675.2, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.858473598483643
"{'regressor__C': 675.2, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.805683864066141
"{'regressor__C': 675.2, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.4917745212643
"{'regressor__C': 675.3, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.413035898426157
"{'regressor__C': 675.3, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.08598123518578
"{'regressor__C': 675.3, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.684790202694144
"{'regressor__C': 675.3, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.386520476845048
"{'regressor__C': 675.3, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.166009075726368
"{'regressor__C': 675.3, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.978544870555243
"{'regressor__C': 675.3, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.858395574763758
"{'regressor__C': 675.3, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.805596456875316
"{'regressor__C': 675.3, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.491203512220906
"{'regressor__C': 675.4, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.412885370923293
"{'regressor__C': 675.4, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.085801093248
"{'regressor__C': 675.4, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.684696781874466
"{'regressor__C': 675.4, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.386370424394473
"{'regressor__C': 675.4, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.165954487358688
"{'regressor__C': 675.4, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.97843061461889
"{'regressor__C': 675.4, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.858296582218836
"{'regressor__C': 675.4, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.805557729510864
"{'regressor__C': 675.4, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.490623730595228
"{'regressor__C': 675.5, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.412707775734091
"{'regressor__C': 675.5, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.085707234399871
"{'regressor__C': 675.5, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.684621428983776
"{'regressor__C': 675.5, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.386292430110709
"{'regressor__C': 675.5, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.165787596618527
"{'regressor__C': 675.5, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.97833985204937
"{'regressor__C': 675.5, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.858212836877604
"{'regressor__C': 675.5, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.805486363413447
"{'regressor__C': 675.5, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.490058801077392
"{'regressor__C': 675.6, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.412579113064975
"{'regressor__C': 675.6, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.085593546202258
"{'regressor__C': 675.6, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.684493649234778
"{'regressor__C': 675.6, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.386217912324168
"{'regressor__C': 675.6, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.165723568471368
"{'regressor__C': 675.6, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.978262194709611
"{'regressor__C': 675.6, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.85814203093481
"{'regressor__C': 675.6, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.805437918506351
"{'regressor__C': 675.6, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.489474285962
"{'regressor__C': 675.7, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.412407298396001
"{'regressor__C': 675.7, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.085500612483491
"{'regressor__C': 675.7, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.68436349051303
"{'regressor__C': 675.7, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.386121115078932
"{'regressor__C': 675.7, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.165640600747524
"{'regressor__C': 675.7, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.978110941447694
"{'regressor__C': 675.7, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.858065196361892
"{'regressor__C': 675.7, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.805299991142444
"{'regressor__C': 675.7, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.488910758680383
"{'regressor__C': 675.8, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.412302616824226
"{'regressor__C': 675.8, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.085393444166497
"{'regressor__C': 675.8, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.684287926149482
"{'regressor__C': 675.8, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.386026501317914
"{'regressor__C': 675.8, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.165456780355695
"{'regressor__C': 675.8, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.97803046610014
"{'regressor__C': 675.8, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.85799774782092
"{'regressor__C': 675.8, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.805286816137302
"{'regressor__C': 675.8, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.488312861496
"{'regressor__C': 675.9, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.412141003488257
"{'regressor__C': 675.9, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.085276978588613
"{'regressor__C': 675.9, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.68419501620602
"{'regressor__C': 675.9, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.385916766435944
"{'regressor__C': 675.9, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.16537776706991
"{'regressor__C': 675.9, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.977919590619898
"{'regressor__C': 675.9, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.857865922378291
"{'regressor__C': 675.9, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.805185139957754
"{'regressor__C': 675.9, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.487734485156032
"{'regressor__C': 676.0, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.411993423273325
"{'regressor__C': 676.0, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.085170274798791
"{'regressor__C': 676.0, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.684101039939591
"{'regressor__C': 676.0, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.385859770267784
"{'regressor__C': 676.0, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.16524647808205
"{'regressor__C': 676.0, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.977846979600931
"{'regressor__C': 676.0, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.857762341067664
"{'regressor__C': 676.0, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.80510964923837
"{'regressor__C': 676.0, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.487127846033303
"{'regressor__C': 676.1, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.411832265326016
"{'regressor__C': 676.1, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.085035509444351
"{'regressor__C': 676.1, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.684013434667014
"{'regressor__C': 676.1, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.385770828036744
"{'regressor__C': 676.1, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.16519405876651
"{'regressor__C': 676.1, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.977737177220487
"{'regressor__C': 676.1, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.857683475624569
"{'regressor__C': 676.1, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.80501819734179
"{'regressor__C': 676.1, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.48655148793935
"{'regressor__C': 676.2, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.411667668719604
"{'regressor__C': 676.2, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.084985566068099
"{'regressor__C': 676.2, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.683830724436415
"{'regressor__C': 676.2, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.38568752720903
"{'regressor__C': 676.2, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.165068481369836
"{'regressor__C': 676.2, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.977632814327272
"{'regressor__C': 676.2, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.857602894236432
"{'regressor__C': 676.2, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.804911498821276
"{'regressor__C': 676.2, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.485972007311652
"{'regressor__C': 676.3, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.411558555681362
"{'regressor__C': 676.3, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.084883566381315
"{'regressor__C': 676.3, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.683744589503238
"{'regressor__C': 676.3, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.385603415649374
"{'regressor__C': 676.3, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.164966332801999
"{'regressor__C': 676.3, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.977557448160093
"{'regressor__C': 676.3, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.857546814699639
"{'regressor__C': 676.3, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.804851151852002
"{'regressor__C': 676.3, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.485405376563033
"{'regressor__C': 676.4, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.411409205420346
"{'regressor__C': 676.4, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.084742117792715
"{'regressor__C': 676.4, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.68365106782068
"{'regressor__C': 676.4, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.385501174783201
"{'regressor__C': 676.4, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.164813855113099
"{'regressor__C': 676.4, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.977450890032934
"{'regressor__C': 676.4, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.857445362658309
"{'regressor__C': 676.4, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.804807718502563
"{'regressor__C': 676.4, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.484825156300886
"{'regressor__C': 676.5, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.411253344615583
"{'regressor__C': 676.5, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.084656316101123
"{'regressor__C': 676.5, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.683575683555087
"{'regressor__C': 676.5, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.385413720875928
"{'regressor__C': 676.5, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.164801404007832
"{'regressor__C': 676.5, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.977352698366357
"{'regressor__C': 676.5, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.857406442114465
"{'regressor__C': 676.5, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.804708870890568
"{'regressor__C': 676.5, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.48425544704507
"{'regressor__C': 676.6, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.411103146063951
"{'regressor__C': 676.6, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.084576095762554
"{'regressor__C': 676.6, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.683469379285812
"{'regressor__C': 676.6, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.385388457792923
"{'regressor__C': 676.6, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.164711718106348
"{'regressor__C': 676.6, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.977209141710624
"{'regressor__C': 676.6, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.857232623871658
"{'regressor__C': 676.6, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.80465997537275
"{'regressor__C': 676.6, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.483658397541447
"{'regressor__C': 676.7, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.41097193624239
"{'regressor__C': 676.7, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.084438356296753
"{'regressor__C': 676.7, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.683319558772496
"{'regressor__C': 676.7, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.385273814586093
"{'regressor__C': 676.7, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.164574623543011
"{'regressor__C': 676.7, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.977130274735766
"{'regressor__C': 676.7, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.85723160458667
"{'regressor__C': 676.7, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.804605594176675
"{'regressor__C': 676.7, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.483080973890896
"{'regressor__C': 676.8, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.410841238405691
"{'regressor__C': 676.8, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.08435127672232
"{'regressor__C': 676.8, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.683302266938913
"{'regressor__C': 676.8, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.385154002287745
"{'regressor__C': 676.8, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.164495288427444
"{'regressor__C': 676.8, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.976990958049074
"{'regressor__C': 676.8, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.857105496584282
"{'regressor__C': 676.8, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.804512770978073
"{'regressor__C': 676.8, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.482505421653553
"{'regressor__C': 676.9, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.410650137416605
"{'regressor__C': 676.9, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.084269711579973
"{'regressor__C': 676.9, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.683208976729112
"{'regressor__C': 676.9, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.385072531900205
"{'regressor__C': 676.9, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.164388501764579
"{'regressor__C': 676.9, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.976891035151203
"{'regressor__C': 676.9, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.857038908950605
"{'regressor__C': 676.9, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.804438740209935
"{'regressor__C': 676.9, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.48192850001766
"{'regressor__C': 677.0, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.410507497722019
"{'regressor__C': 677.0, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.084101660714133
"{'regressor__C': 677.0, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.683084800544618
"{'regressor__C': 677.0, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.384967019162824
"{'regressor__C': 677.0, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.164266576966176
"{'regressor__C': 677.0, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.97679205000501
"{'regressor__C': 677.0, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.857004729922803
"{'regressor__C': 677.0, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.804355349202643
"{'regressor__C': 677.0, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.48135799189611
"{'regressor__C': 677.1, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.410329622570075
"{'regressor__C': 677.1, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.084054326944747
"{'regressor__C': 677.1, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.682927463607886
"{'regressor__C': 677.1, 'regressor__gamma': 0.0004, 'regressor__kernel': 'rbf'}",10.0,-13.384858830944262
"{'regressor__C': 677.1, 'regressor__gamma': 0.00048, 'regressor__kernel': 'rbf'}",10.0,-13.164130888037995
"{'regressor__C': 677.1, 'regressor__gamma': 0.00056, 'regressor__kernel': 'rbf'}",10.0,-12.976675598506482
"{'regressor__C': 677.1, 'regressor__gamma': 0.00064, 'regressor__kernel': 'rbf'}",10.0,-12.856857911738516
"{'regressor__C': 677.1, 'regressor__gamma': 0.00072, 'regressor__kernel': 'rbf'}",10.0,-12.804336280561765
"{'regressor__C': 677.1, 'regressor__gamma': 8e-05, 'regressor__kernel': 'rbf'}",10.0,-16.480777993652605
"{'regressor__C': 677.2, 'regressor__gamma': 0.00016, 'regressor__kernel': 'rbf'}",10.0,-14.410142141874498
"{'regressor__C': 677.2, 'regressor__gamma': 0.00024, 'regressor__kernel': 'rbf'}",10.0,-14.083934863535623
"{'regressor__C': 677.2, 'regressor__gamma': 0.00032, 'regressor__kernel': 'rbf'}",10.0,-13.682873582622976
