Trial,rmse,r2,mae,percent_madae,percent_mae,best_parameter,best_train_score
0,5.745853852550161,0.9324099930733114,4.3835591994501275,0.013286842250654544,0.019578932120081795,"{'regressor__C': 500, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.447563235551369
1,5.191458315099977,0.8403208060370689,3.927394556491736,0.014547868366466914,0.01760499887152291,"{'regressor__C': 500, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.385879537234386
2,3.2667657376242842,0.978812945229193,2.4913045106265383,0.01031540238399387,0.010990014001003029,"{'regressor__C': 300, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",5.147650369535856
3,4.976794120017845,0.9210317921921437,3.441546657876152,0.009125688684334166,0.01583557580893381,"{'regressor__C': 100, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",5.010490037838808
4,5.934033066042161,0.9111747733639691,4.014601349561844,0.012468184363906551,0.01814233393956813,"{'regressor__C': 500, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.698032408758092
5,4.930401401702305,0.9297558159033014,3.606168189943676,0.013008785921682968,0.01570128524699734,"{'regressor__C': 500, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.698476597404286
6,5.231629261689483,0.9277247487091864,4.073755113269073,0.013939818285408453,0.017734369526194466,"{'regressor__C': 500, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.520496439702199
7,3.9886586550341567,0.9100757220221725,3.1801756276151525,0.011336101861294003,0.01460591925223467,"{'regressor__C': 300, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.805791979921268
8,4.4332750287039095,0.8907821606323226,3.2872672040819526,0.010252224548908891,0.015049506228730252,"{'regressor__C': 500, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.54898317908881
9,4.985241800096194,0.9276864232839703,3.6551402305176555,0.013373349430684075,0.016460608502253407,"{'regressor__C': 500, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.563174435874143
10,4.284992349962031,0.9717602563378416,3.3926054011936304,0.01304621346781827,0.016009255825756828,"{'regressor__C': 100, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.772233433663317
11,4.2387040428551765,0.9440763288942189,2.822937313926716,0.009448313591190357,0.01252329036141196,"{'regressor__C': 300, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.579448621209249
12,3.353518164637128,0.9776570115976534,2.8306447622832933,0.012208072765916646,0.012539104174999077,"{'regressor__C': 300, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.645069378777515
13,5.2511930213314555,0.9477832947933522,3.6497025981990676,0.011127624032163419,0.01636236095615908,"{'regressor__C': 300, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.563091497641462
14,4.966629178258447,0.9539488336984772,3.670411025540536,0.012535841043779597,0.01629313290736541,"{'regressor__C': 500, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.54563478204488
15,5.183832151899382,0.9000421512859317,4.0483657304666805,0.014549166475785207,0.018627990131195347,"{'regressor__C': 300, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.387961952765866
16,3.9168073493578675,0.9228823011775679,2.959559798146783,0.011025873542749845,0.012960949006170829,"{'regressor__C': 300, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",5.203110671214151
17,4.350058790603565,0.9292141020351126,3.370086378674883,0.013313023490025236,0.014951490078850853,"{'regressor__C': 300, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.568073701500708
18,3.809733826969312,0.9612798882745605,3.0670891472428763,0.012241488818271444,0.014160286697494235,"{'regressor__C': 100, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",5.166049743460802
19,4.490283075994626,0.9546209290344269,3.38222396293528,0.012780106348092686,0.015589084788748049,"{'regressor__C': 500, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.661069083348648
20,3.633534024591924,0.9738407516224832,2.481292571576039,0.009494255839394398,0.011519617262037452,"{'regressor__C': 500, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.852822549933987
21,3.853436817260227,0.9646627399617579,2.5390359924603323,0.007293843823080466,0.0113781788717862,"{'regressor__C': 500, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.765258663834443
22,4.892235210491961,0.8983429704026772,3.5750846068742494,0.009716866507834723,0.016252765215966046,"{'regressor__C': 300, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.750023593880198
23,4.439189445160937,0.9208245499849138,3.211488223042242,0.010528334065365866,0.014285512176358421,"{'regressor__C': 300, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.60495068656885
24,5.374383694855768,0.9187646854198995,4.12620344804095,0.01628990321408928,0.01914778514999434,"{'regressor__C': 500, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.404856742959003
25,5.4006967833138635,0.8813693837115624,4.0304393242477685,0.012915477714869714,0.01810519860998332,"{'regressor__C': 500, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.653214926887839
26,4.742884779506974,0.9368380562160243,3.4694805187404114,0.012875573041645189,0.01587092369820194,"{'regressor__C': 500, 'regressor__gamma': 0.001, 'regressor__kernel': 'rbf'}",4.778556939110981
