PeakID,RT left(min),RT (min),RT right (min),Mobility left,Mobility,Mobility right,CCS,Precursor m/z,Height,Area,S/N,MSMS spectrum
0,0.6963014,0.7315573,0.794985,-1.0,-1.0,-1.0,-1.0,753.3602,1842.563,2775.001,4.088068,
1,0.6963014,0.7315573,0.794985,1.34384,1.371464,1.393512,279.6938,753.3602,387.3125,374.9526,23.68995,1526
2,0.6330335,0.7315573,0.794985,-1.0,-1.0,-1.0,-1.0,809.3806,1323.875,2513.434,2.555784,
3,0.6330335,0.7315573,0.794985,1.388004,1.403143,1.411391,285.7991,809.3806,427.3125,314.9695,10.09639,1527
4,0.6558491,0.7371583,0.8064609,-1.0,-1.0,-1.0,-1.0,522.2654,9004.688,17187.02,9.975117,
5,0.6558491,0.7371583,0.8064609,1.096177,1.12304,1.142791,230.8403,522.2654,1780.438,2109.852,44.58677,1539
6,0.6558491,0.7371583,0.8064609,1.35628,1.371464,1.399016,281.9036,522.2654,816.5625,759.9625,20.77261,1486
9,0.7082118,0.7371583,0.8121342,-1.0,-1.0,-1.0,-1.0,578.286,3926.0,8866.599,6.071967,
10,0.7082118,0.7371583,0.8121342,1.156876,1.179374,1.206028,241.821,578.286,1248.5,1445.055,30.03595,1520
11,0.6963014,0.7371583,0.8287151,-1.0,-1.0,-1.0,-1.0,634.3149,1521.688,3107.569,2.510062,
12,0.6963014,0.7371583,0.8287151,1.207429,1.228423,1.256349,251.3636,634.3149,665.8125,570.1774,13.31625,1494
13,0.7082118,0.7371583,0.850791,-1.0,-1.0,-1.0,-1.0,716.2651,1442.063,3183.814,2.660511,
14,0.7082118,0.7371583,0.850791,1.479878,1.486702,1.500337,303.4766,716.2651,315.3125,185.7765,5.030886,1567
15,0.7023016,0.7429654,0.8121342,-1.0,-1.0,-1.0,-1.0,291.1753,12801.81,34016.52,21.77064,
16,0.7023016,0.7429654,0.8121342,1.062149,1.080594,1.101838,226.5581,291.1753,1804.063,2433.489,18.30086,1523
17,0.7023016,0.7429654,0.8121342,1.101838,1.12304,1.149836,235.4574,291.1753,3081.125,3810.087,34.56444,1521
18,0.7082118,0.7429654,0.8121342,-1.0,-1.0,-1.0,-1.0,347.1965,4981.625,15547.8,12.79124,
19,0.7082118,0.7429654,0.8121342,1.127276,1.139972,1.152653,237.3089,347.1965,1494.313,1197.482,27.475,
20,0.7082118,0.7429654,0.8121342,1.152653,1.179374,1.199021,245.5112,347.1965,1716.063,1926.389,33.92625,1543
21,0.7082118,0.7429654,0.8121342,1.238205,1.245187,1.252165,259.2117,347.1965,422.9375,162.2767,7.73125,
22,0.7082118,0.7429654,0.8176527,-1.0,-1.0,-1.0,-1.0,480.22,2483.125,6214.01,4.331445,
23,0.7082118,0.7429654,0.8176527,1.149836,1.159691,1.168131,238.9044,480.22,376.3125,225.9626,7.39125,
24,0.6788779,0.7429654,0.8064609,-1.0,-1.0,-1.0,-1.0,485.1749,3774.125,10083.75,9.920512,
25,0.6788779,0.7429654,0.8064609,1.040826,1.056467,1.084847,217.5782,485.1749,1348.063,1167.616,26.96125,1542
26,0.6788779,0.7429654,0.8064609,1.268892,1.286984,1.293934,265.0529,485.1749,426.0,309.4938,8.52,
27,0.6788779,0.7484666,0.8231732,-1.0,-1.0,-1.0,-1.0,642.0903,2217.125,7593.285,4.945308,
28,0.6788779,0.7484666,0.8231732,1.361804,1.383872,1.396264,283.0995,642.0903,792.3125,679.2825,11.40992,1585
29,0.7082118,0.7484666,0.7831417,-1.0,-1.0,-1.0,-1.0,836.0829,1284.875,3136.873,2.720555,
30,0.7082118,0.7484666,0.7831417,1.379737,1.405893,1.41826,286.2062,836.0829,327.9375,297.1239,6.55875,
31,0.6963014,0.754194,0.850791,-1.0,-1.0,-1.0,-1.0,269.0884,15363.13,51103.3,26.32143,
32,0.6963014,0.754194,0.850791,1.070666,1.09193,1.099008,229.7578,269.0884,1484.188,1616.443,4.942374,
33,0.6963014,0.754194,0.850791,1.162505,1.168131,1.175159,245.7916,269.0884,1048.063,592.2262,3.04025,
34,0.6963014,0.754194,0.850791,1.214432,1.221429,1.227024,257.0064,269.0884,973.75,525.6213,3.742588,
35,0.7082118,0.754194,0.8007449,-1.0,-1.0,-1.0,-1.0,421.1458,5855.0,20238.49,14.08327,
36,0.7082118,0.754194,0.8007449,0.9436262,0.9622765,0.9866167,199.0005,421.1458,1076.625,903.5629,21.5325,
37,0.7082118,0.754194,0.8007449,1.032284,1.046516,1.057887,216.4214,421.1458,750.6875,800.5184,9.69125,
38,0.7082118,0.754194,0.8007449,1.057887,1.066408,1.072085,220.5351,421.1458,845.8125,578.9446,8.59,
39,0.7082118,0.754194,0.8007449,1.080594,1.090514,1.107496,225.5202,421.1458,1715.875,1719.939,20.04625,
40,0.7082118,0.754194,0.8007449,1.114565,1.121628,1.128687,231.9547,421.1458,1116.813,714.6104,13.96625,
41,0.7082118,0.754194,0.8007449,1.128687,1.137152,1.148427,235.165,421.1458,1011.5,842.0002,11.86,
42,0.7082118,0.754194,0.8007449,1.148427,1.159691,1.166725,239.8262,421.1458,1101.5,747.9747,17.19375,
43,0.7082118,0.754194,0.8007449,1.166725,1.180778,1.187798,244.1871,421.1458,851.9375,601.022,14.13625,
44,0.7082118,0.754194,0.8007449,1.197618,1.207429,1.215832,249.6986,421.1458,465.0625,303.3291,8.7925,
45,0.7023016,0.754194,0.8231732,-1.0,-1.0,-1.0,-1.0,423.067,1564.313,5815.406,3.614573,
46,0.7023016,0.754194,0.8231732,0.9249436,0.9407541,0.9522381,194.5221,423.067,326.0,217.1561,6.52,
47,0.7023016,0.754194,0.8231732,0.9522381,0.9794636,0.9923358,202.5261,423.067,573.75,637.1383,11.18625,
48,0.7023016,0.754194,0.8231732,1.113151,1.124452,1.13292,232.5058,423.067,541.8125,386.6264,8.1425,
49,0.6849699,0.754194,0.8176527,-1.0,-1.0,-1.0,-1.0,443.0725,3061.25,12788.22,10.76466,
50,0.6849699,0.754194,0.8176527,0.9622765,0.9751694,1.003765,201.3553,443.0725,2778.688,2784.276,55.57375,
51,0.6849699,0.754194,0.8176527,1.148427,1.163912,1.172348,240.3273,443.0725,293.1875,154.3386,5.86375,
52,0.6272904,0.754194,0.834246,-1.0,-1.0,-1.0,-1.0,448.0807,5244.938,19642.14,16.05839,
53,0.6272904,0.754194,0.834246,0.9751694,0.9980519,1.023737,206.0116,448.0807,2433.938,2454.98,20.79077,1569
54,0.6272904,0.754194,0.834246,1.197618,1.204627,1.213032,248.6516,448.0807,470.1875,251.1367,3.846905,
55,0.6272904,0.754194,0.834246,1.213032,1.222828,1.246583,252.4086,448.0807,429.3125,425.0321,3.49631,
56,0.6849699,0.754194,0.7890474,-1.0,-1.0,-1.0,-1.0,620.1053,1439.0,3822.838,4.117106,
57,0.6849699,0.754194,0.7890474,1.354898,1.370085,1.379737,280.4867,620.1053,278.375,144.6297,5.5675,
58,0.6676637,0.754194,0.834246,-1.0,-1.0,-1.0,-1.0,752.0513,11104.0,44653.27,21.08499,
59,0.6676637,0.754194,0.834246,0.8672547,0.8889241,0.9033464,181.2912,752.0513,845.5625,803.4735,16.91125,
60,0.6676637,0.754194,0.834246,1.235411,1.266106,1.288374,258.2153,752.0513,4868.938,5619.398,97.37875,1531
61,0.6676637,0.754194,0.834246,1.309208,1.327231,1.353517,270.6814,752.0513,3645.625,3897.75,72.33125,1538
66,0.6849699,0.754194,0.8452953,-1.0,-1.0,-1.0,-1.0,757.0013,6970.688,24841.15,11.44967,
67,0.6849699,0.754194,0.8452953,0.816523,0.8237849,0.8411938,167.9867,757.0013,498.8125,286.4456,5.870533,
68,0.6849699,0.754194,0.8452953,0.8687006,0.8845937,0.9004635,180.3868,757.0013,1420.563,1269.554,15.97718,1548_1639
69,0.6849699,0.754194,0.8452953,1.234014,1.263319,1.278638,257.6167,757.0013,1210.625,1226.236,14.24787,1574
70,0.6849699,0.754194,0.8452953,1.31337,1.328616,1.347988,270.932,757.0013,1852.813,1703.771,21.39828,1577
75,0.7082118,0.759873,0.8287151,-1.0,-1.0,-1.0,-1.0,232.1024,10416.69,43833.64,15.65606,
76,0.7082118,0.759873,0.8287151,0.9464976,0.9665759,0.9780324,204.9037,232.1024,1239.0,990.4102,10.2563,
77,0.7082118,0.759873,0.8287151,0.9823254,0.9909064,0.9980519,210.0615,232.1024,851.875,490.9758,5.663313,
78,0.7082118,0.759873,0.8287151,0.9980519,1.025162,1.03086,217.3233,232.1024,1247.625,1685.892,7.082312,
79,0.7082118,0.759873,0.8287151,1.03086,1.04936,1.059308,222.4531,232.1024,2354.875,2541.115,15.47955,
80,0.7082118,0.759873,0.8287151,1.069247,1.082012,1.086264,229.375,232.1024,1766.813,1310.912,9.387259,
81,0.7082118,0.759873,0.8287151,1.103253,1.107496,1.115978,234.7774,232.1024,1047.688,587.5163,6.319455,
82,0.7082118,0.759873,0.8287151,1.115978,1.124452,1.148427,238.3719,232.1024,1531.438,1472.726,10.85328,
83,0.7082118,0.759873,0.8287151,1.163912,1.175159,1.184991,249.1212,232.1024,972.25,660.0638,7.229706,
84,0.7082118,0.759873,0.8287151,1.215832,1.231218,1.249374,261.0051,232.1024,513.9375,336.7829,4.344163,
85,0.6788779,0.759873,0.8452953,-1.0,-1.0,-1.0,-1.0,258.1093,5840.375,24529.06,8.808126,
86,0.6788779,0.759873,0.8452953,0.7070064,0.7363189,0.7582516,155.2425,258.1093,5250.438,5312.343,59.3625,1508_1537_1738
87,0.7082118,0.759873,0.8176527,-1.0,-1.0,-1.0,-1.0,342.0038,3153.438,8043.632,11.14794,
88,0.7082118,0.759873,0.8176527,1.008048,1.029436,1.057887,214.42,342.0038,1270.625,1603.672,25.4125,1612
89,0.7082118,0.759873,0.8176527,1.060728,1.069247,1.084847,222.7121,342.0038,328.3125,159.2029,6.56625,
90,0.7082118,0.759873,0.8176527,1.221429,1.234014,1.243791,257.0312,342.0038,282.375,153.6232,5.6475,
100,0.6788779,0.759873,0.8618159,-1.0,-1.0,-1.0,-1.0,514.022,2070.625,5178.998,4.265862,
101,0.6788779,0.759873,0.8618159,1.016608,1.029436,1.045094,211.6863,514.022,395.6875,262.9964,7.91375,
102,0.6788779,0.759873,0.8618159,1.210231,1.231218,1.25077,253.1795,514.022,529.75,338.2816,10.595,
103,0.7082118,0.759873,0.8790035,-1.0,-1.0,-1.0,-1.0,535.9984,1466.813,4041.668,4.163191,
104,0.7082118,0.759873,0.8790035,1.040826,1.052203,1.073504,216.1386,535.9984,622.75,421.3191,12.455,
105,0.7082118,0.759873,0.8790035,1.236808,1.25356,1.261926,257.5003,535.9984,318.9375,203.3464,6.37875,
106,0.6272904,0.759873,0.834246,-1.0,-1.0,-1.0,-1.0,597.5575,1072.313,2543.833,1.614177,
107,0.6272904,0.759873,0.834246,0.983756,0.9980519,1.018034,204.4899,597.5575,422.5625,335.5755,8.45125,
112,0.6501625,0.7658176,0.8287151,-1.0,-1.0,-1.0,-1.0,254.0817,6022.188,22733.59,8.282494,
113,0.6501625,0.7658176,0.8287151,0.7304627,0.7363189,0.7480218,155.3629,254.0817,492.125,205.3545,9.8425,
114,0.6501625,0.7658176,0.8287151,0.8975798,0.9047875,0.9148703,190.9097,254.0817,331.8125,123.5519,6.63625,
115,0.6501625,0.7658176,0.8287151,0.9551072,0.9808946,0.9980519,206.9683,254.0817,1668.75,1956.548,32.45,
116,0.6501625,0.7658176,0.8287151,0.9980519,1.016608,1.037979,214.5038,254.0817,2338.0,2702.8,45.28,
117,0.6501625,0.7658176,0.8287151,1.037979,1.055046,1.073504,222.6141,254.0817,826.25,999.1592,15.045,
125,0.6731669,0.7658176,0.8397628,-1.0,-1.0,-1.0,-1.0,600.0435,4780.25,15939.71,11.02,
126,0.6731669,0.7658176,0.8397628,0.8744826,0.8889241,0.9091098,182.1139,600.0435,406.0625,352.0567,8.12125,
127,0.6731669,0.7658176,0.8397628,1.099008,1.115978,1.1442,228.6304,600.0435,2211.813,2566.659,44.23625,
128,0.6731669,0.7658176,0.8397628,1.32446,1.334154,1.346606,273.3283,600.0435,661.9375,429.3183,13.23875,
138,0.7023016,0.7658176,0.8287151,-1.0,-1.0,-1.0,-1.0,789.0794,2735.0,8717.237,4.020441,
139,0.7023016,0.7658176,0.8287151,1.306432,1.327231,1.354898,270.4532,789.0794,922.25,968.9489,9.605017,
