LMID,SMILES
LMST03020407_4-5_1_-1_chain,C=C1/C(=C\[C@@H]2[NH2+][C@]23CCC[C@]2(C)[C@@H]([C@H](C)/C=C/CCCC(C)(C)O)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020407_17-18_1_-1_chain,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)[C@@H]4[NH2+][C@H]4CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
LMST03020408_0-1_0_-1_chain,C[C@H](CCCC1(O)CCCC1)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@@]34C[NH2+]4)CCC[C@]12C
LMST03020408_2-3_0_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@]12[NH2+][C@@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC3(O)CCCC3)CC[C@@H]12
LMST03020408_4-5_0_-1_chain,C=C1/C(=C\[C@H]2[NH2+][C@@]23CCC[C@]2(C)[C@@H]([C@H](C)CCCC4(O)CCCC4)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020408_0-1_1_-1_chain,C[C@H](CCCC1(O)CCCC1)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@]34C[NH2+]4)CCC[C@]12C
LMST03020408_2-3_1_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@@]12[NH2+][C@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC3(O)CCCC3)CC[C@@H]12
LMST03020408_4-5_1_-1_chain,C=C1/C(=C\[C@@H]2[NH2+][C@]23CCC[C@]2(C)[C@@H]([C@H](C)CCCC4(O)CCCC4)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020409_0-1_0_-1_chain,CC(=O)OC[C@]12CCC/C(=C\C=C3\C[C@@H](O)C[C@H](O)[C@@]34C[NH2+]4)[C@@H]1CC[C@@H]2[C@H](C)CCCC(C)C
LMST03020409_2-3_0_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@]12[NH2+][C@@H]2/C=C1\CCC[C@]2(COC(C)=O)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12
LMST03020409_4-5_0_-1_chain,C=C1/C(=C\[C@H]2[NH2+][C@@]23CCC[C@]2(COC(C)=O)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020409_0-1_1_-1_chain,CC(=O)OC[C@]12CCC/C(=C\C=C3\C[C@@H](O)C[C@H](O)[C@]34C[NH2+]4)[C@@H]1CC[C@@H]2[C@H](C)CCCC(C)C
LMST03020409_2-3_1_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@@]12[NH2+][C@H]2/C=C1\CCC[C@]2(COC(C)=O)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12
LMST03020409_4-5_1_-1_chain,C=C1/C(=C\[C@@H]2[NH2+][C@]23CCC[C@]2(COC(C)=O)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020410_0-1_0_-1_chain,CC(=O)OC[C@]12CCC/C(=C\C=C3\C[C@@H](O)CC[C@]34C[NH2+]4)[C@@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O
LMST03020410_7-8_0_-1_chain,C=C1CC[C@H](O)C[C@@]12[NH2+][C@@H]2/C=C1\CCC[C@]2(COC(C)=O)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12
LMST03020410_9-10_0_-1_chain,C=C1CC[C@H](O)C/C1=C/[C@H]1[NH2+][C@@]12CCC[C@]1(COC(C)=O)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@H]12
LMST03020410_0-1_1_-1_chain,CC(=O)OC[C@]12CCC/C(=C\C=C3\C[C@@H](O)CC[C@@]34C[NH2+]4)[C@@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O
LMST03020410_7-8_1_-1_chain,C=C1CC[C@H](O)C[C@]12[NH2+][C@H]2/C=C1\CCC[C@]2(COC(C)=O)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12
LMST03020410_9-10_1_-1_chain,C=C1CC[C@H](O)C/C1=C/[C@@H]1[NH2+][C@]12CCC[C@]1(COC(C)=O)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@H]12
LMST03020411_0-1_0_-1_chain,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@@]34C[NH2+]4)C[C@H]([C@@H]3CO3)C[C@]12C
LMST03020411_2-3_0_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@]12[NH2+][C@@H]2/C=C1\C[C@H]([C@@H]2CO2)C[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12
LMST03020411_4-5_0_-1_chain,C=C1/C(=C\[C@H]2[NH2+][C@@]23C[C@H]([C@@H]2CO2)C[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020411_0-1_1_-1_chain,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@]34C[NH2+]4)C[C@H]([C@@H]3CO3)C[C@]12C
LMST03020411_2-3_1_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@@]12[NH2+][C@H]2/C=C1\C[C@H]([C@@H]2CO2)C[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12
LMST03020411_4-5_1_-1_chain,C=C1/C(=C\[C@@H]2[NH2+][C@]23C[C@H]([C@@H]2CO2)C[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020412_0-1_0_-1_chain,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@@]34C[NH2+]4)C[C@H]([C@H]3CO3)C[C@]12C
LMST03020412_2-3_0_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@]12[NH2+][C@@H]2/C=C1\C[C@H]([C@H]2CO2)C[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12
LMST03020412_4-5_0_-1_chain,C=C1/C(=C\[C@H]2[NH2+][C@@]23C[C@H]([C@H]2CO2)C[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020412_0-1_1_-1_chain,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@]34C[NH2+]4)C[C@H]([C@H]3CO3)C[C@]12C
LMST03020412_2-3_1_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@@]12[NH2+][C@H]2/C=C1\C[C@H]([C@H]2CO2)C[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12
LMST03020412_4-5_1_-1_chain,C=C1/C(=C\[C@@H]2[NH2+][C@]23C[C@H]([C@H]2CO2)C[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020413_0-1_0_-1_chain,CCC(O)(CC)COCC1([C@H]2CC[C@H]3/C(=C/C=C4/C[C@@H](O)C[C@H](O)[C@@]45C[NH2+]5)CCC[C@]23C)CC1
LMST03020413_2-3_0_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@]12[NH2+][C@@H]2/C=C1\CCC[C@]2(C)[C@@H](C3(COCC(O)(CC)CC)CC3)CC[C@@H]12
LMST03020413_4-5_0_-1_chain,C=C1/C(=C\[C@H]2[NH2+][C@@]23CCC[C@]2(C)[C@@H](C4(COCC(O)(CC)CC)CC4)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020413_0-1_1_-1_chain,CCC(O)(CC)COCC1([C@H]2CC[C@H]3/C(=C/C=C4/C[C@@H](O)C[C@H](O)[C@]45C[NH2+]5)CCC[C@]23C)CC1
LMST03020413_2-3_1_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@@]12[NH2+][C@H]2/C=C1\CCC[C@]2(C)[C@@H](C3(COCC(O)(CC)CC)CC3)CC[C@@H]12
LMST03020413_4-5_1_-1_chain,C=C1/C(=C\[C@@H]2[NH2+][C@]23CCC[C@]2(C)[C@@H](C4(COCC(O)(CC)CC)CC4)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020414_0-1_0_-1_chain,CC(=O)OC[C@]12CCC/C(=C\C=C3\C[C@@H](O)C[C@H](O)[C@@]34C[NH2+]4)[C@@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O
LMST03020414_2-3_0_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@]12[NH2+][C@@H]2/C=C1\CCC[C@]2(COC(C)=O)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12
LMST03020414_4-5_0_-1_chain,C=C1/C(=C\[C@H]2[NH2+][C@@]23CCC[C@]2(COC(C)=O)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020414_0-1_1_-1_chain,CC(=O)OC[C@]12CCC/C(=C\C=C3\C[C@@H](O)C[C@H](O)[C@]34C[NH2+]4)[C@@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O
LMST03020414_2-3_1_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@@]12[NH2+][C@H]2/C=C1\CCC[C@]2(COC(C)=O)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12
LMST03020414_4-5_1_-1_chain,C=C1/C(=C\[C@@H]2[NH2+][C@]23CCC[C@]2(COC(C)=O)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020415_0-1_0_-1_chain,CCC(CC)CCC[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@@]34C[NH2+]4)CCC[C@]12C
LMST03020415_2-3_0_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@]12[NH2+][C@@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(CC)CC)CC[C@@H]12
LMST03020415_4-5_0_-1_chain,C=C1/C(=C\[C@H]2[NH2+][C@@]23CCC[C@]2(C)[C@@H]([C@H](C)CCCC(CC)CC)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020415_0-1_1_-1_chain,CCC(CC)CCC[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@]34C[NH2+]4)CCC[C@]12C
LMST03020415_2-3_1_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@@]12[NH2+][C@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(CC)CC)CC[C@@H]12
LMST03020415_4-5_1_-1_chain,C=C1/C(=C\[C@@H]2[NH2+][C@]23CCC[C@]2(C)[C@@H]([C@H](C)CCCC(CC)CC)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020416_0-1_0_-1_chain,CCC(O)(CC)CCC[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)CC[C@]34C[NH2+]4)CCC[C@]12C
LMST03020416_7-8_0_-1_chain,C=C1CC[C@H](O)C[C@@]12[NH2+][C@@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(O)(CC)CC)CC[C@@H]12
LMST03020416_9-10_0_-1_chain,C=C1CC[C@H](O)C/C1=C/[C@H]1[NH2+][C@@]12CCC[C@]1(C)[C@@H]([C@H](C)CCCC(O)(CC)CC)CC[C@H]12
LMST03020416_0-1_1_-1_chain,CCC(O)(CC)CCC[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)CC[C@@]34C[NH2+]4)CCC[C@]12C
LMST03020416_7-8_1_-1_chain,C=C1CC[C@H](O)C[C@]12[NH2+][C@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(O)(CC)CC)CC[C@@H]12
LMST03020416_9-10_1_-1_chain,C=C1CC[C@H](O)C/C1=C/[C@@H]1[NH2+][C@]12CCC[C@]1(C)[C@@H]([C@H](C)CCCC(O)(CC)CC)CC[C@H]12
LMST03020417_13-14_0_-1_chain,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC[C@]21[NH2+][C@@H]1[C@@H]1CCCC2=C1CCC[C@@H]2O
LMST03020417_19-20_0_-1_ring,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/[C@@H]3CCC[C@]45[NH2+][C@]34CCC[C@@H]5O)CCC[C@]12C
LMST03020417_13-14_1_-1_chain,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC[C@@]21[NH2+][C@H]1[C@@H]1CCCC2=C1CCC[C@@H]2O
LMST03020417_19-20_1_-1_ring,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/[C@@H]3CCC[C@@]45[NH2+][C@@]34CCC[C@@H]5O)CCC[C@]12C
LMST03020418_13-14_0_-1_chain,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC[C@]21[NH2+][C@@H]1[C@H]1CCCC2=C1CCC[C@@H]2O
LMST03020418_19-20_0_-1_ring,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/[C@H]3CCC[C@]45[NH2+][C@]34CCC[C@@H]5O)CCC[C@]12C
LMST03020418_13-14_1_-1_chain,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC[C@@]21[NH2+][C@H]1[C@H]1CCCC2=C1CCC[C@@H]2O
LMST03020418_19-20_1_-1_ring,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/[C@H]3CCC[C@@]45[NH2+][C@@]34CCC[C@@H]5O)CCC[C@]12C
LMST03020419_0-1_0_-1_chain,CC[C@H]1C/C(=C\C=C2\C[C@@H](O)C[C@H](O)[C@@]23C[NH2+]3)[C@@H]2CC[C@H]([C@H](C)CCCC(C)(C)O)[C@@]2(C)C1
LMST03020419_2-3_0_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@]12[NH2+][C@@H]2/C=C1\C[C@H](CC)C[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12
LMST03020419_4-5_0_-1_chain,C=C1/C(=C\[C@H]2[NH2+][C@@]23C[C@H](CC)C[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020419_0-1_1_-1_chain,CC[C@H]1C/C(=C\C=C2\C[C@@H](O)C[C@H](O)[C@]23C[NH2+]3)[C@@H]2CC[C@H]([C@H](C)CCCC(C)(C)O)[C@@]2(C)C1
LMST03020419_2-3_1_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@@]12[NH2+][C@H]2/C=C1\C[C@H](CC)C[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12
LMST03020419_4-5_1_-1_chain,C=C1/C(=C\[C@@H]2[NH2+][C@]23C[C@H](CC)C[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020420_0-1_0_-1_chain,CCC(O)(CC)CCC[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@@]34C[NH2+]4)CCC[C@]12C
LMST03020420_2-3_0_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@]12[NH2+][C@@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(O)(CC)CC)CC[C@@H]12
LMST03020420_4-5_0_-1_chain,C=C1/C(=C\[C@H]2[NH2+][C@@]23CCC[C@]2(C)[C@@H]([C@H](C)CCCC(O)(CC)CC)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020420_0-1_1_-1_chain,CCC(O)(CC)CCC[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@]34C[NH2+]4)CCC[C@]12C
LMST03020420_2-3_1_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@@]12[NH2+][C@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(O)(CC)CC)CC[C@@H]12
LMST03020420_4-5_1_-1_chain,C=C1/C(=C\[C@@H]2[NH2+][C@]23CCC[C@]2(C)[C@@H]([C@H](C)CCCC(O)(CC)CC)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020421_0-1_0_-1_chain,C[C@H](CCCCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@@]34C[NH2+]4)CCC[C@]12C
LMST03020421_2-3_0_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@]12[NH2+][C@@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCCCC(C)(C)O)CC[C@@H]12
LMST03020421_4-5_0_-1_chain,C=C1/C(=C\[C@H]2[NH2+][C@@]23CCC[C@]2(C)[C@@H]([C@H](C)CCCCCC(C)(C)O)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020421_0-1_1_-1_chain,C[C@H](CCCCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@]34C[NH2+]4)CCC[C@]12C
LMST03020421_2-3_1_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@@]12[NH2+][C@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCCCC(C)(C)O)CC[C@@H]12
LMST03020421_4-5_1_-1_chain,C=C1/C(=C\[C@@H]2[NH2+][C@]23CCC[C@]2(C)[C@@H]([C@H](C)CCCCCC(C)(C)O)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020422_0-1_0_-1_chain,C[C@@H](CCCCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@@]34C[NH2+]4)CCC[C@]12C
LMST03020422_2-3_0_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@]12[NH2+][C@@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@@H](C)CCCCCC(C)(C)O)CC[C@@H]12
LMST03020422_4-5_0_-1_chain,C=C1/C(=C\[C@H]2[NH2+][C@@]23CCC[C@]2(C)[C@@H]([C@@H](C)CCCCCC(C)(C)O)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020422_0-1_1_-1_chain,C[C@@H](CCCCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@]34C[NH2+]4)CCC[C@]12C
LMST03020422_2-3_1_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@@]12[NH2+][C@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@@H](C)CCCCCC(C)(C)O)CC[C@@H]12
LMST03020422_4-5_1_-1_chain,C=C1/C(=C\[C@@H]2[NH2+][C@]23CCC[C@]2(C)[C@@H]([C@@H](C)CCCCCC(C)(C)O)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020423_0-1_0_-1_chain,CCC(O)(CC)CCCS[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@@]34C[NH2+]4)CCC[C@]12C
LMST03020423_2-3_0_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@]12[NH2+][C@@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)SCCCC(O)(CC)CC)CC[C@@H]12
LMST03020423_4-5_0_-1_chain,C=C1/C(=C\[C@H]2[NH2+][C@@]23CCC[C@]2(C)[C@@H]([C@H](C)SCCCC(O)(CC)CC)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020423_0-1_1_-1_chain,CCC(O)(CC)CCCS[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@]34C[NH2+]4)CCC[C@]12C
LMST03020423_2-3_1_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@@]12[NH2+][C@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)SCCCC(O)(CC)CC)CC[C@@H]12
LMST03020423_4-5_1_-1_chain,C=C1/C(=C\[C@@H]2[NH2+][C@]23CCC[C@]2(C)[C@@H]([C@H](C)SCCCC(O)(CC)CC)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020424_0-1_0_-1_chain,CCC(O)(CC)CCCS[C@H](C)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@@]34C[NH2+]4)CCC[C@]12C
LMST03020424_2-3_0_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@]12[NH2+][C@@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@@H](C)SCCCC(O)(CC)CC)CC[C@@H]12
LMST03020424_4-5_0_-1_chain,C=C1/C(=C\[C@H]2[NH2+][C@@]23CCC[C@]2(C)[C@@H]([C@@H](C)SCCCC(O)(CC)CC)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020424_0-1_1_-1_chain,CCC(O)(CC)CCCS[C@H](C)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@]34C[NH2+]4)CCC[C@]12C
LMST03020424_2-3_1_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@@]12[NH2+][C@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@@H](C)SCCCC(O)(CC)CC)CC[C@@H]12
LMST03020424_4-5_1_-1_chain,C=C1/C(=C\[C@@H]2[NH2+][C@]23CCC[C@]2(C)[C@@H]([C@@H](C)SCCCC(O)(CC)CC)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020425_0-1_0_-1_chain,C[C@H](SCCCCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@@]34C[NH2+]4)CCC[C@]12C
LMST03020425_2-3_0_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@]12[NH2+][C@@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)SCCCCCC(C)(C)O)CC[C@@H]12
LMST03020425_4-5_0_-1_chain,C=C1/C(=C\[C@H]2[NH2+][C@@]23CCC[C@]2(C)[C@@H]([C@H](C)SCCCCCC(C)(C)O)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020425_0-1_1_-1_chain,C[C@H](SCCCCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@]34C[NH2+]4)CCC[C@]12C
LMST03020425_2-3_1_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@@]12[NH2+][C@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)SCCCCCC(C)(C)O)CC[C@@H]12
LMST03020425_4-5_1_-1_chain,C=C1/C(=C\[C@@H]2[NH2+][C@]23CCC[C@]2(C)[C@@H]([C@H](C)SCCCCCC(C)(C)O)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020426_0-1_0_-1_chain,C[C@@H](SCCCCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@@]34C[NH2+]4)CCC[C@]12C
LMST03020426_2-3_0_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@]12[NH2+][C@@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@@H](C)SCCCCCC(C)(C)O)CC[C@@H]12
LMST03020426_4-5_0_-1_chain,C=C1/C(=C\[C@H]2[NH2+][C@@]23CCC[C@]2(C)[C@@H]([C@@H](C)SCCCCCC(C)(C)O)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020426_0-1_1_-1_chain,C[C@@H](SCCCCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@]34C[NH2+]4)CCC[C@]12C
LMST03020426_2-3_1_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@@]12[NH2+][C@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@@H](C)SCCCCCC(C)(C)O)CC[C@@H]12
LMST03020426_4-5_1_-1_chain,C=C1/C(=C\[C@@H]2[NH2+][C@]23CCC[C@]2(C)[C@@H]([C@@H](C)SCCCCCC(C)(C)O)CC[C@H]23)C[C@@H](O)C[C@@H]1O
LMST03020427_0-1_0_-1_chain,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)[C@@H](OCCO)[C@H](O)[C@@]34C[NH2+]4)CCC[C@]12C
LMST03020427_2-3_0_-1_chain,C=C1[C@@H](O)[C@H](OCCO)[C@H](O)C[C@]12[NH2+][C@@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12
LMST03020427_4-5_0_-1_chain,C=C1/C(=C\[C@H]2[NH2+][C@@]23CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]23)C[C@@H](O)[C@@H](OCCO)[C@@H]1O
LMST03020427_0-1_1_-1_chain,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)[C@@H](OCCO)[C@H](O)[C@]34C[NH2+]4)CCC[C@]12C
LMST03020427_2-3_1_-1_chain,C=C1[C@@H](O)[C@H](OCCO)[C@H](O)C[C@@]12[NH2+][C@H]2/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12
LMST03020427_4-5_1_-1_chain,C=C1/C(=C\[C@@H]2[NH2+][C@]23CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@H]23)C[C@@H](O)[C@@H](OCCO)[C@@H]1O
LMST03020428_0-1_0_-1_chain,CO[C@@](C)(CCCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@@]34C[NH2+]4)CCC[C@@]21C
LMST03020428_2-3_0_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@]12[NH2+][C@@H]2/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@](C)(CCCCC(C)(C)O)OC
LMST03020428_4-5_0_-1_chain,C=C1/C(=C\[C@H]2[NH2+][C@@]23CCC[C@@]2(C)[C@H]3CC[C@@H]2[C@](C)(CCCCC(C)(C)O)OC)C[C@@H](O)C[C@@H]1O
LMST03020428_0-1_1_-1_chain,CO[C@@](C)(CCCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@]34C[NH2+]4)CCC[C@@]21C
LMST03020428_2-3_1_-1_chain,C=C1[C@@H](O)C[C@H](O)C[C@@]12[NH2+][C@H]2/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@](C)(CCCCC(C)(C)O)OC
LMST03020428_4-5_1_-1_chain,C=C1/C(=C\[C@@H]2[NH2+][C@]23CCC[C@@]2(C)[C@H]3CC[C@@H]2[C@](C)(CCCCC(C)(C)O)OC)C[C@@H](O)C[C@@H]1O
LMST03020429_0-1_0_-1_chain,C[C@@H](OCCCCCC(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3/C[C@@H](O)C[C@H](O)[C@@]34C[NH2+]4)CCC[C@]12C
