,Alignment ID,Fill %,LMID,Average Mz,Theroy MZ,Average Rt(min),Pre RT,RT Score,Average CCS,Pre CCS,CCS Score,Area_mean,Area_std,Sample0_Match MSMS,Sample1_Match MSMS,Sample2_Match MSMS,Sample3_Match MSMS,Sample0_MSMS Score,Sample1_MSMS Score,Sample2_MSMS Score,Sample3_MSMS Score,Sample0_MS Area,Sample1_MS Area,Sample2_MS Area,Sample3_MS Area,Sample0_Final Score,Sample1_Final Score,Sample2_Final Score,Sample3_Final Score,Average_Final Score
5,14410.0,1.0,LMST01010001_14-15_0_0_ring,416.38791,416.388669,10.338,10.32,0.9454288220647404,216.3513,217.1,0.77,134181338.0,36520737.0276,"385.346469,367.335909","385.346469,367.335909","385.346469,367.335909","385.346469,367.335909",0.636,0.5,0.519,0.524,20444710.0,37570830.0,40714150.0,28135130.0,0.8577144110323702,0.8577144110323702,0.8577144110323702,0.8577144110323702,0.858
2,14203.0,1.0,LMST01010016_14-15_0_0_ring,414.37231,414.37302,8.335,8.39,0.843387233453259,219.7662,219.9,0.959,263587.3672,107631.4311,365.32026,365.32026,-1,-1.0,0.5,0.5,0.0,0.0,9467.75,19276.84,,,0.9011936167266295,0.9011936167266295,0.0,0.0,0.901
9,14418.0,1.0,LMST01010089_12-13_0_0_ring,416.39114,416.388669,10.079,10.02,0.8642546104285115,217.8955,219.4,0.543,468294.2891,162945.3866,"385.346469,367.335909","385.346469,367.335909","385.346469,367.335909","385.346469,367.335909",0.571,0.667,0.75,0.75,42062.74,86463.15,94404.38,55626.81,0.7036273052142558,0.7036273052142558,0.7036273052142558,0.7036273052142558,0.704
13,28344.0,1.0,LMST01020005_23-24_0_0_ring,654.62054,654.618321,21.104,21.8,0.20183486238532133,282.3522,285.6,0.242,1653068.6562,736507.9245,"398.37811,367.33591","398.37811,367.33591","398.37811,367.33591","398.37811,367.33591",1.0,0.556,0.8,1.0,225393.3,400000.2,461474.7,300631.8,0.22191743119266066,0.22191743119266066,0.22191743119266066,0.22191743119266066,0.222
15,29597.0,1.0,LMST01020008_5-6_0_0_chain,678.61938,678.618321,20.431,21.22,0.07542703976379006,289.3868,291.4,0.539,3509468.0625,3079289.3637,"369.35156,594.52443,310.27404","369.35156,594.52443,310.27404","369.35156,310.27404","369.35156,594.52443,310.27404",1.0,1.0,0.75,0.714,567989.9,1074612.0,1700672.0,758936.1,0.30721351988189505,0.30721351988189505,0.30721351988189505,0.30721351988189505,0.307
11,16645.0,1.0,LMST01040129_13-14_0_0_ring,444.42126,444.419967,10.982,11.16,0.5966836482400301,225.2246,226.2,0.713,3502223.8125,1105570.6476,"395.367207,413.377767","395.367207,413.377767","395.367207,413.377767","395.367207,413.377767",0.429,0.273,0.571,0.5,459821.2,945976.8,967370.2,613758.1,0.654841824120015,0.654841824120015,0.654841824120015,0.654841824120015,0.655
