,Alignment ID,Fill %,LMID,Average Mz,Theroy MZ,Average Rt(min),Pre RT,RT Score,Average CCS,Pre CCS,CCS Score,Area_mean,Area_std,Sample0_Match MSMS,Sample1_Match MSMS,Sample2_Match MSMS,Sample3_Match MSMS,Sample0_MSMS Score,Sample1_MSMS Score,Sample2_MSMS Score,Sample3_MSMS Score,Sample0_MS Area,Sample1_MS Area,Sample2_MS Area,Sample3_MS Area,Sample0_Final Score,Sample1_Final Score,Sample2_Final Score,Sample3_Final Score,Average_Final Score
7,14881.0,1.0,LMST01010001_14-15_0_0_ring,416.38791,416.388669,10.288,10.33,0.8943170979376028,217.3809,217.1,0.914,411285792.0,9882175.377,"385.346469,367.335909","385.346469,367.335909","385.346469,367.335909","385.346469,367.335909",0.7,0.667,0.594,0.69,88892140.0,91137160.0,98338050.0,93592920.0,0.9041585489688014,0.9041585489688014,0.9041585489688014,0.9041585489688014,0.904
1,14601.0,1.0,LMST01010016_14-15_0_0_ring,414.37231,414.37302,8.351,8.41,0.8325213901658317,220.7209,219.9,0.751,4321248.375,362923.0721,"365.32026,383.33082","365.32026,383.33082","365.32026,383.33082","365.32026,383.33082",1.0,0.833,1.0,1.0,779244.9,713271.1,902681.0,739645.5,0.7917606950829159,0.7917606950829159,0.7917606950829159,0.7917606950829159,0.792
4,14610.0,1.0,LMST01010069_12-13_0_0_ring,414.37231,414.37302,9.105,8.81,0.17707944461685343,212.924,210.4,0.2,757596.75,116012.1921,365.32026,365.32026,365.32026,365.32026,0.667,0.5,0.5,0.333,179515.3,169870.7,232832.4,188633.1,0.18853972230842672,0.18853972230842672,0.18853972230842672,0.18853972230842672,0.189
5,14610.0,1.0,LMST01010069_14-15_0_0_ring,414.37231,414.37302,9.105,8.81,0.17707944461685343,212.924,210.4,0.2,757596.75,116012.1921,365.32026,365.32026,365.32026,365.32026,0.667,0.5,0.5,0.333,179515.3,169870.7,232832.4,188633.1,0.18853972230842672,0.18853972230842672,0.18853972230842672,0.18853972230842672,0.189
12,14893.0,0.5,LMST01010089_12-13_0_0_ring,416.39114,416.388669,10.05,10.04,0.9793179681473316,218.1895,219.4,0.632,2269980.8125,191812.1349,-1,"385.346469,367.335909","385.346469,367.335909",-1,0.0,0.8,1.0,0.0,,326171.9,371225.2,,0.0,0.8056589840736659,0.8056589840736659,0.0,0.806
18,29052.0,1.0,LMST01020008_5-6_0_0_chain,678.61938,678.618321,20.402,21.21,0.04500264257732267,290.088,291.4,0.7,258496.7031,76703.5939,-1,369.35156,-1,369.35156,0.0,0.5,0.0,0.5,,104611.9,,54981.82,0.0,0.3725013212886613,0.0,0.3725013212886613,0.373
14,17106.0,1.0,LMST01040129_13-14_0_0_ring,444.41794,444.419967,10.753,11.17,0.058831448601872505,225.8094,226.2,0.885,596314.7196,397689.8652,"395.367207,413.377767",395.367207,395.367207,-2,0.667,0.5,0.333,0.0,161218.3,158906.7,175179.2,,0.47191572430093626,0.47191572430093626,0.47191572430093626,0.0,0.472
