,Alignment ID,Fill %,LMID,Average Mz,Theroy MZ,Average Rt(min),Pre RT,RT Score,Average CCS,Pre CCS,CCS Score,Area_mean,Area_std,Sample0_Match MSMS,Sample1_Match MSMS,Sample2_Match MSMS,Sample3_Match MSMS,Sample0_MSMS Score,Sample1_MSMS Score,Sample2_MSMS Score,Sample3_MSMS Score,Sample0_MS Area,Sample1_MS Area,Sample2_MS Area,Sample3_MS Area,Sample0_Final Score,Sample1_Final Score,Sample2_Final Score,Sample3_Final Score,Average_Final Score
1768,11103.0,1.0,LMST01040136_2-27_0_0_chain,442.40549,442.404318,8.613,8.08,1.0,227.2283,224.656202,0.803,2927290.5938,1055848.738,400.35737,400.35737,400.35737,"400.35737,382.34681",0.75,0.667,0.667,0.636,410311.6,460681.1,841341.3,429138.9,0.8212,0.788,0.788,0.7756000000000001,0.793
1901,11240.0,1.0,LMST01040141_11-12_0_0_ring,444.42126,444.419967,10.993,9.6,0.6699489407373094,225.0784,226.4692034,1.0,3181862.4375,873863.3764,"395.367207,413.377767",395.367207,"395.367207,413.377767","395.367207,413.377767",0.182,0.286,0.429,0.571,523395.4,819970.9,847109.1,495813.5,0.6067897881474619,0.6483897881474618,0.7055897881474619,0.7623897881474619,0.681
1784,11103.0,1.0,LMST01040142_13-14_0_0_ring,442.40549,442.404318,8.613,8.85,1.0,227.2283,226.9443251,1.0,2927290.5938,1055848.738,393.351558,411.362118,393.351558,"393.351558,411.362118",0.5,0.083,0.111,0.182,410311.6,460681.1,841341.3,429138.9,0.8,0.6332,0.6444000000000001,0.6728000000000001,0.688
1800,11103.0,1.0,LMST01040145_13-14_0_0_ring,442.40549,442.404318,8.613,9.24,1.0,227.2283,226.7642429,1.0,2927290.5938,1055848.738,393.351558,411.362118,393.351558,"393.351558,411.362118",0.5,0.083,0.111,0.182,410311.6,460681.1,841341.3,429138.9,0.8,0.6332,0.6444000000000001,0.6728000000000001,0.688
1804,11103.0,1.0,LMST01040154_11-12_0_0_ring,442.40549,442.404318,8.613,9.28,1.0,227.2283,228.6546149,1.0,2927290.5938,1055848.738,393.351558,411.362118,393.351558,"393.351558,411.362118",0.5,0.083,0.111,0.182,410311.6,460681.1,841341.3,429138.9,0.8,0.6332,0.6444000000000001,0.6728000000000001,0.688
1904,11240.0,1.0,LMST01040238_10-11_0_0_ring,444.42126,444.419967,10.993,9.4,0.5749005817345527,225.0784,225.588222,1.0,3181862.4375,873863.3764,"395.367207,413.377767",395.367207,"395.367207,413.377767","395.367207,413.377767",0.182,0.286,0.429,0.571,523395.4,819970.9,847109.1,495813.5,-1.0,0.6293801163469106,0.6865801163469105,0.7433801163469106,0.686
1822,11103.0,1.0,LMST01040255_13-14_0_0_ring,442.40549,442.404318,8.613,9.23,1.0,227.2283,226.7642429,1.0,2927290.5938,1055848.738,393.351558,411.362118,393.351558,"393.351558,411.362118",0.5,0.083,0.111,0.182,410311.6,460681.1,841341.3,429138.9,0.8,0.6332,0.6444000000000001,0.6728000000000001,0.688
2346,12607.0,1.0,LMST01050012_5-6_0_0_chain,470.43448,470.435616,9.516,9.78,1.0,233.3778,234.5647554,1.0,249598.7266,93546.8458,156.17467,-1,156.17467,-1,0.5,0.0,0.5,0.0,36369.68,,71333.73,,0.8,-1.0,0.8,-1.0,0.8
1833,11103.0,1.0,LMST01060007_16-17_0_0_ring,442.40549,442.404318,8.613,8.85,1.0,227.2283,225.1089629,0.897,2927290.5938,1055848.738,393.351558,411.362118,393.351558,"393.351558,411.362118",0.5,0.083,0.111,0.182,410311.6,460681.1,841341.3,429138.9,0.7588,-1.0,0.6032,0.6316,0.665
1317,10225.0,1.0,LMST01060009_15-16_0_0_ring,428.38739,428.388669,8.459,9.26,0.9519142322033951,223.7173,221.4331498,0.856,2902393.75,1137250.0832,"379.335909,397.346469","379.335909,397.346469","379.335909,397.346469",397.346469,0.182,0.25,0.286,0.143,412161.7,776502.2,840338.3,395988.0,0.6055828464406791,0.6327828464406791,0.647182846440679,-1.0,0.629
1324,10225.0,1.0,LMST01060010_15-16_0_0_ring,428.38739,428.388669,8.459,9.46,0.8547460946054087,223.7173,221.4331498,0.856,2902393.75,1137250.0832,"379.335909,397.346469","379.335909,397.346469","379.335909,397.346469",397.346469,0.182,0.25,0.286,0.143,412161.7,776502.2,840338.3,395988.0,-1.0,0.6133492189210819,0.6277492189210818,-1.0,0.621
1837,11103.0,1.0,LMST01110006_12-13_0_0_ring,442.40549,442.404318,8.613,9.68,0.8228609047943326,227.2283,227.7085962,1.0,2927290.5938,1055848.738,393.351558,411.362118,393.351558,"393.351558,411.362118",0.5,0.083,0.111,0.182,410311.6,460681.1,841341.3,429138.9,0.7645721809588666,-1.0,0.6089721809588665,0.6373721809588666,0.67
436,8931.0,1.0,LMST01110008_14-15_0_0_ring,414.37231,414.37302,8.345,9.37,0.8473919463355971,219.9131,221.3371633,1.0,320352.4023,101599.6928,-1,365.32026,"365.32026,383.33082",365.32026,0.0,0.333,1.0,0.5,,21457.65,20319.2,9931.953,-1.0,0.7026783892671195,0.9694783892671195,0.7694783892671195,0.814
1845,11103.0,1.0,LMST01110012_14-15_0_0_ring,442.40549,442.404318,8.613,9.31,1.0,227.2283,225.1380013,0.903,2927290.5938,1055848.738,393.351558,411.362118,393.351558,"393.351558,411.362118",0.5,0.083,0.111,0.182,410311.6,460681.1,841341.3,429138.9,0.7612000000000001,-1.0,0.6056,0.6340000000000001,0.667
574,8931.0,1.0,LMST03020222_1-2_0_0_ring,414.37231,414.37302,8.345,9.99,0.5501593557744021,219.9131,222.616508,0.771,320352.4023,101599.6928,-1,365.32026,"365.32026,383.33082",365.32026,0.0,0.333,1.0,0.5,,21457.65,20319.2,9931.953,-1.0,-1.0,0.8184318711548805,0.6184318711548804,0.718
591,8941.0,1.0,LMST03020222_5-6_0_0_ring,414.37231,414.37302,10.264,9.76,1.0,219.9865,223.5654112,0.592,259948.3242,87715.7962,-2,365.32026,-1,365.32026,0.0,0.5,0.0,0.5,,39254.07,,28145.99,-1.0,0.6368,-1.0,0.6368,0.637
597,8931.0,1.0,LMST03020223_1-2_0_0_ring,414.37231,414.37302,8.345,9.97,0.56028724361092,219.9131,222.616508,0.771,320352.4023,101599.6928,-1,365.32026,"365.32026,383.33082",365.32026,0.0,0.333,1.0,0.5,,21457.65,20319.2,9931.953,-1.0,-1.0,0.8204574487221841,0.620457448722184,0.72
614,8941.0,1.0,LMST03020223_5-6_0_0_ring,414.37231,414.37302,10.264,9.74,1.0,219.9865,223.5654112,0.592,259948.3242,87715.7962,-2,365.32026,-1,365.32026,0.0,0.5,0.0,0.5,,39254.07,,28145.99,-1.0,0.6368,-1.0,0.6368,0.637
620,8931.0,1.0,LMST03020224_1-2_0_0_ring,414.37231,414.37302,8.345,9.92,0.5830661625603762,219.9131,222.3686851,0.822,320352.4023,101599.6928,-1,365.32026,"365.32026,383.33082",365.32026,0.0,0.333,1.0,0.5,,21457.65,20319.2,9931.953,-1.0,-1.0,0.8454132325120752,0.6454132325120753,0.745
636,8941.0,1.0,LMST03020224_5-6_0_0_ring,414.37231,414.37302,10.264,9.82,1.0,219.9865,223.2661956,0.653,259948.3242,87715.7962,-2,365.32026,-1,365.32026,0.0,0.5,0.0,0.5,,39254.07,,28145.99,-1.0,0.6612,-1.0,0.6612,0.661
644,8941.0,1.0,LMST03020225_1-2_0_0_ring,414.37231,414.37302,10.264,9.72,1.0,219.9865,222.1013882,0.892,259948.3242,87715.7962,-2,365.32026,-1,365.32026,0.0,0.5,0.0,0.5,,39254.07,,28145.99,-1.0,0.7568,-1.0,0.7568,0.757
673,8941.0,1.0,LMST03020226_10-11_0_0_ring,414.37231,414.37302,10.264,9.81,1.0,219.9865,223.1777514,0.671,259948.3242,87715.7962,-2,365.32026,-1,365.32026,0.0,0.5,0.0,0.5,,39254.07,,28145.99,-1.0,0.6684000000000001,-1.0,0.6684000000000001,0.668
695,8941.0,1.0,LMST03020227_4-5_0_0_ring,414.37231,414.37302,10.264,9.98,1.0,219.9865,221.6868712,0.978,259948.3242,87715.7962,-2,365.32026,-1,365.32026,0.0,0.5,0.0,0.5,,39254.07,,28145.99,-1.0,0.7912,-1.0,0.7912,0.791
708,8941.0,1.0,LMST03020228_1-2_0_0_ring,414.37231,414.37302,10.264,10.06,1.0,219.9865,219.4082207,1.0,259948.3242,87715.7962,-2,365.32026,-1,365.32026,0.0,0.5,0.0,0.5,,39254.07,,28145.99,-1.0,0.8,-1.0,0.8,0.8
744,8941.0,1.0,LMST03020229_1-2_0_0_ring,414.37231,414.37302,10.264,10.06,1.0,219.9865,219.4082207,1.0,259948.3242,87715.7962,-2,365.32026,-1,365.32026,0.0,0.5,0.0,0.5,,39254.07,,28145.99,-1.0,0.8,-1.0,0.8,0.8
978,9187.0,1.0,LMST03020308_1-2_0_0_ring,416.38791,416.388669,8.7,10.05,0.6906496436198586,223.7684,222.3745425,1.0,553376.3672,217280.5756,367.335909,-1,367.335909,367.335909,0.25,0.0,0.5,0.25,72566.7,,153411.5,71479.77,0.6381299287239718,-1.0,0.7381299287239718,0.6381299287239718,0.671
1389,10225.0,1.0,LMST03020333_1-2_0_0_ring,428.38739,428.388669,8.459,9.94,0.6272941181310041,223.7173,222.5417572,1.0,2902393.75,1137250.0832,"379.335909,397.346469","379.335909,397.346469","379.335909,397.346469",397.346469,0.182,0.25,0.286,0.143,412161.7,776502.2,840338.3,395988.0,-1.0,0.6254588236262009,0.6398588236262008,-1.0,0.633
1401,10225.0,1.0,LMST03020333_6-7_0_0_ring,428.38739,428.388669,8.459,9.72,0.7309086319730542,223.7173,223.4403289,1.0,2902393.75,1137250.0832,"379.335909,397.346469","379.335909,397.346469","379.335909,397.346469",397.346469,0.182,0.25,0.286,0.143,412161.7,776502.2,840338.3,395988.0,0.6189817263946109,0.6461817263946109,0.6605817263946109,0.6033817263946109,0.632
1417,10225.0,1.0,LMST03020334_8-9_0_0_chain,428.38739,428.388669,8.459,9.75,0.7200938796705985,223.7173,224.221775,1.0,2902393.75,1137250.0832,-1,-1,304.29986,304.29986,0.0,0.0,0.143,0.143,,,840338.3,395988.0,-1.0,-1.0,0.6012187759341197,0.6012187759341197,0.601
1433,10225.0,1.0,LMST03020335_8-9_0_0_chain,428.38739,428.388669,8.459,9.75,0.7200938796705985,223.7173,224.221775,1.0,2902393.75,1137250.0832,-1,-1,304.29986,304.29986,0.0,0.0,0.143,0.143,,,840338.3,395988.0,-1.0,-1.0,0.6012187759341197,0.6012187759341197,0.601
1462,10225.0,1.0,LMST03060001_9-10_0_0_chain,428.38739,428.388669,8.459,9.35,0.9072645859843024,223.7173,224.7895001,1.0,2902393.75,1137250.0832,-1,292.29986,292.29986,-1,0.0,0.125,0.143,0.0,,776502.2,840338.3,,-1.0,0.6314529171968606,0.6386529171968605,-1.0,0.635
1468,10225.0,1.0,LMST03060002_13-14_0_0_ring,428.38739,428.388669,8.459,9.49,0.8446027883037901,223.7173,222.1764665,1.0,2902393.75,1137250.0832,"379.335909,397.346469","379.335909,397.346469","379.335909,397.346469",397.346469,0.182,0.25,0.286,0.143,412161.7,776502.2,840338.3,395988.0,0.6417205576607581,0.6689205576607581,0.683320557660758,0.626120557660758,0.655
1475,10225.0,1.0,LMST03060002_15-16_0_0_ring,428.38739,428.388669,8.459,9.65,0.7666902209891002,223.7173,223.0330852,1.0,2902393.75,1137250.0832,"379.335909,397.346469","379.335909,397.346469","379.335909,397.346469",397.346469,0.182,0.25,0.286,0.143,412161.7,776502.2,840338.3,395988.0,0.62613804419782,0.65333804419782,0.66773804419782,0.6105380441978201,0.639
