,Alignment ID,Fill %,LMID,Average Mz,Theroy MZ,Average Rt(min),Pre RT,RT Score,Average CCS,Pre CCS,CCS Score,Area_mean,Area_std,Sample0_Match MSMS,Sample1_Match MSMS,Sample2_Match MSMS,Sample3_Match MSMS,Sample0_MSMS Score,Sample1_MSMS Score,Sample2_MSMS Score,Sample3_MSMS Score,Sample0_MS Area,Sample1_MS Area,Sample2_MS Area,Sample3_MS Area,Sample0_Final Score,Sample1_Final Score,Sample2_Final Score,Sample3_Final Score,Average_Final Score
582,14203.0,1.0,LMST03020223_1-2_0_0_ring,414.37231,414.37302,8.335,9.97,0.555525338849015,219.7662,222.616508,0.741,263587.3672,107631.4311,365.32026,365.32026,-1,-1,0.5,0.5,0.0,0.0,9467.75,19276.84,,,0.6075050677698031,0.6075050677698031,-1.0,-1.0,0.608
604,14203.0,1.0,LMST03020224_1-2_0_0_ring,414.37231,414.37302,8.335,9.92,0.5783042577984713,219.7662,222.3686851,0.792,263587.3672,107631.4311,365.32026,365.32026,-1,-1,0.5,0.5,0.0,0.0,9467.75,19276.84,,,0.6324608515596943,0.6324608515596943,-1.0,-1.0,0.632
626,14203.0,1.0,LMST03020225_1-2_0_0_ring,414.37231,414.37302,8.335,9.72,0.6714969396205873,219.7662,222.1013882,0.847,263587.3672,107631.4311,365.32026,365.32026,-1,-1,0.5,0.5,0.0,0.0,9467.75,19276.84,,,0.6730993879241175,0.6730993879241175,-1.0,-1.0,0.673
673,14203.0,1.0,LMST03020227_4-5_0_0_ring,414.37231,414.37302,8.335,9.98,0.5481434151895248,219.7662,221.6868712,0.932,263587.3672,107631.4311,365.32026,365.32026,-1,-1,0.5,0.5,0.0,0.0,9467.75,19276.84,,,0.6824286830379049,0.6824286830379049,-1.0,-1.0,0.682
686,14203.0,1.0,LMST03020228_1-2_0_0_ring,414.37231,414.37302,8.335,10.06,0.511809250907708,219.7662,219.4082207,1.0,263587.3672,107631.4311,365.32026,365.32026,-1,-1,0.5,0.5,0.0,0.0,9467.75,19276.84,,,0.7023618501815416,0.7023618501815416,-1.0,-1.0,0.702
720,14203.0,1.0,LMST03020229_1-2_0_0_ring,414.37231,414.37302,8.335,10.06,0.511809250907708,219.7662,219.4082207,1.0,263587.3672,107631.4311,365.32026,365.32026,-1,-1,0.5,0.5,0.0,0.0,9467.75,19276.84,,,0.7023618501815416,0.7023618501815416,-1.0,-1.0,0.702
922,14418.0,1.0,LMST03020308_1-2_0_0_ring,416.39114,416.388669,10.079,10.05,1.0,217.8955,222.3745425,0.401,468294.2891,162945.3866,"385.346469,367.335909","385.346469,367.335909","385.346469,367.335909","385.346469,367.335909",0.571,0.667,0.75,0.75,42062.74,86463.15,94404.38,55626.81,-1.0,0.6272000000000001,0.6604,0.6604,0.649
1226,15434.0,1.0,LMST03020333_1-2_0_0_ring,428.39066,428.388669,8.44,9.94,0.6182464990833851,223.7172,222.5417572,1.0,3855621.75,1831727.7883,379.335909,"379.335909,397.346469",379.335909,"379.335909,397.346469",0.1,0.111,0.333,0.222,441176.4,915979.2,1376401.0,619224.1,-1.0,-1.0,0.6568492998166771,0.6124492998166771,0.635
1237,15434.0,1.0,LMST03020333_6-7_0_0_ring,428.39066,428.388669,8.44,9.72,0.7218610129254354,223.7172,223.4403289,1.0,3855621.75,1831727.7883,379.335909,"379.335909,397.346469",379.335909,"379.335909,397.346469",0.1,0.111,0.333,0.222,441176.4,915979.2,1376401.0,619224.1,-1.0,-1.0,0.6775722025850871,0.6331722025850871,0.655
1293,15434.0,1.0,LMST03060002_13-14_0_0_ring,428.39066,428.388669,8.44,9.49,0.8355551692561711,223.7172,222.1764665,1.0,3855621.75,1831727.7883,379.335909,"379.335909,397.346469",379.335909,"379.335909,397.346469",0.1,0.111,0.333,0.222,441176.4,915979.2,1376401.0,619224.1,0.6071110338512342,0.6115110338512343,0.7003110338512343,0.6559110338512343,0.644
1299,15434.0,1.0,LMST03060002_15-16_0_0_ring,428.39066,428.388669,8.44,9.65,0.7576426019414813,223.7172,223.0330852,1.0,3855621.75,1831727.7883,379.335909,"379.335909,397.346469",379.335909,"379.335909,397.346469",0.1,0.111,0.333,0.222,441176.4,915979.2,1376401.0,619224.1,-1.0,-1.0,0.6847285203882962,0.6403285203882962,0.663
