,Alignment ID,Fill %,LMID,Average Mz,Theroy MZ,Average Rt(min),Pre RT,RT Score,Average CCS,Pre CCS,CCS Score,Area_mean,Area_std,Sample0_Match MSMS,Sample1_Match MSMS,Sample2_Match MSMS,Sample3_Match MSMS,Sample0_MSMS Score,Sample1_MSMS Score,Sample2_MSMS Score,Sample3_MSMS Score,Sample0_MS Area,Sample1_MS Area,Sample2_MS Area,Sample3_MS Area,Sample0_Final Score,Sample1_Final Score,Sample2_Final Score,Sample3_Final Score,Average_Final Score
1707,16645.0,1.0,LMST01040141_11-12_0_0_ring,444.42126,444.419967,10.982,9.6,0.6751870359754052,225.2246,226.4692034,1.0,3502223.8125,1105570.6476,"395.367207,413.377767","395.367207,413.377767","395.367207,413.377767","395.367207,413.377767",0.429,0.273,0.571,0.5,459821.2,945976.8,967370.2,613758.1,0.7066374071950811,0.644237407195081,0.763437407195081,0.735037407195081,0.712
1611,16478.0,1.0,LMST01040142_13-14_0_0_ring,442.40216,442.404318,8.598,8.85,1.0,227.2283,226.9443251,1.0,3920971.125,1850910.7366,393.351558,-1,393.351558,-1,0.143,0.0,0.1,0.0,392352.9,,1227169.0,,0.6572,-1.0,0.64,-1.0,0.649
1623,16478.0,1.0,LMST01040145_13-14_0_0_ring,442.40216,442.404318,8.598,9.24,1.0,227.2283,226.7642429,1.0,3920971.125,1850910.7366,393.351558,-1,393.351558,-1,0.143,0.0,0.1,0.0,392352.9,,1227169.0,,0.6572,-1.0,0.64,-1.0,0.649
1626,16478.0,1.0,LMST01040154_11-12_0_0_ring,442.40216,442.404318,8.598,9.28,1.0,227.2283,228.6546149,1.0,3920971.125,1850910.7366,393.351558,-1,393.351558,-1,0.143,0.0,0.1,0.0,392352.9,,1227169.0,,0.6572,-1.0,0.64,-1.0,0.649
1710,16645.0,1.0,LMST01040238_10-11_0_0_ring,444.42126,444.419967,10.982,9.4,0.5801386769726486,225.2246,225.588222,1.0,3502223.8125,1105570.6476,"395.367207,413.377767","395.367207,413.377767","395.367207,413.377767","395.367207,413.377767",0.429,0.273,0.571,0.5,459821.2,945976.8,967370.2,613758.1,0.6876277353945297,0.6252277353945298,0.7444277353945298,0.7160277353945298,0.693
1638,16478.0,1.0,LMST01040255_13-14_0_0_ring,442.40216,442.404318,8.598,9.23,1.0,227.2283,226.7642429,1.0,3920971.125,1850910.7366,393.351558,-1,393.351558,-1,0.143,0.0,0.1,0.0,392352.9,,1227169.0,,0.6572,-1.0,0.64,-1.0,0.649
1165,15434.0,1.0,LMST01060009_15-16_0_0_ring,428.39066,428.388669,8.44,9.26,0.9428666131557762,223.7172,221.4331498,0.856,3855621.75,1831727.7883,379.335909,"379.335909,397.346469",379.335909,"379.335909,397.346469",0.1,0.111,0.333,0.222,441176.4,915979.2,1376401.0,619224.1,-1.0,-1.0,0.6641733226311552,0.6197733226311553,0.642
1171,15434.0,1.0,LMST01060010_15-16_0_0_ring,428.39066,428.388669,8.44,9.46,0.8456984755577898,223.7172,221.4331498,0.856,3855621.75,1831727.7883,379.335909,"379.335909,397.346469",379.335909,"379.335909,397.346469",0.1,0.111,0.333,0.222,441176.4,915979.2,1376401.0,619224.1,-1.0,-1.0,0.644739695111558,0.600339695111558,0.623
1649,16478.0,1.0,LMST01110006_12-13_0_0_ring,442.40216,442.404318,8.598,9.68,0.8157180476514756,227.2283,227.7085962,1.0,3920971.125,1850910.7366,393.351558,-1,393.351558,-1,0.143,0.0,0.1,0.0,392352.9,,1227169.0,,0.6203436095302952,-1.0,0.6031436095302951,-1.0,0.612
429,14203.0,1.0,LMST01110008_14-15_0_0_ring,414.37231,414.37302,8.335,9.37,0.8426300415736921,219.7662,221.3371633,1.0,263587.3672,107631.4311,365.32026,365.32026,-1,-1,0.5,0.5,0.0,0.0,9467.75,19276.84,,,0.7685260083147385,0.7685260083147385,-1.0,-1.0,0.769
1655,16478.0,1.0,LMST01110012_14-15_0_0_ring,442.40216,442.404318,8.598,9.31,0.9952840102199697,227.2283,225.1380013,0.903,3920971.125,1850910.7366,393.351558,-1,393.351558,-1,0.143,0.0,0.1,0.0,392352.9,,1227169.0,,0.6174568020439939,-1.0,0.600256802043994,-1.0,0.609
560,14203.0,1.0,LMST03020222_1-2_0_0_ring,414.37231,414.37302,8.335,9.99,0.5453974510124971,219.7662,222.616508,0.741,263587.3672,107631.4311,365.32026,365.32026,-1,-1,0.5,0.5,0.0,0.0,9467.75,19276.84,,,0.6054794902024995,0.6054794902024995,-1.0,-1.0,0.605
