params,mean_score
"{'regressor__C': 465, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-11.197537229450193
"{'regressor__C': 540, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-11.197537229450193
"{'regressor__C': 495, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-11.197537229450193
"{'regressor__C': 475, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-11.197537229450193
"{'regressor__C': 535, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-11.197537229450193
"{'regressor__C': 450, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-11.197537229450193
"{'regressor__C': 500, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-11.197537229450193
"{'regressor__C': 470, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-11.197537229450193
"{'regressor__C': 490, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-11.197537229450193
"{'regressor__C': 505, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-11.197537229450193
"{'regressor__C': 525, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-11.197537229450193
"{'regressor__C': 480, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-11.197537229450193
"{'regressor__C': 530, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-11.197537229450193
"{'regressor__C': 485, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-11.197537229450193
"{'regressor__C': 460, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-11.197537229450193
"{'regressor__C': 510, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-11.197537229450193
"{'regressor__C': 455, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-11.197537229450193
"{'regressor__C': 545, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-11.197537229450193
"{'regressor__C': 520, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-11.197537229450193
"{'regressor__C': 515, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-11.197537229450193
"{'regressor__C': 545, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-11.210686433601063
"{'regressor__C': 540, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-11.213557136245722
"{'regressor__C': 535, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-11.216818802829117
"{'regressor__C': 530, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-11.220277194530702
"{'regressor__C': 490, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-11.222429400441344
"{'regressor__C': 525, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-11.222429400441344
"{'regressor__C': 530, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-11.222429400441344
"{'regressor__C': 495, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-11.222429400441344
"{'regressor__C': 505, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-11.222429400441344
"{'regressor__C': 520, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-11.222429400441344
"{'regressor__C': 510, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-11.222429400441344
"{'regressor__C': 500, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-11.222429400441344
"{'regressor__C': 515, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-11.222429400441344
"{'regressor__C': 455, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-11.222429400441344
"{'regressor__C': 480, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-11.222429400441344
"{'regressor__C': 450, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-11.222429400441344
"{'regressor__C': 475, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-11.222429400441344
"{'regressor__C': 535, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-11.222429400441344
"{'regressor__C': 470, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-11.222429400441344
"{'regressor__C': 545, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-11.222429400441344
"{'regressor__C': 485, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-11.222429400441344
"{'regressor__C': 465, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-11.222429400441344
"{'regressor__C': 540, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-11.222429400441344
"{'regressor__C': 460, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",-11.222429400441344
"{'regressor__C': 525, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-11.224294996312535
"{'regressor__C': 520, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-11.22916285917433
"{'regressor__C': 515, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-11.234937523060166
