Trial,rmse,r2,mae,percent_madae,percent_mae,best_parameter,best_train_score
0,10.25676315100676,0.3724240434300272,8.88265854858856,0.060423133167752684,0.04519526276199797,"{'regressor__C': 450, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",11.99930054446609
1,11.633540772919602,0.8163889360830892,11.432511344987992,0.05776422106271348,0.0594205225780479,"{'regressor__C': 515, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",10.480902170330008
2,6.812062778475083,-3.024443367811333,5.319644003959676,0.019914228096528888,0.0243413224828456,"{'regressor__C': 525, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",9.239611892766954
3,13.359260460642396,0.6895485121558184,12.01519889418401,0.04882530266183701,0.06424678470845409,"{'regressor__C': 545, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",9.49675694224791
4,6.792462794715925,0.40035484288152323,6.560560343855438,0.03203441542739142,0.029402102186936355,"{'regressor__C': 495, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",12.907914823892416
5,19.276860273068227,0.37021969472395067,18.75111888000755,0.07534348248476785,0.09731781707615784,"{'regressor__C': 500, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",7.310531000387241
6,12.100573335126764,0.6576038079950102,11.489067285680525,0.04508330707382038,0.05207693509487777,"{'regressor__C': 450, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",15.311220838628833
7,12.440499460191592,0.1049400974643453,9.522457629715896,0.02886803547842575,0.03979212784686991,"{'regressor__C': 450, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",8.750467915880398
8,8.764045118792584,0.9128691594810516,6.118258157475225,0.010420479571655865,0.03467125796182624,"{'regressor__C': 450, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",10.339028565352148
9,8.243168167351458,0.9021276175652369,5.6290151192041735,0.010217780288849692,0.03215308279037573,"{'regressor__C': 450, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",13.49925288087751
10,18.400790552330722,0.7121604221539612,17.410344973705406,0.07068164458481405,0.07877151607219451,"{'regressor__C': 450, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",6.5369388231845535
11,9.828202494777255,0.7412938238335735,9.52617132406697,0.041050943868368474,0.04636991057652237,"{'regressor__C': 450, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",13.08452002515821
12,11.479790956935796,0.8861867850553848,9.883980521966436,0.05938496412846568,0.04891589233772605,"{'regressor__C': 450, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",9.632394662912784
13,7.342332503001078,0.15643303511585205,5.916903710201382,0.01880923156517391,0.026890467873548932,"{'regressor__C': 450, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",13.529325428467041
14,23.04234840937579,-4.3081310635455985,19.845409894047776,0.08051366737281239,0.08308007328152854,"{'regressor__C': 450, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",5.594662113620607
15,3.634863043361828,0.9329267706406237,2.1940816138405714,0.001131637542177338,0.009634518284219044,"{'regressor__C': 450, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",11.60782283402495
16,22.426315256639597,0.34990698760594163,19.25953410046289,0.10209211008536166,0.10790444715949181,"{'regressor__C': 450, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",8.735963296084178
17,2.8273882493813054,0.9587269140793777,2.3703720515222435,0.01052760912822259,0.010401722788884857,"{'regressor__C': 450, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",11.27233290391172
18,11.699212119199693,0.583037869789819,9.099932002215525,0.025041091560590385,0.039072444283836875,"{'regressor__C': 465, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",8.537978772586385
19,16.552466858722855,-6.317604938406117,16.54282754604019,0.0694232284094099,0.06994785187386567,"{'regressor__C': 450, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",8.264463352153427
20,6.056490755023133,0.6513564811712131,4.713526285141778,0.013622086443981163,0.024340905067033316,"{'regressor__C': 545, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",13.190279053419584
21,14.045409550071641,0.22542985803119087,13.088946659356225,0.06653858596451488,0.07141127987920258,"{'regressor__C': 450, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",11.238567639620971
22,6.1912212354734795,0.9390116815195864,4.290760867511835,0.006642695880514453,0.024556959490336306,"{'regressor__C': 545, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",11.301248603537932
23,13.264294374630687,-6.573528555576768,11.228123030205799,0.06814544868260682,0.04997735092690678,"{'regressor__C': 545, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",11.51285971192409
24,2.917443949900525,0.9477409051667094,2.513448728096639,0.011523802467389363,0.011516994929346581,"{'regressor__C': 450, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",12.69806607852491
25,7.8549982671190675,-1.0225082847308196,6.903535465926457,0.01898529193317026,0.029876102454304027,"{'regressor__C': 450, 'regressor__gamma': 0.0014, 'regressor__kernel': 'rbf'}",12.456467562643505
26,22.544931584658382,0.29916084101114315,19.123242044513393,0.11264178074119877,0.1076341439531855,"{'regressor__C': 450, 'regressor__gamma': 0.0011, 'regressor__kernel': 'rbf'}",7.908618698169784
