,observed,predicted,error
0,217.2,213.04659733171678,0.019122480056552517
1,218.8,219.8514554125556,0.0048055549019907825
2,220.5,213.92681266853106,0.029810373385346683
3,219.9,215.18537199432095,0.021439872695220828
4,231.2,229.3987318762363,0.007790952092403509
5,222.1,218.46881932814432,0.01634930514117818
6,210.4,209.8337105422348,0.0026914898182757046
7,210.4,211.33205744737327,0.004429930833523135
8,216.8,212.38123529465213,0.020381756020977318
9,291.2,209.63688854691296,0.2800931025174692
10,284.5,209.63688854691296,0.2631392318210441
11,291.2,209.63688854691296,0.2800931025174692
12,291.2,209.63688854691296,0.2800931025174692
13,224.4,218.49134440211557,0.026330907298950237
14,222.7,219.20053425474762,0.015713811159642415
15,225.1,219.82064413901935,0.02345338010209082
16,215.8,215.9022799189504,0.00047395699235582543
17,176.0,171.8118133215532,0.023796515218447792
18,183.3,181.11883907630366,0.011899404930149227
19,219.8,223.8847908396466,0.018584125749074552
20,218.7,220.66185243110422,0.008970518660741809
