params,mean_score
"{'regressor__C': 549.9, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034247440388273
"{'regressor__C': 549.8, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.0342708608101185
"{'regressor__C': 549.7, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034286055046918
"{'regressor__C': 549.6, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.0343085351542145
"{'regressor__C': 549.5, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034324760396909
"{'regressor__C': 549.4, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034336441292518
"{'regressor__C': 549.3, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034362975798282
"{'regressor__C': 549.2, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034379114534206
"{'regressor__C': 549.1, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034395774335131
"{'regressor__C': 549.0, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034417433531618
"{'regressor__C': 548.9, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034441370532781
"{'regressor__C': 548.8, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034459310412969
"{'regressor__C': 548.7, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034475479997238
"{'regressor__C': 548.6, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034499164936742
"{'regressor__C': 548.5, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.0345197641117805
"{'regressor__C': 548.4, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034539138667198
"{'regressor__C': 548.3, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034562792848579
"{'regressor__C': 548.2, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.0345836538212305
"{'regressor__C': 548.1, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034600463736037
"{'regressor__C': 548.0, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034618355726562
"{'regressor__C': 547.9, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034634283952934
"{'regressor__C': 547.8, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034661318103026
"{'regressor__C': 547.7, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034680903036446
"{'regressor__C': 547.6, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034708076035006
"{'regressor__C': 547.5, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034728126291793
"{'regressor__C': 547.4, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034748476565616
"{'regressor__C': 547.3, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034772686342609
"{'regressor__C': 547.2, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034791506648736
"{'regressor__C': 547.1, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.0348117106509855
"{'regressor__C': 547.0, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034835985235344
"{'regressor__C': 546.9, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034855603593565
"{'regressor__C': 546.8, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034874153979405
"{'regressor__C': 546.7, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034894728418813
"{'regressor__C': 546.6, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034916273368953
"{'regressor__C': 546.5, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034940452630151
"{'regressor__C': 546.4, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.03496060119472
"{'regressor__C': 546.3, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.0349739024852225
"{'regressor__C': 546.2, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.034998078697933
"{'regressor__C': 546.1, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035021140024965
"{'regressor__C': 546.0, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035044756581577
"{'regressor__C': 545.9, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035063990808099
"{'regressor__C': 545.8, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035083274757572
"{'regressor__C': 545.7, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035102355784093
"{'regressor__C': 545.6, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035122740829649
"{'regressor__C': 545.5, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035148683550083
"{'regressor__C': 545.4, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035165290258118
"{'regressor__C': 545.3, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.03519091354139
"{'regressor__C': 545.2, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.03521234388124
"{'regressor__C': 545.1, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.0352324087277625
"{'regressor__C': 545.0, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035256363370055
"{'regressor__C': 544.9, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035280389663859
"{'regressor__C': 544.8, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035295913825123
"{'regressor__C': 544.7, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035318983084459
"{'regressor__C': 544.6, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035340215442948
"{'regressor__C': 544.5, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035359690082488
"{'regressor__C': 544.4, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.0353755702465
"{'regressor__C': 544.3, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035404372827854
"{'regressor__C': 544.2, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035424432696282
"{'regressor__C': 544.1, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.03543702189661
"{'regressor__C': 544.0, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.03546020430051
"{'regressor__C': 543.9, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035489453107901
"{'regressor__C': 543.8, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035505361501936
"{'regressor__C': 543.7, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035532061609925
"{'regressor__C': 543.6, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.0355483411208395
"{'regressor__C': 543.5, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035571851305048
"{'regressor__C': 543.4, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035591434452723
"{'regressor__C': 543.3, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035615616245987
"{'regressor__C': 543.2, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035635132868731
"{'regressor__C': 543.1, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035661169727502
"{'regressor__C': 543.0, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035682895458126
"{'regressor__C': 542.9, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035702590899174
"{'regressor__C': 542.8, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035723100022505
"{'regressor__C': 542.7, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.03574316941526
"{'regressor__C': 542.6, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035764838685523
"{'regressor__C': 542.5, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.0357864672916595
"{'regressor__C': 542.4, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035806227957338
"{'regressor__C': 542.3, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035827191360697
"{'regressor__C': 542.2, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035845895695148
"{'regressor__C': 542.1, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035870022815235
"{'regressor__C': 542.0, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035887769829133
"{'regressor__C': 541.9, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035914680994931
"{'regressor__C': 541.8, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035936081406446
"{'regressor__C': 541.7, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035959428899059
"{'regressor__C': 541.6, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.0359790346018665
"{'regressor__C': 541.5, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.035996172190991
"{'regressor__C': 541.4, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.036025465574057
"{'regressor__C': 541.3, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.036038625902217
"{'regressor__C': 541.2, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.036059862225087
"{'regressor__C': 541.1, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.036077955918002
"{'regressor__C': 541.0, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.03609692416159
"{'regressor__C': 540.9, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.036121078419022
"{'regressor__C': 540.8, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.036137145770765
"{'regressor__C': 540.7, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.036161673068583
"{'regressor__C': 540.6, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.036177026870079
"{'regressor__C': 540.5, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.036193685117765
"{'regressor__C': 540.4, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.036216557466655
"{'regressor__C': 540.3, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.036234826697058
"{'regressor__C': 540.2, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.036251062265372
"{'regressor__C': 540.1, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.0362693656964845
"{'regressor__C': 540.0, 'regressor__gamma': 0.00055, 'regressor__kernel': 'rbf'}",-4.036293273547944
"{'regressor__C': 549.9, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-4.04057296992225
"{'regressor__C': 549.8, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-4.040595161407171
"{'regressor__C': 549.7, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-4.040612160377442
"{'regressor__C': 549.6, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-4.040622595269473
"{'regressor__C': 549.5, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-4.040646933866279
"{'regressor__C': 549.4, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-4.040665862207481
