Trial,rmse,r2,mae,percent_madae,percent_mae,best_parameter,best_train_score
0,4.910308814439765,0.9202795710914801,3.5908301324156553,0.010767008261829946,0.015889371494467747,{'regressor__alpha': 0.1},6.357521687314928
1,5.11145338712071,0.9634100979153686,4.026388205258185,0.01779299763311003,0.01781443341438241,{'regressor__alpha': 0.1},5.3480291307283725
2,4.2516772749642175,0.8678292147157842,3.527749485015582,0.01471176419845685,0.015349923527560623,{'regressor__alpha': 0.1},6.819757086445537
3,4.141904434391305,0.9713203733442627,3.210208418524714,0.009923344023725742,0.013732670467211426,{'regressor__alpha': 0.1},5.548544487597757
4,6.379734268372362,0.904137830311148,4.578062210087348,0.014393737903748989,0.020131286853609588,{'regressor__alpha': 0.1},5.450470485193707
5,6.431898505592436,0.9322978422452275,4.701863993933637,0.016685594637307635,0.019765115940668338,{'regressor__alpha': 0.1},5.128413426826159
6,2.703204683846426,0.9796738197654365,2.1731146308830205,0.009085790967784581,0.010250789487150039,{'regressor__alpha': 0.1},8.084511931645732
7,4.671667240864153,0.8597128680760142,3.7398505310735657,0.017227563423819738,0.017207246823124134,{'regressor__alpha': 0.1},5.317477032341743
8,5.239405968739217,0.789893911769775,4.128320304567559,0.012755068461357745,0.017928060833942102,{'regressor__alpha': 0.1},5.763398716183073
9,14.300765675877132,0.2945683003977614,6.364275355768609,0.013645935370141703,0.028973640644410565,{'regressor__alpha': 1},5.415050896893893
10,5.225174329796166,0.9186235345067073,4.717929648646682,0.020888472498834066,0.0218495240464179,{'regressor__alpha': 0.1},5.47593715691154
11,13.907465561401972,0.635644424302813,6.866525268521597,0.011206644089546434,0.030326658913562638,{'regressor__alpha': 1},5.13464836276011
12,4.9523660089194115,0.9467395051600073,4.3464192088198335,0.018127214523985677,0.019724750333868828,{'regressor__alpha': 0.1},5.70362011784478
13,5.806500503595795,0.928648210582858,4.578951873606542,0.021184356354455466,0.02062633852413966,{'regressor__alpha': 1},6.119587483121842
14,5.7572804044418,0.8692126419411068,4.90952484460949,0.020730673613344228,0.022569333494820328,{'regressor__alpha': 1},7.675535539421449
15,5.710800234846625,0.9225843000926055,4.950106839832139,0.02151333192616814,0.022441246951376503,{'regressor__alpha': 0.01},5.522313911045738
16,8.425442940742592,0.9016941964971779,5.245933868981327,0.012750669682108966,0.021992448742015697,{'regressor__alpha': 0.1},4.433620150628974
17,4.972536898375482,0.9378576572968317,3.8346729635422623,0.011610216264175613,0.017291325899632816,{'regressor__alpha': 0.1},5.8048678093484245
18,5.420082519015624,0.8959909592703679,4.363338556506998,0.01559238397386681,0.019208159161268022,{'regressor__alpha': 0.1},4.994902395272747
19,5.033193040584054,0.9328962755934194,3.75324742605693,0.014855136708398192,0.017782716437674817,{'regressor__alpha': 0.01},4.797472225709001
20,3.54023401412086,0.9621681406362712,2.8375638284615565,0.010049624943583914,0.013236666396004486,{'regressor__alpha': 1},6.55673484107125
21,6.253532391802386,0.9510336960674031,4.551097407533549,0.014142692389313144,0.019788661055667792,{'regressor__alpha': 0.1},5.202148461878883
22,4.552698853986496,0.9388336800505909,3.6904761120131684,0.013935360036807697,0.017422967097025073,{'regressor__alpha': 0.1},5.896201839828737
23,12.95890604728287,0.47727835315495915,7.712655685327402,0.01797661247017954,0.0330329502762734,{'regressor__alpha': 1},5.1512709438640005
24,11.7163193885484,0.279325866471988,5.7191782669316735,0.0064195098629092825,0.02559690645635722,{'regressor__alpha': 1},5.313428325182849
25,3.7389904683506003,0.9610113842704084,2.947237572936128,0.008299016434519454,0.013512496100410772,{'regressor__alpha': 1},6.863990116559549
26,5.33208593369638,0.8478780045550377,4.042390732130622,0.015737801954131107,0.018086934709693647,{'regressor__alpha': 0.1},5.408007442471012
27,4.749126649472197,0.9152811244896178,3.790120255465168,0.016136715527282658,0.017447502569714227,{'regressor__alpha': 0.1},6.207905422430396
28,4.412238233221701,0.9200408229289455,3.1975776223139123,0.009969727290497983,0.014781596566588133,{'regressor__alpha': 0.1},6.031645635548239
29,8.048595744129537,0.9264334322978852,5.256701965988615,0.015264470042222736,0.021772806965014536,{'regressor__alpha': 0.1},4.797347347584088
30,9.018051640871786,0.8841177980357737,6.591437156035056,0.02393014607269503,0.02713742051659466,{'regressor__alpha': 1},4.929537656859317
31,4.965322337724811,0.8940927500080728,4.118242997724192,0.020047750157817634,0.018144609707039787,{'regressor__alpha': 1},7.164697295943403
32,3.126830648523167,0.9713383910600741,2.624551447306004,0.013894402274886196,0.011917001611243046,{'regressor__alpha': 1},6.073631235702491
33,6.764243439015051,0.9224995412761932,5.123374362665693,0.015425273629966265,0.023764988509683782,{'regressor__alpha': 0.1},5.754155914777266
34,6.359092570911919,0.9449434141084718,4.2686628465919645,0.013858576981841645,0.017847158341125786,{'regressor__alpha': 0.1},5.811047298529921
35,3.922421078949601,0.957889934036169,3.1291115303602726,0.012383000084841531,0.015076326259786613,{'regressor__alpha': 1},6.86471978500669
36,4.931297224182158,0.9389526699512546,3.7573627831145417,0.013160450354013422,0.01711764271381158,{'regressor__alpha': 0.1},4.352552118388266
37,5.987911026354047,0.9167197409301158,4.782783501425456,0.014545215469895525,0.02200091961158868,{'regressor__alpha': 0.1},5.660859074803989
38,9.631094249300407,0.7852388583618373,6.053969619760305,0.014243097542482038,0.026890295575017303,{'regressor__alpha': 1},5.140892510297317
39,5.494483197184909,0.930856581882899,4.217926234984336,0.015698983531814394,0.02021778053689322,{'regressor__alpha': 0.1},5.223963593681022
