params,mean_score
"{'regressor__C': 545, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-4.0414521377623664
"{'regressor__C': 540, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-4.0422328565026655
"{'regressor__C': 535, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-4.043001099450948
"{'regressor__C': 530, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-4.043741918957305
"{'regressor__C': 525, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-4.044572785730244
"{'regressor__C': 520, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-4.045454103633506
"{'regressor__C': 515, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-4.04636609741939
"{'regressor__C': 510, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-4.047291862057997
"{'regressor__C': 505, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-4.048256468931386
"{'regressor__C': 500, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-4.04924600907146
"{'regressor__C': 495, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-4.050264764827179
"{'regressor__C': 490, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-4.051283056395741
"{'regressor__C': 485, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-4.052223531816952
"{'regressor__C': 500, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-4.053124291216424
"{'regressor__C': 505, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-4.053133696919738
"{'regressor__C': 480, 'regressor__gamma': 0.0005, 'regressor__kernel': 'rbf'}",-4.053138002390281
"{'regressor__C': 535, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-4.053169487224892
"{'regressor__C': 545, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-4.053187417543636
"{'regressor__C': 540, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-4.053194398882665
"{'regressor__C': 495, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-4.0532039680820535
"{'regressor__C': 510, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-4.053231989650712
"{'regressor__C': 530, 'regressor__gamma': 0.0008, 'regressor__kernel': 'rbf'}",-4.0532471269543615
