,observed,predicted,error
0,217.2,221.42973734046294,0.019473928823494233
1,218.8,217.10652530194358,0.007739829515797231
2,220.5,227.18803507317432,0.03033122482165224
3,219.9,219.36371456785577,0.002438769586831468
4,231.2,230.85844219740773,0.0014773261357796832
5,222.1,217.6561475300922,0.020008340701971165
6,210.4,218.25156741200786,0.03731733560840234
7,210.4,219.1840305974007,0.041749194854566
8,216.8,219.93183163926616,0.014445717893294062
9,291.2,265.0529466219003,0.08979070528193583
10,284.5,266.02877301662096,0.06492522665511086
11,291.2,265.24555907055026,0.0891292614335499
12,291.2,265.88742777670967,0.08692504197558489
13,224.4,226.73798112708596,0.010418810726764498
14,222.7,228.32317829993778,0.025250014817861658
15,225.1,229.65207790946053,0.020222469611108556
16,215.8,218.62255397873722,0.013079490170237277
17,176.0,175.5336383117741,0.002649782319465353
18,183.3,183.35765532233415,0.0003145407655981563
19,219.8,219.8372598088373,0.00016951687369104218
20,218.7,219.5456907845682,0.003866898877769572
