LMID,MZ,diagIonsInChian,diagIonsInRing,MS2,RT,CCS,Standard
LMST02020082_8-9_0_0_ring,316.227091,,"285.184891,267.174331","285.184891,267.174331",60.0,181.9032643,
LMST02020083_8-9_0_0_ring,330.206356,,299.164156,299.164156,60.0,183.8741569,
LMST02020084_12-13_0_0_ring,330.206356,,299.16416,299.16416,203.793863397069,182.6716295,
LMST02020084_8-9_0_0_ring,330.206356,,299.16416,299.16416,168.8789620996605,181.0397345,
LMST02020088_7-8_0_0_ring,334.237654,,"303.19545400000004,285.18489400000004","303.19545400000004,285.18489400000004",60.0,181.1301357,
LMST02020090_7-8_0_0_ring,334.237654,,"303.19545400000004,285.18489400000004,267.17433400000004","303.19545400000004,285.18489400000004,267.17433400000004",67.44722839752778,180.7681191,
LMST02020091_7-8_0_0_ring,334.237654,,"303.19545400000004,285.18489400000004,267.17433400000004","303.19545400000004,285.18489400000004,267.17433400000004",60.0,180.7681191,
LMST02020092_7-8_0_0_ring,334.237654,,"303.19545400000004,285.18489400000004,267.17433400000004","303.19545400000004,285.18489400000004,267.17433400000004",65.74022108462029,180.7681191,
LMST02020094_9-10_0_0_ring,302.247826,,271.205626,271.205626,467.0161114096123,177.145358,
LMST02020097_7-8_0_0_ring,336.253303,,"305.21110300000004,287.20054300000004,269.18998300000004","305.21110300000004,287.20054300000004,269.18998300000004",350.80423248480895,179.7253302,
LMST02020098_7-8_0_0_ring,336.253303,,"305.21110300000004,287.20054300000004,269.18998300000004","305.21110300000004,287.20054300000004,269.18998300000004",338.0773202018137,179.7253302,
LMST02020099_7-8_0_0_ring,336.253303,,"305.21110300000004,287.20054300000004,269.18998300000004","305.21110300000004,287.20054300000004,269.18998300000004",326.9200625842534,179.7253302,
LMST02020101_8-9_0_0_ring,334.237654,,"303.19545400000004,285.18489400000004,267.17433400000004","303.19545400000004,285.18489400000004,267.17433400000004",153.33719022890796,176.1610423,
LMST02020102_8-9_0_0_ring,334.237654,,"303.19545400000004,285.18489400000004","303.19545400000004,285.18489400000004",60.0,182.5353304,
LMST02020103_7-8_0_0_ring,318.24274,,"287.20054000000005,269.18998000000005","287.20054000000005,269.18998000000005",116.12544297729373,177.7021022,
LMST02020105_8-9_0_0_ring,320.258389,,"289.21618900000004,271.20562900000004,253.19506900000002","289.21618900000004,271.20562900000004,253.19506900000002",291.4872553774698,182.7453902,
LMST02020106_13-14_0_0_ring,334.237654,,"303.19545400000004,285.18489400000004,267.17433400000004","303.19545400000004,285.18489400000004,267.17433400000004",180.43383536603852,176.1610423,
LMST02020109_12-13_0_0_ring,334.237654,,"303.19545400000004,285.18489400000004,267.17433400000004","303.19545400000004,285.18489400000004,267.17433400000004",286.44506696344104,176.0551261,
LMST02020110_2-3_0_0_ring,318.24274,,"287.20054000000005,269.18998000000005","287.20054000000005,269.18998000000005",64.93832635436613,181.6499248,
LMST02020114_13-14_0_0_ring,332.222005,,"301.17980500000004,283.16924500000005,265.15868500000005","301.17980500000004,283.16924500000005,265.15868500000005",60.0,179.1763441,
LMST02020114_9-10_0_0_ring,332.222005,,"301.17980500000004,283.16924500000005,265.15868500000005","301.17980500000004,283.16924500000005,265.15868500000005",166.76818163093583,177.3916272,
LMST02020117_1-2_0_0_chain,380.206747,"280.19071,262.18015,130.04986,112.0393",,"280.19071,262.18015,130.04986,112.0393",60.0,199.8223016,
LMST02020117_3-4_0_0_chain,380.206747,"104.03422,306.20636,288.1958",,"104.03422,306.20636,288.1958",60.0,196.051252,
LMST02020118_1-2_0_0_chain,378.191098,"278.17506,130.04986",,"278.17506,130.04986",82.17837984990304,198.5119543,
LMST02020118_3-4_0_0_chain,378.191098,"104.03422,304.19071",,"104.03422,304.19071",60.0,195.0248968,
LMST02020119_7-8_0_0_ring,344.222005,,313.179805,313.179805,60.0,182.8519606,
LMST02020120_9-10_0_0_ring,332.222005,,"301.17980500000004,283.16924500000005","301.17980500000004,283.16924500000005",60.0,178.8209986,
LMST02030001_9-10_0_0_ring,392.243132,,"361.200932,343.190372,325.179812","361.200932,343.190372,325.179812",60.0,197.0363536,
LMST02030026_6-7_0_0_ring,390.227482,,"359.18528200000003,341.17472200000003","359.18528200000003,341.17472200000003",60.0,197.6405449,
LMST02030086_8-9_0_0_ring,376.248217,,"345.20601700000003,327.19545700000003","345.20601700000003,327.19545700000003",60.0,195.685191,
LMST02030087_8-9_0_0_ring,360.253303,,329.211103,329.211103,60.0,194.4191422,
LMST02030088_9-10_0_0_ring,346.274038,,"315.23183800000004,297.22127800000004","315.23183800000004,297.22127800000004",60.0,184.8,1.0
LMST02030089_10-11_0_0_ring,362.268953,,"331.22675300000003,313.21619300000003,295.20563300000003","331.22675300000003,313.21619300000003,295.20563300000003",181.1503362570227,191.1611882,
LMST02030090_9-10_0_0_ring,390.227482,,"359.18528200000003,341.17472200000003","359.18528200000003,341.17472200000003",60.0,193.6099335,
LMST02030091_6-7_0_0_ring,392.243132,,"361.200932,343.190372","361.200932,343.190372",60.0,196.7172207,
LMST02030093_15-16_0_0_ring,434.253695,,"403.211495,385.200935,367.190375","403.211495,385.200935,367.190375",61.59490967,208.2306154,
LMST02030097_10-11_0_0_ring,328.227091,,"297.184891,279.174331","297.184891,279.174331",223.19233156194767,186.4299265,
LMST02030103_10-11_0_0_ring,410.23371,,"379.19151,361.18095,343.17039","379.19151,361.18095,343.17039",78.1472938088877,201.8816559,
LMST02030104_10-11_0_0_ring,340.263475,,"309.22127500000005,291.21071500000005","309.22127500000005,291.21071500000005",433.9675322304488,183.7202434,
LMST02030104_17-18_0_0_chain,340.263475,"326.24783,308.23727",,"326.24783,308.23727",488.35070051588593,184.9676877,
LMST02030118_12-13_0_0_ring,414.263867,,383.221667,383.221667,309.78214511821744,202.1413945,
LMST02030118_15-16_0_0_ring,414.263867,,383.221667,383.221667,60.0,204.4507739,
LMST02030119_10-11_0_0_ring,342.24274,,"311.20054000000005,293.18998000000005","311.20054000000005,293.18998000000005",267.04244065381477,188.3743988,
LMST02030120_15-16_0_0_ring,432.238046,,"401.195846,383.185286","401.195846,383.185286",60.0,207.9638683,
LMST02030121_9-10_0_0_ring,516.331941,,"485.28974100000005,467.27918100000005,449.26862100000005","485.28974100000005,467.27918100000005,449.26862100000005",209.81655120534464,243.392672,
LMST02030122_15-16_0_0_ring,452.244273,,"421.20207300000004,403.19151300000004,385.18095300000004","421.20207300000004,403.19151300000004,385.18095300000004",108.79958318251798,206.822006,
LMST02030123_17-18_0_0_ring,464.244273,,"433.20207300000004,415.19151300000004,397.18095300000004","433.20207300000004,415.19151300000004,397.18095300000004",92.02192947532725,209.7744467,
LMST02030123_21-22_0_0_ring,464.244273,,"433.20207300000004,415.19151300000004,397.18095300000004","433.20207300000004,415.19151300000004,397.18095300000004",135.06421284403675,213.7731368,
LMST02030124_13-14_0_0_ring,414.263867,,383.221667,383.221667,796.3011697810102,208.6158178,
LMST02030125_0-1_0_0_chain,330.279124,"316.26348,298.25292",,"316.26348,298.25292",496.1601309702962,188.3697525,
LMST02030125_11-12_0_0_ring,330.279124,,"299.23692400000004,281.22636400000005","299.23692400000004,281.22636400000005",534.2512853290845,188.1768101,
LMST02030126_9-10_0_0_ring,492.259172,,"461.216972,443.206412,425.195852","461.216972,443.206412,425.195852",60.0,228.1227959,
LMST02030127_10-11_0_0_ring,314.247826,,"283.205626,265.195066","283.205626,265.195066",476.21429409977264,184.5380408,
LMST02030128_21-22_0_0_ring,518.311206,,"399.21659,430.25878,487.26901","399.21659,430.25878,487.26901",282.00688130776007,233.8289599,
LMST02030129_19-20_0_0_ring,490.316292,,"459.274092,441.263532,423.252972","459.274092,441.263532,423.252972",151.56078100091554,236.8195309,
LMST02030140_11-12_0_0_ring,378.263867,,"347.221667,329.211107,311.20054700000003","347.221667,329.211107,311.20054700000003",215.41158655129107,190.6510622,
LMST02030141_7-8_0_0_ring,378.263867,,"347.221667,329.211107,311.20054700000003","347.221667,329.211107,311.20054700000003",250.5834146809763,192.4023737,
LMST02030145_6-7_0_0_ring,390.227482,,359.185282,359.185282,60.0,193.2364081,
LMST02030147_10-11_0_0_ring,342.24274,,311.20054,311.20054,60.0,187.5227524,
LMST02030147_14-15_0_0_ring,342.24274,,311.20054,311.20054,60.0,191.0592913,
LMST02030148_10-11_0_0_ring,360.253303,,"329.21110300000004,311.20054300000004","329.21110300000004,311.20054300000004",60.0,190.9607502,
LMST02030149_11-12_0_0_ring,362.268953,,"331.22675300000003,313.21619300000003,295.20563300000003","331.22675300000003,313.21619300000003,295.20563300000003",189.30299469245182,194.3109469,
LMST02030150_9-10_0_0_ring,330.279124,,299.236924,299.236924,427.03138986686474,190.5845319,
LMST02030151_11-12_0_0_ring,362.268953,,"331.22675300000003,313.21619300000003,295.20563300000003","331.22675300000003,313.21619300000003,295.20563300000003",172.53704777862242,194.3109469,
LMST02030152_10-11_0_0_ring,346.274038,,"315.23183800000004,297.22127800000004","315.23183800000004,297.22127800000004",74.17154297132363,187.2573033,
LMST02030153_10-11_0_0_ring,346.274038,,"315.23183800000004,297.22127800000004","315.23183800000004,297.22127800000004",93.39028035562738,187.2573033,
LMST02030154_6-7_0_0_ring,388.248217,,"357.20601700000003,339.19545700000003,321.18489700000003","357.20601700000003,339.19545700000003,321.18489700000003",237.07519621317803,191.4470548,
LMST02030154_8-9_0_0_ring,388.248217,,"357.20601700000003,339.19545700000003,321.18489700000003","357.20601700000003,339.19545700000003,321.18489700000003",60.0,197.5053559,
LMST02030158_21-22_0_0_ring,404.243132,,"373.200932,355.190372,337.179812","373.200932,355.190372,337.179812",130.64463135239308,199.1348664,
LMST02030158_25-26_0_0_ring,404.243132,,"373.200932,355.190372,337.179812","373.200932,355.190372,337.179812",66.30382041973239,201.4155334,
LMST02030159_10-11_0_0_ring,344.258389,,313.216189,313.216189,60.0,188.0074835,
LMST02030160_10-11_0_0_ring,358.237654,,327.195454,327.195454,79.39851538882702,190.166503,
LMST02030161_11-12_0_0_ring,360.253303,,"329.21110300000004,311.20054300000004","329.21110300000004,311.20054300000004",60.0,194.9736424,
LMST02030163_10-11_0_0_ring,342.24274,,311.20054,311.20054,143.59542993648856,187.5178867,
LMST02030163_3-4_0_0_ring,342.24274,,311.20054,311.20054,227.8704234552548,187.7611856,
LMST02030164_3-4_0_0_ring,344.258389,,"313.21618900000004,295.20562900000004","313.21618900000004,295.20562900000004",208.0100522257127,187.0832112,
LMST02030164_9-10_0_0_ring,344.258389,,"313.21618900000004,295.20562900000004","313.21618900000004,295.20562900000004",163.82075891261084,183.0464267,
LMST02030165_8-9_0_0_ring,392.243132,,"361.200932,343.190372,325.179812","361.200932,343.190372,325.179812",60.0,192.7634952,
LMST02030166_8-9_0_0_ring,394.258781,,"363.216581,345.206021,327.195461","363.216581,345.206021,327.195461",222.61749129571683,194.2343708,
LMST02030167_7-8_0_0_ring,362.268953,,"331.22675300000003,313.21619300000003","331.22675300000003,313.21619300000003",201.82399832003273,189.553023,
LMST02030168_10-11_0_0_ring,360.253303,,"329.21110300000004,311.20054300000004","329.21110300000004,311.20054300000004",60.0,188.956752,
LMST02030169_10-11_0_0_ring,346.274038,,"315.23183800000004,297.22127800000004","315.23183800000004,297.22127800000004",102.56182715580447,187.2573033,
LMST02030171_12-13_0_0_ring,376.248217,,"345.20601700000003,327.19545700000003,309.18489700000003","345.20601700000003,327.19545700000003,309.18489700000003",60.0,195.107509,
LMST02030172_10-11_0_0_ring,362.268953,,"331.22675300000003,313.21619300000003,295.20563300000003","331.22675300000003,313.21619300000003,295.20563300000003",142.85346616960564,188.1512306,
LMST02030176_12-13_0_0_ring,374.268953,,"343.22675300000003,325.21619300000003","343.22675300000003,325.21619300000003",60.0,195.659635,
LMST02030177_11-12_0_0_ring,358.237654,,"327.19545400000004,309.18489400000004","327.19545400000004,309.18489400000004",60.0,189.237547,
LMST02030177_9-10_0_0_ring,358.237654,,"327.19545400000004,309.18489400000004","327.19545400000004,309.18489400000004",88.25152758843453,194.2716601,
LMST02030178_21-22_0_0_ring,404.243132,,"373.200932,355.190372,337.179812","373.200932,355.190372,337.179812",102.70640664397914,199.1348664,
LMST02030178_25-26_0_0_ring,404.243132,,"373.200932,355.190372,337.179812","373.200932,355.190372,337.179812",60.0,201.4155334,
LMST02030179_13-14_0_0_ring,390.227482,,"359.18528200000003,341.17472200000003,323.16416200000003","359.18528200000003,341.17472200000003,323.16416200000003",138.71006394100993,196.1150506,
LMST02030179_9-10_0_0_ring,390.227482,,"359.18528200000003,341.17472200000003,323.16416200000003","359.18528200000003,341.17472200000003,323.16416200000003",70.48799432488599,194.7121358,
LMST02030180_13-14_0_0_ring,388.211833,,"357.16963300000003,339.15907300000003","357.16963300000003,339.15907300000003",60.0,196.4747297,
LMST02030180_9-10_0_0_ring,388.211833,,"357.16963300000003,339.15907300000003","357.16963300000003,339.15907300000003",60.0,194.5921119,
LMST02030181_8-9_0_0_ring,360.253303,,"329.21110300000004,311.20054300000004","329.21110300000004,311.20054300000004",115.36658671826234,194.7132303,
LMST02030182_11-12_0_0_ring,360.253303,,"329.21110300000004,311.20054300000004","329.21110300000004,311.20054300000004",60.0,191.0878134,
LMST02030183_11-12_0_0_ring,362.268953,,"331.22675300000003,313.21619300000003,295.20563300000003","331.22675300000003,313.21619300000003,295.20563300000003",185.77812339216894,194.3109469,
LMST02030184_10-11_0_0_ring,360.253303,,"329.21110300000004,311.20054300000004","329.21110300000004,311.20054300000004",60.0,188.956752,
LMST02030186_9-10_0_0_ring,376.248217,,"345.20601700000003,327.19545700000003","345.20601700000003,327.19545700000003",60.0,191.3898097,
LMST02030189_9-10_0_0_ring,406.258781,,"375.216581,357.206021,339.195461","375.216581,357.206021,339.195461",189.34755482702684,197.129443,
LMST02030190_9-10_0_0_ring,404.243132,,"373.200932,355.190372,337.179812","373.200932,355.190372,337.179812",60.0,196.8177697,
LMST02030192_9-10_0_0_ring,374.232568,,343.190368,343.190368,60.0,191.3235921,
LMST02030193_6-7_0_0_ring,408.238046,,"377.195846,359.185286,341.174726","377.195846,359.185286,341.174726",60.0,203.2702363,
LMST02030194_6-7_0_0_ring,406.222396,,"375.180196,357.169636,339.159076","375.180196,357.169636,339.159076",60.0,204.3258975,
LMST02030195_11-12_0_0_ring,376.248217,,"345.20601700000003,327.19545700000003,309.18489700000003","345.20601700000003,327.19545700000003,309.18489700000003",60.0,191.6094246,
LMST02030201_10-11_0_0_ring,346.274038,,"315.23183800000004,297.22127800000004","315.23183800000004,297.22127800000004",140.76845912447416,189.279226,
LMST02030205_9-10_0_0_ring,348.289688,,"317.24748800000003,299.23692800000003,281.22636800000004","317.24748800000003,299.23692800000003,281.22636800000004",308.645978046021,183.7033621,
LMST02030206_9-10_0_0_ring,348.289688,,"317.24748800000003,299.23692800000003,281.22636800000004","317.24748800000003,299.23692800000003,281.22636800000004",305.45526239946395,183.7033621,
LMST02030208_19-20_0_0_ring,362.268953,,"331.22675300000003,313.21619300000003,295.20563300000003","331.22675300000003,313.21619300000003,295.20563300000003",214.39102151389937,186.0335889,
LMST02030209_0-1_0_0_chain,342.24274,328.22709,,328.22709,372.8562109350887,189.6351647,
LMST02030209_13-14_0_0_ring,342.24274,,311.20054,311.20054,307.3959267867209,187.712435,
LMST02030209_9-10_0_0_ring,342.24274,,311.20054,311.20054,231.49832638107242,191.3647556,
LMST02030210_0-1_0_0_chain,316.263475,"302.24783,284.23727",,"302.24783,284.23727",470.55292664379044,184.4559808,
LMST02030210_7-8_0_0_ring,316.263475,,"285.22127500000005,267.21071500000005","285.22127500000005,267.21071500000005",212.8549260375584,178.4625657,
LMST02030211_19-20_0_0_ring,364.284602,,"333.242402,315.23184200000003,297.22128200000003","333.242402,315.23184200000003,297.22128200000003",448.01079854128335,186.5277114,
LMST02030212_0-1_0_0_chain,476.231242,"462.21559,444.20503,426.19447",,"462.21559,444.20503,426.19447",417.7121081253105,235.0265556,
LMST02030213_0-1_0_0_chain,460.236328,"446.22068,428.21012,410.19956",,"446.22068,428.21012,410.19956",354.30742981425533,235.0265556,
LMST02030214_0-1_0_0_chain,460.236328,"446.22068,428.21012,410.19956",,"446.22068,428.21012,410.19956",376.87689389622346,235.0265556,
LMST02030215_0-1_0_0_chain,432.310814,418.29516,,418.29516,819.6843458901915,217.6263762,
LMST02030216_0-1_0_0_chain,430.295165,416.27952,,416.27952,776.017414312499,216.5554365,
LMST02030216_20-21_0_0_ring,430.295165,,399.252965,399.252965,815.6804834330717,219.0722357,
LMST02030217_9-10_0_0_ring,654.384757,,"623.342557,605.331997,587.3214370000001","623.342557,605.331997,587.3214370000001",423.9062307395362,264.943269,
LMST02030218_9-10_0_0_ring,654.384757,,"623.342557,605.331997,587.3214370000001","623.342557,605.331997,587.3214370000001",418.0582077129317,266.1976252,
LMST02030219_9-10_0_0_ring,800.44266,,"769.4004600000001,751.3899,733.3793400000001","769.4004600000001,751.3899,733.3793400000001",459.4340139918352,287.0169992,
LMST02030220_7-8_0_0_ring,830.453223,,"799.411023,781.400463,763.389903","799.411023,781.400463,763.389903",476.8646342221193,289.5544741,
LMST02030222_12-13_0_0_ring,394.258781,,"363.216581,345.206021,327.195461","363.216581,345.206021,327.195461",86.89317555022771,191.2371766,
LMST02030223_9-10_0_0_ring,392.243132,,"361.200932,343.190372,325.179812","361.200932,343.190372,325.179812",135.10926973282022,190.6984115,
LMST02030224_9-10_0_0_ring,392.243132,,"361.200932,343.190372,325.179812","361.200932,343.190372,325.179812",144.16651290122394,190.6984115,
LMST02030225_9-10_0_0_ring,390.227482,,"359.18528200000003,341.17472200000003","359.18528200000003,341.17472200000003",73.44485692997999,190.2950804,
LMST02030226_13-14_0_0_ring,434.217311,,"403.175111,385.164551,367.153991","403.175111,385.164551,367.153991",60.0,202.3297323,
LMST02030226_9-10_0_0_ring,434.217311,,"403.175111,385.164551,367.153991","403.175111,385.164551,367.153991",60.0,200.7143154,
LMST02030235_8-9_0_0_ring,420.238046,,"389.195846,371.185286,353.174726","389.195846,371.185286,353.174726",60.0,205.0267083,
LMST02030236_17-18_0_0_ring,462.248609,,"431.206409,413.195849,395.185289","431.206409,413.195849,395.185289",67.16650391,213.1745234,
LMST02030237_17-18_0_0_ring,460.23296,,"429.19076,411.1802","429.19076,411.1802",60.0,210.4766718,
LMST02030238_14-15_0_0_ring,460.23296,,"429.19076,411.1802,393.16964","429.19076,411.1802,393.16964",321.3343898565905,210.6249167,
LMST02030238_17-18_0_0_ring,460.23296,,"429.19076,411.1802","429.19076,411.1802",60.0,207.6156373,
LMST02030239_7-8_0_0_ring,404.243132,,"373.200932,355.190372","373.200932,355.190372",100.29075472694412,201.1296994,
LMST02030240_5-6_0_0_ring,402.227482,,"371.18528200000003,353.17472200000003","371.18528200000003,353.17472200000003",356.7740076710734,195.7745342,
LMST02030240_7-8_0_0_ring,402.227482,,"371.18528200000003,353.17472200000003","371.18528200000003,353.17472200000003",64.63116455,200.5629552,
LMST02030241_7-8_0_0_ring,422.253695,,"391.211495,373.200935,355.190375","391.211495,373.200935,355.190375",89.22452051439753,203.5173939,
LMST02030242_1-2_0_0_chain,462.321378,"102.05495,130.08625,333.24241,434.29008",,"102.05495,130.08625,333.24241,434.29008",65.99438477,221.0687279,
LMST02030243_11-12_0_0_ring,374.232568,,"343.19036800000003,325.17980800000004,307.16924800000004","343.19036800000003,325.17980800000004,307.16924800000004",60.0,184.3234757,
LMST02030243_9-10_0_0_ring,374.232568,,"343.19036800000003,325.17980800000004,307.16924800000004","343.19036800000003,325.17980800000004,307.16924800000004",94.58287528268721,189.8816632,
LMST02030244_3-4_0_0_ring,654.384757,,"623.342557,605.331997,587.3214370000001","623.342557,605.331997,587.3214370000001",489.30018093647686,268.4947647,
LMST02030245_3-4_0_0_ring,654.384757,,"623.342557,605.331997,587.3214370000001","623.342557,605.331997,587.3214370000001",495.3432873715764,268.1540536,
LMST02030246_3-4_0_0_ring,640.369108,,"609.326908,591.316348,573.305788","609.326908,591.316348,573.305788",467.1557143460034,266.0080374,
LMST02030247_3-4_0_0_ring,802.421925,,"771.379725,753.369165,735.358605","771.379725,753.369165,735.358605",491.20912447992896,288.1176206,
LMST02030248_0-1_0_0_chain,682.379671,"639.33748,668.36402,669.37185",,"639.33748,668.36402,669.37185",481.24472717644187,275.0838746,
LMST02030249_7-8_0_0_ring,376.248217,,"345.20601700000003,327.19545700000003,309.18489700000003","345.20601700000003,327.19545700000003,309.18489700000003",60.0,188.8975604,
LMST02030250_7-8_0_0_ring,378.263867,,"347.221667,329.211107,311.20054700000003","347.221667,329.211107,311.20054700000003",211.10624652083052,188.7982728,
LMST02030251_21-22_0_0_ring,390.227482,,"359.18528200000003,341.17472200000003,323.16416200000003","359.18528200000003,341.17472200000003,323.16416200000003",85.8765851875424,185.8641472,
LMST02030251_5-6_0_0_ring,390.227482,,"359.18528200000003,341.17472200000003,323.16416200000003","359.18528200000003,341.17472200000003,323.16416200000003",60.0,186.6060796,
LMST02030251_7-8_0_0_ring,390.227482,,"359.18528200000003,341.17472200000003,323.16416200000003","359.18528200000003,341.17472200000003,323.16416200000003",118.20029586578383,191.4103597,
LMST02030252_10-11_0_0_ring,372.253303,,341.211103,341.211103,60.0,199.5859039,
LMST02030252_1-2_0_0_chain,372.253303,344.222,,344.222,60.0,195.917662,
LMST02030253_6-7_0_0_ring,360.253303,,"329.21110300000004,311.20054300000004,293.18998300000004","329.21110300000004,311.20054300000004,293.18998300000004",263.1840364491215,188.3126787,
LMST02030253_8-9_0_0_ring,360.253303,,"329.21110300000004,311.20054300000004,293.18998300000004","329.21110300000004,311.20054300000004,293.18998300000004",126.07792412568571,192.7805584,
LMST02030254_11-12_0_0_ring,372.216919,,"341.17471900000004,323.16415900000004","341.17471900000004,323.16415900000004",60.0,189.7601762,
LMST02030254_9-10_0_0_ring,372.216919,,"341.17471900000004,323.16415900000004","341.17471900000004,323.16415900000004",60.0,193.6365812,
LMST02030255_11-12_0_0_ring,372.216919,,"341.17471900000004,323.16415900000004","341.17471900000004,323.16415900000004",60.0,189.7601762,
LMST02030255_9-10_0_0_ring,372.216919,,"341.17471900000004,323.16415900000004","341.17471900000004,323.16415900000004",60.0,193.6365812,
LMST02030256_11-12_0_0_ring,372.216919,,"341.17471900000004,323.16415900000004","341.17471900000004,323.16415900000004",60.0,190.0622475,
LMST02030256_9-10_0_0_ring,372.216919,,"341.17471900000004,323.16415900000004","341.17471900000004,323.16415900000004",60.0,193.7563458,
LMST02030257_10-11_0_0_ring,356.222005,,325.179805,325.179805,60.0,185.7434603,
LMST02030257_8-9_0_0_ring,356.222005,,325.179805,325.179805,60.0,190.6021266,
LMST02030258_7-8_0_0_ring,358.20127,,"327.15907000000004,309.14851000000004","327.15907000000004,309.14851000000004",60.0,181.0247023,
LMST02030258_9-10_0_0_ring,358.20127,,"327.15907000000004,309.14851000000004","327.15907000000004,309.14851000000004",60.0,185.4277852,
LMST02030259_7-8_0_0_ring,372.216919,,341.174719,341.174719,60.0,188.2263591,
LMST02030259_9-10_0_0_ring,372.216919,,341.174719,341.174719,60.0,192.4172915,
LMST02030260_10-11_0_0_ring,356.222005,,"325.17980500000004,307.16924500000005","325.17980500000004,307.16924500000005",60.0,189.7906207,
LMST02030260_3-4_0_0_ring,356.222005,,"325.17980500000004,307.16924500000005","325.17980500000004,307.16924500000005",60.0,186.1072593,
LMST02030260_8-9_0_0_ring,356.222005,,"325.17980500000004,307.16924500000005","325.17980500000004,307.16924500000005",60.0,189.8888467,
LMST02030261_7-8_0_0_ring,374.232568,,"343.19036800000003,325.17980800000004,307.16924800000004","343.19036800000003,325.17980800000004,307.16924800000004",60.0,188.0886874,
LMST02030261_9-10_0_0_ring,374.232568,,"343.19036800000003,325.17980800000004,307.16924800000004","343.19036800000003,325.17980800000004,307.16924800000004",60.0,192.2820789,
LMST02030262_12-13_0_0_ring,520.326855,,"489.28465500000004,471.27409500000005,453.26353500000005","489.28465500000004,471.27409500000005,453.26353500000005",222.10410355445725,231.4883544,
LMST02030262_27-28_0_0_chain,520.326855,"100.11207,158.11755,363.21659,450.24861",,"100.11207,158.11755,363.21659,450.24861",170.3524870996807,227.8318533,
LMST02030263_10-11_0_0_ring,364.284602,,"333.242402,315.23184200000003,297.22128200000003","333.242402,315.23184200000003,297.22128200000003",391.2288478699985,191.573003,
LMST02030265_9-10_0_0_ring,392.243132,,"361.200932,343.190372,325.179812","361.200932,343.190372,325.179812",60.0,196.3157798,
LMST02030266_9-10_0_0_ring,392.243132,,"361.200932,343.190372,325.179812","361.200932,343.190372,325.179812",60.0,196.3157798,
LMST02030269_10-11_0_0_ring,408.238046,,"377.195846,359.185286,341.174726","377.195846,359.185286,341.174726",60.0,201.436671,
LMST02030270_9-10_0_0_ring,394.258781,,"363.216581,345.206021,327.195461","363.216581,345.206021,327.195461",197.4233588132181,196.7406099,
LMST02030271_9-10_0_0_ring,394.258781,,"363.216581,345.206021,327.195461","363.216581,345.206021,327.195461",199.7286509117459,196.7406099,
LMST03010001_0-1_0_0_chain,426.37302,"412.35737,394.34681",,"412.35737,394.34681",525.2465553291622,226.5894044,
LMST03010001_22-23_0_0_chain,426.37302,"342.27912,324.26856,114.12772",,"342.27912,324.26856,114.12772",539.61622049278,223.0983339,
LMST03010001_7-8_0_0_chain,426.37302,"140.10698,122.09642,316.29986",,"140.10698,122.09642,316.29986",581.1921516102526,220.3,1.0
LMST03010001_9-10_0_0_chain,426.37302,"290.28421,166.12263,148.11207",,"290.28421,166.12263,148.11207",581.1921516102526,225.0089218,
LMST03010007_0-1_0_0_chain,475.35301,"461.33736,443.3268,425.31624",,"461.33736,443.3268,425.31624",430.1857509535981,226.3453675,
LMST03010007_2-3_0_0_chain,475.35301,"156.1019,138.09134,120.08078,349.28494,331.27438",,"156.1019,138.09134,120.08078,349.28494,331.27438",279.86765040379566,223.0076866,
LMST03010007_4-5_0_0_chain,475.35301,"323.26929,305.25873,182.11755,164.10699,146.09643",,"323.26929,305.25873,182.11755,164.10699,146.09643",464.93005966023395,223.5601045,
LMST03010008_0-1_0_0_chain,550.311405,"536.29576,518.2852,500.27464",,"536.29576,518.2852,500.27464",522.6994935211853,238.8182905,
LMST03010008_22-23_0_0_chain,550.311405,"342.27912,324.26856,238.0661,220.05554",,"342.27912,324.26856,238.0661,220.05554",541.4421256336295,236.7947197,
LMST03010008_7-8_0_0_chain,550.311405,"140.10698,122.09642,440.23824,422.22768",,"140.10698,122.09642,440.23824,422.22768",537.9630453513353,235.569272,
LMST03010008_9-10_0_0_chain,550.311405,"414.2226,396.21204,166.12263,148.11207",,"414.2226,396.21204,166.12263,148.11207",526.9617216806514,237.3408142,
LMST03010009_0-1_0_0_chain,550.311405,"536.29576,518.2852,500.27464",,"536.29576,518.2852,500.27464",509.38331942587365,238.8182905,
LMST03010009_22-23_0_0_chain,550.311405,"342.27912,324.26856,238.0661,220.05554",,"342.27912,324.26856,238.0661,220.05554",530.4678111720107,236.7947197,
LMST03010009_7-8_0_0_chain,550.311405,"140.10698,122.09642,440.23824,422.22768",,"140.10698,122.09642,440.23824,422.22768",519.7893832068921,235.569272,
LMST03010009_9-10_0_0_chain,550.311405,"414.2226,396.21204,166.12263,148.11207",,"414.2226,396.21204,166.12263,148.11207",515.1382945488729,237.3408142,
LMST03010010_0-1_0_0_chain,496.339669,"482.32402,464.31346,446.3029",,"482.32402,464.31346,446.3029",514.3758739554952,227.4985484,
LMST03010010_22-23_0_0_chain,496.339669,"342.27912,324.26856,184.09437,166.08381",,"342.27912,324.26856,184.09437,166.08381",511.55128566687574,225.8773316,
LMST03010010_7-8_0_0_chain,496.339669,"140.10698,122.09642,386.26651,368.25595",,"140.10698,122.09642,386.26651,368.25595",511.57734651078783,224.3219685,
