LMID,MZ,diagIonsInChian,diagIonsInRing,MS2,RT,CCS,Standard
LMST01010001_14-15_0_0_ring,416.388669,,"385.346469,367.335909","385.346469,367.335909",617.3053911022838,217.1,1.0
LMST01010012_15-16_0_0_ring,430.367934,,"399.325734,381.315174","399.325734,381.315174",504.95452562806804,223.7587483,
LMST01010013_15-16_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",544.1077636143106,218.5,1.0
LMST01010014_14-15_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",606.2353203874985,222.7225659,
LMST01010015_15-16_0_0_ring,414.37302,,383.33082,383.33082,674.9485469591483,226.223469,
LMST01010016_1-3_0_0_chain,414.37302,"372.32607,354.31551",,"372.32607,354.31551",446.2299824276162,220.5,1.0
LMST01010016_14-15_0_0_ring,414.37302,,"383.33082,365.32026","383.33082,365.32026",501.2586083696108,219.9,1.0
LMST01010017_1-3_0_0_chain,456.419967,"414.37302,396.36246",,"414.37302,396.36246",544.1077636143106,231.9,1.0
LMST01010017_13-14_0_0_ring,456.419967,,"425.377767,407.367207","425.377767,407.367207",453.30255563302046,226.07303,
LMST01010018_15-16_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",472.4544998161316,219.0313709,
LMST01010019_15-16_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",492.55887874371285,222.6193457,
LMST01010047_25-26_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",612.0799796199626,220.9370215,
LMST01010049_15-16_0_0_ring,430.367934,,"399.325734,381.315174","399.325734,381.315174",268.92315452903415,223.9,1.0
LMST01010054_15-16_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",573.3388570756096,219.1454039,
LMST01010057_15-16_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",565.5866398869807,221.5000414,
LMST01010058_15-16_0_0_ring,412.35737,,381.31517,381.31517,437.102145377619,221.1940971,
LMST01010058_17-18_0_0_ring,412.35737,,381.31517,381.31517,741.6810308904517,222.6960967,
LMST01010059_13-14_0_0_ring,412.35737,,381.31517,381.31517,866.6664679123951,220.0279622,
LMST01010059_15-16_0_0_ring,412.35737,,381.31517,381.31517,564.7552872155223,225.1338745,
LMST01010066_12-13_0_0_ring,414.37302,,"383.33082,365.32026","383.33082,365.32026",595.7009276721669,221.347121,
LMST01010066_1-3_0_0_chain,414.37302,"372.32607,354.31551",,"372.32607,354.31551",414.48304751314856,219.192491,
LMST01010069_12-13_0_0_ring,414.37302,,"383.33082,365.32026","383.33082,365.32026",525.7157754549416,210.4,1.0
LMST01010069_14-15_0_0_ring,414.37302,,"383.33082,365.32026","383.33082,365.32026",525.7157754549416,210.4,1.0
LMST01010081_14-15_0_0_ring,416.388669,,"385.346469,367.335909","385.346469,367.335909",598.9122249579748,221.3208256,
LMST01010086_15-16_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",558.848722048837,219.1454039,
LMST01010087_13-14_0_0_ring,458.435616,,"427.393416,409.382856","427.393416,409.382856",590.5950456471688,227.295512,
LMST01010088_15-16_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",552.5338803039652,221.5000414,
LMST01010089_12-13_0_0_ring,416.388669,,"385.346469,367.335909","385.346469,367.335909",599.764674777583,219.4,1.0
LMST01010094_12-13_0_0_ring,430.404318,,"399.362118,381.351558","399.362118,381.351558",823.5049956538612,222.9738657,
LMST01010095_14-15_0_0_ring,414.37302,,"383.33082,365.32026","383.33082,365.32026",541.5413548966649,217.4541627,
LMST01010095_4-5_0_0_chain,414.37302,"100.11207,344.29477,326.28421",,"100.11207,344.29477,326.28421",485.3115298327884,217.9978303,
LMST01010096_12-13_0_0_ring,416.388669,,"385.346469,367.335909","385.346469,367.335909",590.515002509087,220.1217634,
LMST01010097_11-12_0_0_ring,416.388669,,"385.346469,367.335909","385.346469,367.335909",590.0444421490138,219.0715714,
LMST01010099_4-5_0_0_chain,416.388669,"100.11207,346.31042,328.29986",,"100.11207,346.31042,328.29986",497.51255972720577,219.7793103,
LMST01010100_16-17_0_0_ring,446.362848,,"415.320648,397.310088,379.299528","415.320648,397.310088,379.299528",500.48449460083987,218.6143509,
LMST01010101_16-17_0_0_ring,448.378497,,"417.336297,399.325737,381.315177","417.336297,399.325737,381.315177",599.8027125431978,220.4550419,
LMST01010103_22-23_0_0_ring,604.347982,,"573.305782,555.295222,537.284662","573.305782,555.295222,537.284662",60.0,242.7943207,
LMST01010103_7-8_0_0_chain,604.347982,"144.1019,490.27991,472.26935,454.25879",,"144.1019,490.27991,472.26935,454.25879",60.0,241.8864968,
LMST01010104_22-23_0_0_ring,588.353067,,"557.310867,539.300307,521.289747","557.310867,539.300307,521.289747",60.0,242.9446788,
LMST01010104_7-8_0_0_chain,588.353067,"144.1019,474.28499,456.27443,438.26387",,"144.1019,474.28499,456.27443,438.26387",60.0,242.2776331,
LMST01010105_22-23_0_0_ring,590.368717,,"559.326517,541.3159569999999,523.305397","559.326517,541.3159569999999,523.305397",303.0572575477198,242.1020506,
LMST01010105_7-8_0_0_chain,590.368717,"144.1019,476.30064,458.29008,440.27952",,"144.1019,476.30064,458.29008,440.27952",168.00527442022832,242.1568076,
LMST01010106_19-20_0_0_ring,546.342504,,"515.300304,497.2897439999999,479.279184","515.300304,497.2897439999999,479.279184",60.0,235.3927073,
LMST01010106_4-5_0_0_chain,546.342504,"102.09133,474.28499,456.27443,438.26387",,"102.09133,474.28499,456.27443,438.26387",60.0,229.1971503,
LMST01010107_22-23_0_0_ring,586.337418,,"555.295218,537.2846579999999,519.274098","555.295218,537.2846579999999,519.274098",63.722255985425285,241.2956942,
LMST01010107_25-26_0_0_ring,586.337418,,"555.295218,537.2846579999999,519.274098","555.295218,537.2846579999999,519.274098",60.0,240.9962392,
LMST01010107_7-8_0_0_chain,586.337418,"144.1019,472.26934,454.25878,436.24822",,"144.1019,472.26934,454.25878,436.24822",60.0,241.2212028,
LMST01010108_19-20_0_0_ring,548.358153,,"517.315953,499.305393,481.29483300000004","517.315953,499.305393,481.29483300000004",214.65915818182455,235.9145224,
LMST01010108_4-5_0_0_chain,548.358153,"102.09133,476.30064,458.29008,440.27952",,"102.09133,476.30064,458.29008,440.27952",180.4853200426347,229.6427278,
LMST01010109_9-10_0_0_ring,564.353067,,"533.310867,515.300307,497.28974700000003","533.310867,515.300307,497.28974700000003",60.0,236.8250918,
LMST01010110_19-20_0_0_ring,544.326855,,"513.284655,495.274095,477.26353500000005","513.284655,495.274095,477.26353500000005",60.0,233.7484546,
LMST01010110_22-23_0_0_ring,544.326855,,"513.284655,495.274095,477.26353500000005","513.284655,495.274095,477.26353500000005",60.0,227.374269,
LMST01010110_4-5_0_0_chain,544.326855,"102.09133,472.26934,454.25878,436.24822",,"102.09133,472.26934,454.25878,436.24822",60.0,232.840817,
LMST01010111_5-7_0_0_ring,562.337418,,"531.295218,513.2846579999999,495.274098","531.295218,513.2846579999999,495.274098",60.0,235.3595827,
LMST01010111_9-10_0_0_ring,562.337418,,"531.295218,513.2846579999999,495.274098","531.295218,513.2846579999999,495.274098",60.0,235.116337,
LMST01010112_19-20_0_0_ring,546.342504,,"515.300304,497.2897439999999,479.279184","515.300304,497.2897439999999,479.279184",60.0,227.526524,
LMST01010112_22-23_0_0_ring,546.342504,,"515.300304,497.2897439999999,479.279184","515.300304,497.2897439999999,479.279184",60.0,232.9272558,
LMST01010113_19-20_0_0_ring,548.358153,,"517.315953,499.305393,481.29483300000004","517.315953,499.305393,481.29483300000004",229.83879806616133,235.9145224,
LMST01010113_4-5_0_0_chain,548.358153,"102.09133,476.30064,458.29008,440.27952",,"102.09133,476.30064,458.29008,440.27952",194.40187637140062,229.6427278,
LMST01010114_19-20_0_0_ring,550.373803,,"519.331603,501.3210429999999,483.310483","519.331603,501.3210429999999,483.310483",204.00377705289088,229.7474073,
LMST01010115_22-23_0_0_ring,590.368717,,"559.326517,541.3159569999999,523.305397","559.326517,541.3159569999999,523.305397",269.3735060741835,243.0793447,
LMST01010115_7-8_0_0_chain,590.368717,"144.1019,476.30064,458.29008,440.27952",,"144.1019,476.30064,458.29008,440.27952",228.64766267256442,242.8508336,
LMST01010116_17-18_0_0_ring,528.331941,,"497.28974100000005,479.27918100000005","497.28974100000005,479.27918100000005",60.0,223.5925418,
LMST01010116_20-21_0_0_ring,528.331941,,"497.28974100000005,479.27918100000005,461.26862100000005","497.28974100000005,479.27918100000005,461.26862100000005",60.0,224.8950556,
LMST01010120_12-13_0_0_ring,460.342113,,"429.299913,411.289353","429.299913,411.289353",537.7461648580332,219.5588877,
LMST01010121_12-13_0_0_ring,412.35737,,"381.31517,363.30461","381.31517,363.30461",591.1701470256464,221.4497744,
LMST01010121_1-3_0_0_chain,412.35737,"370.31042,352.29986",,"370.31042,352.29986",416.7952504065606,217.3422653,
LMST01010121_14-15_0_0_ring,412.35737,,"381.31517,363.30461","381.31517,363.30461",395.7636889633347,218.5382186,
LMST01010122_12-13_0_0_ring,430.367934,,"399.325734,381.315174,363.304614","399.325734,381.315174,363.304614",623.7422625587325,218.0186763,
LMST01010122_14-15_0_0_ring,430.367934,,"399.325734,381.315174,363.304614","399.325734,381.315174,363.304614",568.8619843125697,218.1304237,
LMST01010123_15-16_0_0_ring,448.378497,,"417.336297,399.325737,381.315177","417.336297,399.325737,381.315177",479.83893267714245,218.4833463,
LMST01010124_1-3_0_0_chain,472.414881,"430.36793,412.35737",,"430.36793,412.35737",373.2093078201179,232.7551035,
LMST01010124_14-15_0_0_ring,472.414881,,"441.372681,423.362121","441.372681,423.362121",585.9077053370921,229.928265,
LMST01010128_16-17_0_0_ring,448.378497,,"417.336297,399.325737,381.315177","417.336297,399.325737,381.315177",479.8708711897343,222.7374197,
LMST01010129_16-17_0_0_ring,448.378497,,"417.336297,399.325737,381.315177","417.336297,399.325737,381.315177",540.4993543754584,222.8444326,
LMST01010131_16-17_0_0_ring,448.378497,,"417.336297,399.325737,381.315177","417.336297,399.325737,381.315177",482.1673692190172,221.3757427,
LMST01010132_15-17_0_0_ring,448.378497,,"417.336297,399.325737,381.315177","417.336297,399.325737,381.315177",532.6149710457752,219.9973645,
LMST01010133_15-16_0_0_ring,430.367934,,"399.325734,381.315174","399.325734,381.315174",446.48101272677246,222.5554301,
LMST01010136_13-14_0_0_ring,430.404318,,"399.362118,381.351558","399.362118,381.351558",795.0132147856434,221.4504758,
LMST01010137_14-15_0_0_ring,430.404318,,"399.362118,381.351558","399.362118,381.351558",436.3711916811279,225.2639948,
LMST01010138_14-15_0_0_ring,430.404318,,"399.362118,381.351558","399.362118,381.351558",495.84167368815383,225.2639948,
LMST01010141_13-14_0_0_ring,456.419967,,"425.377767,407.367207","425.377767,407.367207",603.8504636503133,224.1672526,
LMST01010141_26-27_0_0_ring,456.419967,,"425.377767,407.367207","425.377767,407.367207",585.6684577049746,224.2804201,
LMST01010142_1-3_0_0_chain,456.419967,"414.37302,396.36246",,"414.37302,396.36246",518.10027780122,233.706246,
LMST01010142_26-27_0_0_ring,456.419967,,"425.377767,407.367207","425.377767,407.367207",591.8324078108186,225.7310431,
LMST01010143_1-3_0_0_chain,442.404318,"400.35737,382.34681",,"400.35737,382.34681",542.8546277431985,230.6722486,
LMST01010143_13-14_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",603.4433835553417,223.2035178,
LMST01010149_10-11_0_0_ring,440.388669,,"409.346469,391.335909","409.346469,391.335909",462.0686501894238,231.1478878,
LMST01010149_12-13_0_0_ring,440.388669,,"409.346469,391.335909","409.346469,391.335909",568.0337804060531,225.2498002,
LMST01010149_1-3_0_0_chain,440.388669,"398.34172,380.33116",,"398.34172,380.33116",409.8997232451163,222.7147885,
LMST01010152_12-13_0_0_ring,458.362848,,"427.320648,409.310088,391.299528","427.320648,409.310088,391.299528",519.8630253674639,224.0823771,
LMST01010152_1-3_0_0_chain,458.362848,"416.3159,398.30534,380.29478",,"416.3159,398.30534,380.29478",272.2400996990899,218.4463388,
LMST01010158_17-18_0_0_ring,542.332332,,"511.29013199999997,493.2795719999999,475.269012","511.29013199999997,493.2795719999999,475.269012",240.37981359623583,226.6920723,
LMST01010164_15-16_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",509.8656632675111,222.6193457,
LMST01010167_12-13_0_0_ring,426.37302,,395.33082,395.33082,555.7308819059685,225.1837047,
LMST01010167_1-3_0_0_chain,426.37302,384.32607,,384.32607,339.10336612777706,223.4788411,
LMST01010168_12-13_0_0_ring,412.35737,,381.31517,381.31517,591.0045188117505,221.8538978,
LMST01010168_1-3_0_0_chain,412.35737,370.31042,,370.31042,428.7675168257849,221.0033703,
LMST01010169_12-13_0_0_ring,444.383583,,"413.341383,395.330823,377.320263","413.341383,395.330823,377.320263",605.3340007908608,228.7686316,
LMST01010169_1-3_0_0_chain,444.383583,"402.33664,384.32608,366.31552",,"402.33664,384.32608,366.31552",441.46998539313677,221.5001852,
LMST01010170_10-11_0_0_ring,456.383583,,"425.341383,407.330823","425.341383,407.330823",535.3143931543506,229.5284398,
LMST01010170_23-24_0_0_chain,456.383583,"414.33664,396.32608",,"414.33664,396.32608",206.49932652201346,223.2699938,
LMST01010171_12-13_0_0_ring,442.367934,,"411.325734,393.315174","411.325734,393.315174",583.0923413305735,228.6031916,
LMST01010171_1-3_0_0_chain,442.367934,"400.32099,382.31043",,"400.32099,382.31043",362.3991138101814,222.3672954,
LMST01010172_15-16_0_0_ring,492.331941,,"461.289741,443.279181,425.268621","461.289741,443.279181,425.268621",109.56017828478329,225.1770414,
LMST01010173_14-15_0_0_ring,578.441485,,"547.399285,529.3887249999999,511.37816499999997","547.399285,529.3887249999999,511.37816499999997",598.6319796159528,261.115642,
LMST01010175_12-13_0_0_ring,474.394146,,"443.351946,425.341386","443.351946,425.341386",587.5934601098855,226.5191265,
LMST01010176_12-13_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",591.2198354382249,232.9431486,
LMST01010176_1-3_0_0_chain,442.404318,"400.35737,382.34681",,"400.35737,382.34681",372.31764027013185,224.4614007,
LMST01010177_17-18_0_0_ring,542.332332,,"511.29013199999997,493.2795719999999,475.269012","511.29013199999997,493.2795719999999,475.269012",219.05827608633828,226.1991885,
LMST01010178_17-18_0_0_ring,542.332332,,"511.29013199999997,493.2795719999999,475.269012","511.29013199999997,493.2795719999999,475.269012",233.30827211450537,226.6920723,
LMST01010179_13-14_0_0_ring,446.362848,,"415.320648,397.310088,379.299528","415.320648,397.310088,379.299528",486.4731979854853,218.9167491,
LMST01010180_15-16_0_0_ring,492.331941,,"461.289741,443.279181,425.268621","461.289741,443.279181,425.268621",145.70701780886827,225.515324,
LMST01010181_20-21_0_0_ring,574.313919,,"543.2717190000001,525.261159,507.2505990000001","543.2717190000001,525.261159,507.2505990000001",280.49049914176544,235.0265551,
LMST01010182_15-16_0_0_ring,478.352676,,"447.310476,429.299916,411.289356","447.310476,429.299916,411.289356",331.3562268550748,222.7872722,
LMST01010183_19-20_0_0_ring,558.319005,,"527.276805,509.2662449999999,491.25568499999997","527.276805,509.2662449999999,491.25568499999997",394.5540663183705,235.0265551,
LMST01010184_17-18_0_0_ring,526.337418,,"495.295218,477.284658,459.274098","495.295218,477.284658,459.274098",253.9117249605277,227.491921,
LMST01010185_20-21_0_0_ring,590.308833,,"559.2666330000001,541.256073,523.2455130000001","559.2666330000001,541.256073,523.2455130000001",288.4998021256055,235.0265551,
LMST01010186_16-17_0_0_ring,510.342504,,"479.30030400000004,461.28974400000004,443.27918400000004","479.30030400000004,461.28974400000004,443.27918400000004",234.1952191222666,226.4499557,
LMST01010187_14-15_0_0_ring,478.352676,,"447.310476,429.299916,411.289356","447.310476,429.299916,411.289356",467.22733512171556,225.7624566,
LMST01010188_9-10_0_0_ring,616.324482,,"585.282282,567.271722,549.261162","585.282282,567.271722,549.261162",332.4292008875269,235.0265551,
LMST01010189_12-13_0_0_ring,474.394146,,"443.351946,425.341386","443.351946,425.341386",593.606014745421,226.5191265,
LMST01010191_13-14_0_0_ring,536.358153,,"505.31595300000004,487.305393,469.29483300000004","505.31595300000004,487.305393,469.29483300000004",305.8901804312625,233.2568501,
LMST01010192_26-27_0_0_ring,656.400407,,"625.358207,607.3476469999999,589.337087","625.358207,607.3476469999999,589.337087",503.08007076640075,255.2876491,
LMST01010193_14-15_0_0_ring,492.331941,,"461.289741,443.279181,425.268621","461.289741,443.279181,425.268621",246.65107499221872,222.2583086,
LMST01010194_16-17_0_0_ring,510.342504,,"479.30030400000004,461.28974400000004,443.27918400000004","479.30030400000004,461.28974400000004,443.27918400000004",306.29020552468523,226.5219299,
LMST01010195_15-16_0_0_ring,494.34759,,"463.30539000000005,445.29483000000005,427.28427000000005","463.30539000000005,445.29483000000005,427.28427000000005",364.54176555848693,225.17088,
LMST01010197_12-13_0_0_ring,430.404318,,"399.362118,381.351558","399.362118,381.351558",457.56926189977986,223.5349943,
LMST01010198_16-17_0_0_ring,526.337418,,"495.295218,477.284658,459.274098","495.295218,477.284658,459.274098",127.97612045227123,225.7333391,
LMST01010200_16-17_0_0_ring,448.378497,,"417.336297,399.325737,381.315177","417.336297,399.325737,381.315177",520.2709185353477,217.4634062,
LMST01010201_15-16_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",559.4917120871515,216.756402,
LMST01010202_12-13_0_0_ring,428.388669,,"397.346469,379.335909","397.346469,379.335909",587.4812989915871,224.7016175,
LMST01010202_1-3_0_0_chain,428.388669,"386.34172,368.33116",,"386.34172,368.33116",421.6512186894461,221.8522029,
LMST01010203_12-13_0_0_ring,460.414881,,"429.372681,411.362121","429.372681,411.362121",600.7864683475275,224.8923083,
LMST01010204_12-13_0_0_ring,458.399232,,"427.357032,409.346472","427.357032,409.346472",581.3322742812637,224.7885286,
LMST01010206_12-13_0_0_ring,414.37302,,"383.33082,365.32026","383.33082,365.32026",593.9641620199649,222.1238231,
LMST01010206_1-3_0_0_chain,414.37302,"372.32607,354.31551",,"372.32607,354.31551",388.3878393451126,218.3737981,
LMST01010207_12-13_0_0_ring,444.419967,,"413.377767,395.367207","413.377767,395.367207",587.3455216719132,225.2386127,
LMST01010208_12-13_0_0_ring,428.388669,,397.346469,397.346469,602.2766181317679,223.7710536,
LMST01010209_16-17_0_0_ring,510.342504,,"479.30030400000004,461.28974400000004,443.27918400000004","479.30030400000004,461.28974400000004,443.27918400000004",243.01509843685932,225.4936316,
LMST01010210_15-16_0_0_ring,494.34759,,"463.30539000000005,445.29483000000005,427.28427000000005","463.30539000000005,445.29483000000005,427.28427000000005",341.82489272953785,225.1659974,
LMST01010211_15-16_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",553.1704467256004,216.756402,
LMST01010212_14-15_0_0_ring,417.383917,,"386.341717,368.331157","386.341717,368.331157",443.03481965284413,220.4660254,
LMST01010222_1-3_0_0_chain,470.399232,"428.35228,410.34172",,"428.35228,410.34172",324.1421225713693,233.3994643,
LMST01010222_14-15_0_0_ring,470.399232,,"439.357032,421.346472","439.357032,421.346472",572.243066136597,230.4071192,
LMST01010223_14-15_0_0_ring,472.414881,,"441.372681,423.362121","441.372681,423.362121",592.5048707925089,231.9310452,
LMST01010224_14-15_0_0_ring,474.43053,,"443.38833,425.37777","443.38833,425.37777",597.201846424424,231.1697212,
LMST01010225_12-13_0_0_ring,444.419967,,"413.377767,395.367207","413.377767,395.367207",584.9484474130851,225.7201678,
LMST01010226_12-13_0_0_ring,442.367934,,"411.325734,393.315174","411.325734,393.315174",575.3559941566298,228.6031916,
LMST01010226_1-3_0_0_chain,442.367934,"400.32099,382.31043",,"400.32099,382.31043",337.56260240810536,222.3672954,
LMST01010227_12-13_0_0_ring,474.394146,,"443.351946,425.341386","443.351946,425.341386",588.1345541666369,227.1219156,
LMST01010228_12-13_0_0_ring,460.378497,,"429.336297,411.325737,393.315177","429.336297,411.325737,393.315177",599.6564182227384,219.9350357,
LMST01010229_12-13_0_0_ring,456.383583,,"425.341383,407.330823","425.341383,407.330823",586.5636684892004,231.2430671,
LMST01010229_1-3_0_0_chain,456.383583,"414.33664,396.32608",,"414.33664,396.32608",402.4745819390164,223.8348276,
LMST01010230_12-13_0_0_ring,458.399232,,"427.357032,409.346472","427.357032,409.346472",589.1565366604143,225.2607127,
LMST01010231_12-13_0_0_ring,444.383583,,"413.341383,395.330823","413.341383,395.330823",597.1248892142472,223.3827305,
LMST01010232_12-13_0_0_ring,458.399232,,"427.357032,409.346472","427.357032,409.346472",601.7864721173886,231.6619734,
LMST01010232_1-3_0_0_chain,458.399232,"416.35228,398.34172",,"416.35228,398.34172",437.6151528001092,223.8603375,
LMST01010233_12-13_0_0_ring,460.414881,,"429.372681,411.362121","429.372681,411.362121",597.9704745261121,224.9328096,
LMST01010234_12-13_0_0_ring,444.383583,,"413.341383,395.330823,377.320263","413.341383,395.330823,377.320263",603.1616897628742,228.7686316,
LMST01010234_1-3_0_0_chain,444.383583,"402.33664,384.32608,366.31552",,"402.33664,384.32608,366.31552",435.6105179409093,221.5001852,
LMST01010235_12-13_0_0_ring,446.399232,,"415.357032,397.346472,379.335912","415.357032,397.346472,379.335912",599.0330139419106,222.9594464,
LMST01010236_12-13_0_0_ring,428.388669,,397.346469,397.346469,608.6593485364766,224.7301784,
LMST01010237_12-13_0_0_ring,426.37302,,395.33082,395.33082,546.8341630959028,225.1837047,
LMST01010237_1-3_0_0_chain,426.37302,384.32607,,384.32607,329.1496357158094,223.4788411,
LMST01010239_12-13_0_0_ring,414.37302,,383.33082,383.33082,607.3404318440819,221.9286852,
LMST01010242_12-13_0_0_ring,414.37302,,"383.33082,365.32026","383.33082,365.32026",594.9464693738488,219.6099936,
LMST01010242_25-26_0_0_ring,414.37302,,"383.33082,365.32026","383.33082,365.32026",597.4819029457938,219.2960279,
LMST01010243_14-15_0_0_ring,400.393755,,369.351555,369.351555,935.7527425956071,224.2093404,
LMST01010245_9-10_0_0_ring,458.399232,,427.357032,427.357032,1037.2969490504513,230.9547029,
LMST01010247_12-13_0_0_ring,414.37302,,"383.33082,365.32026","383.33082,365.32026",603.7196613936924,218.4723444,
LMST01010247_14-15_0_0_ring,414.37302,,"383.33082,365.32026","383.33082,365.32026",607.3536569251065,219.376368,
LMST01010248_14-15_0_0_ring,414.37302,,383.33082,383.33082,802.2130288174782,221.7444096,
LMST01010249_12-13_0_0_ring,446.362848,,"415.320648,397.310088,379.299528","415.320648,397.310088,379.299528",606.0949457492565,218.8967449,
LMST01010250_12-13_0_0_ring,462.357762,,"431.315562,413.305002,395.294442","431.315562,413.305002,395.294442",604.3055317401866,221.4300041,
LMST01010251_12-13_0_0_ring,462.357762,,"431.315562,413.305002,395.294442","431.315562,413.305002,395.294442",602.3511822723347,221.4300041,
LMST01010252_14-15_0_0_ring,460.342113,,"429.299913,411.289353","429.299913,411.289353",585.1173503755382,221.2247666,
LMST01010253_11-12_0_0_ring,430.367934,,"399.325734,381.315174,363.304614","399.325734,381.315174,363.304614",621.5925158251322,216.0612394,
LMST01010253_13-14_0_0_ring,430.367934,,"399.325734,381.315174,363.304614","399.325734,381.315174,363.304614",544.369543950246,216.7691647,
LMST01010254_11-12_0_0_ring,412.35737,,"381.31517,363.30461","381.31517,363.30461",595.3848487103073,217.1849248,
LMST01010254_13-14_0_0_ring,412.35737,,"381.31517,363.30461","381.31517,363.30461",487.5907368487517,216.1320976,
LMST01010254_15-16_0_0_ring,412.35737,,"381.31517,363.30461","381.31517,363.30461",605.0727113914289,222.3290474,
LMST01010255_11-12_0_0_ring,446.362848,,"415.320648,397.310088,379.299528","415.320648,397.310088,379.299528",612.5710703566872,219.268981,
LMST01010256_11-12_0_0_ring,446.362848,,"415.320648,397.310088,379.299528","415.320648,397.310088,379.299528",615.7498087712144,219.268981,
LMST01010257_11-12_0_0_ring,444.347199,,"413.304999,395.294439","413.304999,395.294439",589.3685154949335,220.4454694,
LMST01010257_13-14_0_0_ring,444.347199,,"413.304999,395.294439","413.304999,395.294439",579.1211696891498,219.0483724,
LMST01010258_12-13_0_0_ring,462.357762,,"431.315562,413.305002,395.294442","431.315562,413.305002,395.294442",519.7497010456767,219.0419158,
LMST01010259_12-13_0_0_ring,444.347199,,"413.304999,395.294439,377.283879","413.304999,395.294439,377.283879",368.4973585208554,217.8076718,
LMST01010259_25-26_0_0_ring,444.347199,,"413.304999,395.294439,377.283879","413.304999,395.294439,377.283879",551.7000085792814,217.8870704,
LMST01010260_12-13_0_0_ring,446.362848,,"415.320648,397.310088,379.299528","415.320648,397.310088,379.299528",519.8829908739092,219.5484456,
LMST01010261_10-11_0_0_ring,460.342113,,"429.299913,411.289353,393.278793","429.299913,411.289353,393.278793",417.04889303687617,217.2310072,
LMST01010261_12-13_0_0_ring,460.342113,,"429.299913,411.289353,393.278793","429.299913,411.289353,393.278793",407.12203208390736,217.7015837,
LMST01010262_12-13_0_0_ring,464.373411,,"433.331211,415.320651,397.310091","433.331211,415.320651,397.310091",631.8856732639802,218.4478126,
LMST01010263_12-13_0_0_ring,464.373411,,"433.331211,415.320651,397.310091","433.331211,415.320651,397.310091",630.622544423476,218.4478126,
LMST01010267_12-13_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",616.2453077994934,219.0129058,
LMST01010268_12-13_0_0_ring,432.383583,,"401.341383,383.330823,365.320263","401.341383,383.330823,365.320263",613.8605140025255,219.0129058,
LMST01010269_12-13_0_0_ring,430.367934,,"399.325734,381.315174","399.325734,381.315174",604.834660242526,219.8284799,
LMST01010271_15-16_0_0_ring,430.367934,,"399.325734,381.315174","399.325734,381.315174",641.7975027980365,221.3554855,
LMST01010272_15-16_0_0_ring,428.352284,,397.310084,397.310084,278.81958650554424,221.823879,
LMST01010274_14-15_0_0_ring,432.383583,,"401.341383,383.330823","401.341383,383.330823",604.1965194900105,221.0231075,
LMST01010277_10-11_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",588.8036793563718,226.3608753,
LMST01010277_12-13_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",591.7341644254784,224.0592771,
LMST01010278_13-14_0_0_ring,448.378497,,"417.336297,399.325737","417.336297,399.325737",590.4707300506255,221.872563,
LMST01010279_17-18_0_0_ring,448.378497,,"417.336297,399.325737","417.336297,399.325737",595.8759393438511,226.8286116,
LMST01010280_17-18_0_0_ring,448.378497,,"417.336297,399.325737","417.336297,399.325737",599.3330338620716,226.8286116,
LMST01010281_7-8_0_0_ring,430.404318,,399.362118,399.362118,977.3950816189534,228.4197937,
LMST01010282_0-1_0_0_chain,428.388669,"414.37302,396.36246",,"414.37302,396.36246",595.2592735871513,218.2649563,
LMST01010282_15-16_0_0_ring,428.388669,,"397.346469,379.335909","397.346469,379.335909",545.6855645452313,219.4387478,
LMST01010283_14-15_0_0_ring,476.337027,,"445.294827,427.284267,409.273707","445.294827,427.284267,409.273707",537.8103609421951,223.287424,
LMST01010283_18-19_0_0_ring,476.337027,,"445.294827,427.284267,409.273707","445.294827,427.284267,409.273707",457.4677551792235,224.0484217,
LMST01010284_0-1_0_0_chain,430.367934,"416.35228,398.34172,380.33116",,"416.35228,398.34172,380.33116",538.9575857209549,211.4569616,
LMST01010284_15-16_0_0_ring,430.367934,,"399.325734,381.315174,363.304614","399.325734,381.315174,363.304614",533.5158399585719,209.9312619,
LMST01010285_0-1_0_0_chain,456.383583,"442.36793,424.35737",,"442.36793,424.35737",525.9859004834901,231.7420887,
