LMID,MZ,diagIonsInChian,diagIonsInRing,MS2,RT,CCS,Standard
LMST01031234_5-6_0_0_chain,476.373411,"114.12772,392.27952,374.26896,356.2584",,"114.12772,392.27952,374.26896,356.2584",374.5570873971227,223.9272585,
LMST01031235_13-14_0_0_ring,442.367934,,"411.325734,393.315174","411.325734,393.315174",553.8246374529506,219.0099742,
LMST01031235_5-6_0_0_chain,442.367934,"114.12772,358.27404,340.26348",,"114.12772,358.27404,340.26348",382.8339310351255,219.3375738,
LMST01031236_13-14_0_0_ring,524.358153,,"493.31595300000004,475.30539300000004,457.29483300000004","493.31595300000004,475.30539300000004,457.29483300000004",514.4196701508556,228.5277647,
LMST01031237_0-1_0_0_chain,442.367934,"428.35228,410.34172",,"428.35228,410.34172",574.0173855229683,233.1583929,
LMST01031237_12-13_0_0_ring,442.367934,,"411.325734,393.315174","411.325734,393.315174",547.0913768458613,225.3958503,
LMST01031238_0-1_0_0_chain,518.383974,"504.36832,486.35776",,"504.36832,486.35776",579.2985654545009,238.1812662,
LMST01031238_14-15_0_0_ring,518.383974,,"487.341774,469.331214","487.341774,469.331214",562.29923485881,236.0264365,
LMST01031239_0-1_0_0_chain,486.394146,"472.3785,454.36794",,"472.3785,454.36794",494.0722404805987,238.7188302,
LMST01031239_23-24_0_0_ring,486.394146,,"455.351946,437.341386","455.351946,437.341386",504.87392398537077,235.8361397,
LMST01031240_0-1_0_0_chain,442.404318,"428.38867,410.37811",,"428.38867,410.37811",527.3669406530024,233.8749261,
LMST01031240_2-3_0_0_chain,442.404318,"112.11207,360.32607,342.31551",,"112.11207,360.32607,342.31551",501.91324477758315,224.8056029,
LMST01031241_1-10_0_0_chain,458.399232,"318.24274,300.23218,282.22162,170.19032",,"318.24274,300.23218,282.22162,170.19032",567.8325291807231,230.4134359,
LMST01031241_17-18_0_0_ring,458.399232,,"427.357032,409.346472,391.335912","427.357032,409.346472,391.335912",535.4211565913439,225.4092562,
LMST01031242_3-4_0_0_ring,460.414881,,"429.372681,411.362121","429.372681,411.362121",603.6476298888222,229.0919593,
LMST01031243_17-18_0_0_ring,444.383583,,"413.341383,395.330823","413.341383,395.330823",584.9895958081844,229.3360017,
LMST01031244_0-1_0_0_chain,442.367934,"428.35228,410.34172",,"428.35228,410.34172",399.97456186271086,230.2906456,
LMST01031244_14-15_0_0_ring,442.367934,,"411.325734,393.315174","411.325734,393.315174",354.1087660491961,227.1591132,
LMST01031245_0-1_0_0_chain,504.404709,"490.38906,472.3785,454.36794",,"490.38906,472.3785,454.36794",489.8815850777712,240.4909193,
LMST01031246_0-1_0_0_chain,460.414881,"446.39923,428.38867,410.37811",,"446.39923,428.38867,410.37811",592.842681269214,230.526375,
LMST01031247_5-6_0_0_chain,460.414881,"114.12772,376.32099,358.31043,340.29987",,"114.12772,376.32099,358.31043,340.29987",555.3409895391925,228.3614144,
LMST01031248_0-1_0_0_chain,458.399232,"444.38358,426.37302,408.36246",,"444.38358,426.37302,408.36246",547.6921177874186,227.7354022,
LMST01031248_2-3_0_0_chain,458.399232,"112.11207,376.32099,358.31043,340.29987",,"112.11207,376.32099,358.31043,340.29987",547.7334471596503,225.7487685,
LMST01031249_5-6_0_0_chain,476.409795,"114.12772,392.3159,374.30534,356.29478",,"114.12772,392.3159,374.30534,356.29478",554.8753643511164,226.4241653,
LMST01031250_0-1_0_0_chain,534.415273,"520.39962,502.38906,484.3785",,"520.39962,502.38906,484.3785",579.1372573357103,235.3491617,
LMST01031251_1-2_0_0_chain,490.425445,"128.14337,392.3159,374.30534,356.29478",,"128.14337,392.3159,374.30534,356.29478",570.2950786389916,227.0981569,
LMST01031252_5-6_0_0_chain,492.404709,"114.12772,408.31081,390.30025,372.28969",,"114.12772,408.31081,390.30025,372.28969",571.4414691732565,228.0746348,
LMST01031253_0-1_0_0_chain,532.399624,"518.38397,500.37341,482.36285",,"518.38397,500.37341,482.36285",540.4739383260627,238.3696217,
LMST01031253_2-3_0_0_chain,532.399624,"112.11207,450.32138,432.31082,414.30026",,"112.11207,450.32138,432.31082,414.30026",498.7485746715887,232.6239848,
LMST01031254_0-1_0_0_chain,490.38906,"476.37341,458.36285,440.35229",,"476.37341,458.36285,440.35229",574.0686481033172,224.7771564,
LMST01031254_2-3_0_0_chain,490.38906,"112.11207,408.31081,390.30025,372.28969",,"112.11207,408.31081,390.30025,372.28969",537.0840563632073,224.2560413,
LMST01031255_16-17_0_0_ring,566.405101,,"535.362901,517.3523409999999,499.34178099999997","535.362901,517.3523409999999,499.34178099999997",614.7620344956621,242.4745963,
LMST01031257_12-14_0_0_chain,566.405101,"368.24313,350.23257,332.22201,228.19579",,"368.24313,350.23257,332.22201,228.19579",585.8107380137279,243.539271,
LMST01031258_0-1_0_0_chain,478.38906,"464.37341,446.36285,428.35229",,"464.37341,446.36285,428.35229",527.9882091121759,228.2387012,
LMST01031259_0-1_0_0_chain,476.373411,"462.35776,444.3472,426.33664",,"462.35776,444.3472,426.33664",455.36499260842265,229.2160534,
LMST01031259_18-19_0_0_ring,476.373411,,"445.331211,427.320651,409.310091","445.331211,427.320651,409.310091",391.90317018864624,227.2135416,
LMST01031260_0-1_0_0_chain,502.38906,"488.37341,470.36285,452.35229",,"488.37341,470.36285,452.35229",441.9473402412912,238.2725563,
LMST01031260_18-19_0_0_ring,502.38906,,"471.34686,453.3363,435.32574","471.34686,453.3363,435.32574",510.11733445341304,234.6714627,
LMST01031261_0-1_0_0_chain,460.378497,"446.36285,428.35229,410.34173",,"446.36285,428.35229,410.34173",487.03737423420154,229.6522026,
LMST01031261_18-19_0_0_ring,460.378497,,"429.336297,411.325737,393.315177","429.336297,411.325737,393.315177",567.5571021737851,221.3714039,
LMST01031262_0-1_0_0_chain,502.38906,"488.37341,470.36285,452.35229",,"488.37341,470.36285,452.35229",491.2882225702537,234.3923565,
LMST01031262_12-13_0_0_ring,502.38906,,"471.34686,453.3363,435.32574","471.34686,453.3363,435.32574",513.396078837884,231.4764959,
LMST01031264_0-1_0_0_chain,442.367934,"428.35228,410.34172",,"428.35228,410.34172",540.1466694416001,230.0201775,
LMST01031264_17-18_0_0_ring,442.367934,,"411.325734,393.315174","411.325734,393.315174",349.4925937179319,223.9370297,
LMST01031265_20-21_0_0_ring,442.367934,,"411.325734,393.315174","411.325734,393.315174",382.9624628447876,220.4497436,
LMST01031265_5-6_0_0_chain,442.367934,"114.12772,358.27404,340.26348",,"114.12772,358.27404,340.26348",563.3165914244756,222.6131489,
LMST01031266_0-1_0_0_chain,430.367934,"416.35228,398.34172,380.33116",,"416.35228,398.34172,380.33116",468.7690891871192,223.5453071,
LMST01031266_12-13_0_0_ring,430.367934,,"399.325734,381.315174,363.304614","399.325734,381.315174,363.304614",543.583054723077,220.6316122,
LMST01031267_0-1_0_0_chain,412.35737,"398.34172,380.33116",,"398.34172,380.33116",584.1693308636786,226.0241237,
LMST01031267_12-13_0_0_ring,412.35737,,"381.31517,363.30461","381.31517,363.30461",539.914090343209,220.7013852,
LMST01031267_18-19_0_0_ring,412.35737,,"381.31517,363.30461","381.31517,363.30461",517.3014083062538,221.3948104,
LMST01031268_13-14_0_0_ring,458.362848,,"427.320648,409.310088,391.299528","427.320648,409.310088,391.299528",562.0873534215322,223.9613656,
LMST01031268_5-6_0_0_chain,458.362848,"114.12772,374.26895,356.25839,338.24783",,"114.12772,374.26895,356.25839,338.24783",427.9170005909445,219.9445385,
LMST01031269_14-15_0_0_ring,476.373411,,"445.331211,427.320651,409.310091","445.331211,427.320651,409.310091",596.1568923557909,224.9894723,
LMST01031269_6-7_0_0_chain,476.373411,"130.12263,112.11207,376.2846,358.27404,340.26348",,"130.12263,112.11207,376.2846,358.27404,340.26348",387.14257821866084,225.1969827,
LMST01031270_10-11_0_0_ring,492.368325,,"461.32612500000005,443.31556500000005,425.30500500000005","461.32612500000005,443.31556500000005,425.30500500000005",585.7589740680177,221.897203,
LMST01031270_2-3_0_0_chain,492.368325,"392.27952,374.26896,356.2584,130.12263,112.11207",,"392.27952,374.26896,356.2584,130.12263,112.11207",324.3546000069531,223.2910835,
LMST01031271_21-22_0_0_ring,516.404709,,"485.36250900000005,467.35194900000005","485.36250900000005,467.35194900000005",555.1864495960903,235.1898594,
LMST01031272_0-1_0_0_chain,456.347199,"442.33155,424.32099",,"442.33155,424.32099",546.8483251505207,225.5527809,
LMST01031272_11-12_0_0_ring,456.347199,,"425.304999,407.294439","425.304999,407.294439",537.3262353336243,223.4327344,
LMST01031272_2-3_0_0_chain,456.347199,"112.11207,374.26895,356.25839",,"112.11207,374.26895,356.25839",529.7127251365876,220.7134647,
LMST01031273_0-1_0_0_chain,458.362848,"444.3472,426.33664",,"444.3472,426.33664",577.5605864852199,229.3050787,
LMST01031273_11-12_0_0_ring,458.362848,,"427.320648,409.310088","427.320648,409.310088",576.5419764548132,223.2055468,
LMST01031274_14-15_0_0_ring,458.362848,,"427.320648,409.310088","427.320648,409.310088",505.87332626045657,226.0568576,
LMST01031274_5-6_0_0_chain,458.362848,"114.12772,374.26895,356.25839",,"114.12772,374.26895,356.25839",545.7448992490014,221.7295871,
LMST01031275_0-1_0_0_chain,474.394146,"460.3785,442.36794",,"460.3785,442.36794",563.070179846894,230.3249736,
LMST01031275_18-19_0_0_ring,474.394146,,"443.351946,425.341386","443.351946,425.341386",550.8381377331614,233.4650847,
LMST01031276_12-13_0_0_ring,474.394146,,"443.351946,425.341386","443.351946,425.341386",563.2973522602997,231.8789648,
LMST01031276_18-19_0_0_ring,474.394146,,"443.351946,425.341386","443.351946,425.341386",554.1812669690556,229.0941871,
LMST01031277_13-14_0_0_ring,426.37302,,"395.33082,377.32026","395.33082,377.32026",531.9298534146344,219.1310406,
LMST01031277_24-25_0_0_ring,426.37302,,"395.33082,377.32026","395.33082,377.32026",543.0074355948473,217.6580367,
LMST01031277_5-6_0_0_chain,426.37302,"114.12772,342.27912,324.26856",,"114.12772,342.27912,324.26856",535.0433947740191,218.5278241,
LMST01031278_13-14_0_0_ring,478.38906,,"447.34686,429.3363,411.32574","447.34686,429.3363,411.32574",612.6463538874124,227.4696382,
LMST01031279_13-14_0_0_ring,476.373411,,"445.331211,427.320651,409.310091","445.331211,427.320651,409.310091",602.2065731834432,227.6675295,
LMST01031280_14-15_0_0_ring,486.321378,,"455.279178,437.268618,419.258058","455.279178,437.268618,419.258058",267.8499646527465,227.5512581,
LMST01031280_5-6_0_0_chain,486.321378,"114.12772,402.22748,384.21692,366.20636",,"114.12772,402.22748,384.21692,366.20636",173.11089151882703,228.143969,
LMST01031281_14-15_0_0_ring,486.321378,,"455.279178,437.268618,419.258058","455.279178,437.268618,419.258058",340.0244828047196,227.5512581,
LMST01031281_5-6_0_0_chain,486.321378,"114.12772,402.22748,384.21692,366.20636",,"114.12772,402.22748,384.21692,366.20636",119.9786461990495,228.143969,
LMST01031282_0-1_0_0_chain,440.352284,"426.33664,408.32608",,"426.33664,408.32608",401.7597683019709,225.2792967,
LMST01031282_10-11_0_0_ring,440.352284,,"409.310084,391.299524","409.310084,391.299524",542.4121803090378,216.8861945,
LMST01031282_2-3_0_0_chain,440.352284,"112.11207,358.27404,340.26348",,"112.11207,358.27404,340.26348",295.5598835649661,217.0542484,
LMST01031283_0-1_0_0_chain,444.383583,"430.36793,412.35737,394.34681",,"430.36793,412.35737,394.34681",495.9331544945144,228.0776465,
LMST01031283_10-11_0_0_ring,444.383583,,"413.341383,395.330823,377.320263","413.341383,395.330823,377.320263",606.5889648881914,217.8125816,
LMST01031284_14-15_0_0_ring,470.326463,,"439.284263,421.273703,403.263143","439.284263,421.273703,403.263143",494.53914017797786,223.4303708,
LMST01031284_18-19_0_0_ring,470.326463,,"439.284263,421.273703,403.263143","439.284263,421.273703,403.263143",319.39999764097394,224.8513789,
LMST01031284_5-6_0_0_chain,470.326463,"114.12772,386.23257,368.22201,350.21145",,"114.12772,386.23257,368.22201,350.21145",368.2555430921423,227.1540687,
LMST01040120_11-12_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",567.7328866398327,224.5887645,
LMST01040120_13-14_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",586.6503673867431,225.6504074,
LMST01040121_1-2_0_0_chain,442.404318,"414.37302,396.36246",,"414.37302,396.36246",531.0635224308222,229.785135,
LMST01040121_13-14_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",553.154515543838,226.7642429,
LMST01040122_13-14_0_0_ring,444.419967,,"413.377767,395.367207","413.377767,395.367207",604.326452508408,227.9732584,
LMST01040123_13-14_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",657.4764056577708,223.8,1.0
LMST01040123_3-4_0_0_chain,442.404318,"128.14337,344.29477,326.28421",,"128.14337,344.29477,326.28421",399.33470065186725,224.0,1.0
LMST01040124_0-1_0_0_chain,442.404318,"428.38867,410.37811",,"428.38867,410.37811",630.9502463013904,233.018932,
LMST01040124_16-17_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",612.1556613553522,226.0346934,
LMST01040125_11-12_0_0_ring,444.419967,,"413.377767,395.367207","413.377767,395.367207",570.805950331108,225.6976412,
LMST01040126_11-12_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",487.6681877590818,223.2229588,
LMST01040126_3-4_0_0_chain,442.404318,"128.14337,344.29477,326.28421",,"128.14337,344.29477,326.28421",578.7438258847434,222.8813961,
LMST01040129_13-14_0_0_ring,444.419967,,"413.377767,395.367207","413.377767,395.367207",669.7244325935254,226.2,1.0
LMST01040130_13-14_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",531.2751306152387,223.8887841,
LMST01040130_3-4_0_0_chain,442.404318,"128.14337,344.29477,326.28421",,"128.14337,344.29477,326.28421",547.436349432868,224.3848067,
LMST01040131_13-14_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",467.9049034972967,229.1309209,
LMST01040131_2-27_0_0_chain,442.404318,"400.35737,382.34681",,"400.35737,382.34681",487.53648461868374,227.2757223,
LMST01040132_0-1_0_0_chain,440.388669,"426.37302,408.36246",,"426.37302,408.36246",524.7692535016831,230.5355741,
LMST01040132_14-15_0_0_ring,440.388669,,"409.346469,391.335909","409.346469,391.335909",481.86087254848394,222.4207616,
LMST01040132_4-5_0_0_chain,440.388669,"126.12772,344.29477,326.28421",,"126.12772,344.29477,326.28421",525.2447655503997,223.4600128,
LMST01040133_11-12_0_0_ring,444.419967,,"413.377767,395.367207","413.377767,395.367207",558.9012363076744,225.6976412,
LMST01040134_10-11_0_0_ring,444.419967,,"413.377767,395.367207","413.377767,395.367207",576.9521402431495,225.588222,
LMST01040135_0-1_0_0_chain,444.419967,"430.40432,412.39376",,"430.40432,412.39376",610.5885161386997,234.8432409,
LMST01040136_11-12_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",596.5245043633938,227.8401301,
LMST01040136_2-27_0_0_chain,442.404318,"400.35737,382.34681",,"400.35737,382.34681",484.91467057647617,224.656202,
LMST01040137_0-1_0_0_chain,442.404318,"428.38867,410.37811",,"428.38867,410.37811",613.3737444667161,231.9463344,
LMST01040137_14-15_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",580.6797739415732,223.5737418,
LMST01040138_0-1_0_0_chain,440.388669,"426.37302,408.36246",,"426.37302,408.36246",521.2487112456866,229.6334425,
LMST01040138_12-13_0_0_ring,440.388669,,"409.346469,391.335909","409.346469,391.335909",523.7224058651947,221.9434424,
LMST01040138_4-5_0_0_chain,440.388669,"126.12772,344.29477,326.28421",,"126.12772,344.29477,326.28421",520.6358374195975,221.762558,
LMST01040139_23-24_0_0_ring,458.435616,,"427.393416,409.382856","427.393416,409.382856",577.9204275864118,227.8814696,
LMST01040140_11-12_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",518.4514795591555,223.2229588,
LMST01040140_3-4_0_0_chain,442.404318,"128.14337,344.29477,326.28421",,"128.14337,344.29477,326.28421",546.9164594849085,222.8813961,
LMST01040141_11-12_0_0_ring,444.419967,,"413.377767,395.367207","413.377767,395.367207",575.993566532901,226.4692034,
LMST01040142_13-14_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",530.8346896456112,226.9443251,
LMST01040142_2-3_0_0_chain,442.404318,"114.12772,358.31042,340.29986",,"114.12772,358.31042,340.29986",509.60892779497607,226.2215927,
LMST01040143_11-12_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",488.6589466093311,223.0514777,
LMST01040143_3-4_0_0_chain,442.404318,"128.14337,344.29477,326.28421",,"128.14337,344.29477,326.28421",581.3396081310018,223.5016204,
LMST01040144_11-12_0_0_ring,456.419967,,"425.377767,407.367207","425.377767,407.367207",546.1833771877978,237.3653536,
LMST01040144_1-2_0_0_chain,456.419967,"428.38867,410.37811",,"428.38867,410.37811",539.247958048337,226.7868066,
LMST01040145_1-2_0_0_chain,442.404318,"414.37302,396.36246",,"414.37302,396.36246",528.2901689453076,229.785135,
LMST01040145_13-14_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",554.2074485124951,226.7642429,
LMST01040148_10-11_0_0_ring,458.435616,,"427.393416,409.382856","427.393416,409.382856",562.9480394209925,229.5427281,
LMST01040150_3-4_0_0_chain,458.435616,"128.14337,360.32607,342.31551",,"128.14337,360.32607,342.31551",580.8067398165603,234.4849947,
LMST01040151_14-15_0_0_ring,458.399232,,"427.357032,409.346472","427.357032,409.346472",579.8956059682976,230.3260526,
LMST01040152_17-18_0_0_ring,546.30612,,515.26392,515.26392,60.0,235.7837064,
LMST01040152_2-3_0_0_ring,546.30612,,,,60.0,228.2357288,
LMST01040153_19-20_0_0_ring,550.337418,,519.29522,519.29522,146.27556582525276,231.7975436,
LMST01040154_11-12_0_0_ring,442.404318,,"411.362118,393.351558","411.362118,393.351558",556.6961280542336,228.6546149,
LMST01040154_1-2_0_0_chain,442.404318,"414.37302,396.36246",,"414.37302,396.36246",524.6685173952689,224.0754946,
LMST01040155_11-12_0_0_ring,440.388669,,"409.346469,391.335909","409.346469,391.335909",565.9953464037463,228.1639004,
LMST01040155_1-2_0_0_chain,440.388669,"412.35737,394.34681",,"412.35737,394.34681",544.9058442470979,222.9289072,
LMST01040155_13-14_0_0_ring,440.388669,,"409.346469,391.335909","409.346469,391.335909",543.2982996451279,224.6455481,
LMST01040156_0-1_0_0_chain,426.37302,"412.35737,394.34681",,"412.35737,394.34681",525.089432898857,222.5346035,
LMST01040156_13-14_0_0_ring,426.37302,,"395.33082,377.32026","395.33082,377.32026",516.3768120668337,219.7853177,
LMST01040156_3-4_0_0_chain,426.37302,"112.11207,344.29477,326.28421",,"112.11207,344.29477,326.28421",522.7569554119549,220.1797893,
LMST01040157_1-2_0_0_chain,444.419967,"416.38867,398.37811",,"416.38867,398.37811",534.3215331967441,231.7167999,
LMST01040159_1-2_0_0_chain,470.435616,"442.40432,424.39376",,"442.40432,424.39376",597.1459855914798,239.7992829,
LMST01040159_13-14_0_0_ring,470.435616,,"439.393416,421.382856","439.393416,421.382856",572.8473690059609,238.3395801,
LMST01040160_1-2_0_0_chain,456.419967,"428.38867,410.37811",,"428.38867,410.37811",603.7706476784368,237.1461547,
LMST01040160_13-14_0_0_ring,456.419967,,"425.377767,407.367207","425.377767,407.367207",584.4859309222755,229.7996877,
LMST01040161_0-1_0_0_chain,456.419967,"442.40432,424.39376",,"442.40432,424.39376",615.4563988253944,236.3168388,
LMST01040161_17-18_0_0_ring,456.419967,,"425.377767,407.367207","425.377767,407.367207",577.5880351863257,229.5311388,
LMST01040162_1-2_0_0_chain,444.419967,"416.38867,398.37811",,"416.38867,398.37811",534.3215331967441,231.7167999,
LMST01040163_1-2_0_0_chain,470.435616,"442.40432,424.39376",,"442.40432,424.39376",604.5408406698167,238.6409867,
LMST01040163_18-19_0_0_ring,470.435616,,"439.393416,421.382856","439.393416,421.382856",568.5402418626564,237.4214316,
LMST01040164_1-2_0_0_chain,470.435616,"442.40432,424.39376",,"442.40432,424.39376",604.5408406698167,238.6409867,
LMST01040164_18-19_0_0_ring,470.435616,,"439.393416,421.382856","439.393416,421.382856",568.2561039534271,237.4214316,
LMST01040165_1-2_0_0_chain,456.419967,"428.38867,410.37811",,"428.38867,410.37811",535.9551346379836,238.4054271,
LMST01040165_13-14_0_0_ring,456.419967,,"425.377767,407.367207","425.377767,407.367207",564.6371997992129,230.0448936,
LMST01040166_11-12_0_0_ring,440.388669,,"409.346469,391.335909","409.346469,391.335909",546.2580569080454,225.0861089,
LMST01040166_13-14_0_0_ring,440.388669,,"409.346469,391.335909","409.346469,391.335909",523.7831584270409,221.8615191,
LMST01040166_2-3_0_0_chain,440.388669,"114.12772,356.29477,338.28421",,"114.12772,356.29477,338.28421",527.0713857302208,223.6679301,
LMST01040167_0-1_0_0_chain,458.399232,"444.38358,426.37302,408.36246",,"444.38358,426.37302,408.36246",538.9675664928727,234.3284885,
LMST01040167_14-15_0_0_ring,458.399232,,"427.357032,409.346472,391.335912","427.357032,409.346472,391.335912",554.5677884583205,226.5143028,
LMST01040168_14-15_0_0_ring,458.399232,,"427.357032,409.346472","427.357032,409.346472",583.6031857709987,230.3260526,
LMST01040169_14-15_0_0_ring,458.399232,,"427.357032,409.346472","427.357032,409.346472",471.90580801861057,227.839391,
LMST01040170_0-1_0_0_chain,470.435616,"456.41997,438.40941",,"456.41997,438.40941",592.8893691344958,238.221492,
LMST01040170_16-17_0_0_ring,470.435616,,"439.393416,421.382856","439.393416,421.382856",544.8350918400724,234.995559,
LMST01040171_0-1_0_0_chain,484.451266,"470.43562,452.42506",,"470.43562,452.42506",599.7036654050627,240.0029485,
LMST01040171_17-18_0_0_ring,484.451266,,"453.409066,435.398506","453.409066,435.398506",554.3799717369798,237.3931555,
LMST01040172_0-1_0_0_chain,440.388669,"426.37302,408.36246",,"426.37302,408.36246",513.7285081214955,229.8837638,
LMST01040172_1-2_0_0_chain,440.388669,"414.37302,396.36246",,"414.37302,396.36246",455.0310398064411,226.8987079,
LMST01040172_13-14_0_0_ring,440.388669,,"409.346469,391.335909","409.346469,391.335909",558.5557460840546,225.9115359,
LMST01040173_1-2_0_0_chain,470.435616,"442.40432,424.39376",,"442.40432,424.39376",564.3590153341254,238.1575844,
LMST01040173_18-19_0_0_ring,470.435616,,"439.393416,421.382856","439.393416,421.382856",506.2022111275843,235.6075864,
LMST01040174_12-13_0_0_ring,470.362848,,"439.320648,421.310088","439.320648,421.310088",500.64288087872876,226.147782,
LMST01040174_22-23_0_0_ring,470.362848,,"439.320648,421.310088","439.320648,421.310088",497.1031241973229,227.2817821,
LMST01040174_3-4_0_0_chain,470.362848,"128.14337,372.2533,354.24274",,"128.14337,372.2533,354.24274",555.7986558216813,226.8936876,
LMST01040175_25-26_0_0_ring,490.38906,,"459.34686,441.3363,423.32574","459.34686,441.3363,423.32574",604.4423261239824,223.235753,
LMST01040176_13-14_0_0_ring,456.383583,,"425.341383,407.330823","425.341383,407.330823",581.2325080498854,223.0762696,
LMST01040176_15-16_0_0_ring,456.383583,,"425.341383,407.330823","425.341383,407.330823",566.0691069717817,222.5836578,
LMST01040177_0-1_0_0_chain,476.409795,"462.39415,444.38359",,"462.39415,444.38359",596.5081479217007,237.3993621,
LMST01040179_15-16_0_0_ring,474.43053,,"443.38833,425.37777,407.36721","443.38833,425.37777,407.36721",567.3668413604804,234.828205,
LMST01040180_0-1_0_0_chain,456.419967,"442.40432,424.39376",,"442.40432,424.39376",608.750957260695,236.9683675,
LMST01040180_11-12_0_0_ring,456.419967,,"425.377767,407.367207","425.377767,407.367207",592.7313197365402,228.3433516,
LMST01040181_0-1_0_0_chain,452.388669,"438.37302,420.36246",,"438.37302,420.36246",600.0726561417403,235.6605878,
LMST01040181_13-14_0_0_ring,452.388669,,"421.346469,403.335909","421.346469,403.335909",608.7268300152666,225.0063221,
LMST01040181_27-28_0_0_ring,452.388669,,"421.346469,403.335909","421.346469,403.335909",611.2282964324058,226.8139031,
LMST01040181_8-9_0_0_ring,452.388669,,"421.346469,403.335909","421.346469,403.335909",604.8117555938545,224.1987443,
LMST01040182_0-1_0_0_chain,502.425445,"488.4098,470.39924,452.38868",,"488.4098,470.39924,452.38868",609.2036728297646,237.2355603,
LMST01040182_11-12_0_0_ring,502.425445,,"471.38324500000004,453.37268500000005,435.36212500000005","471.38324500000004,453.37268500000005,435.36212500000005",609.2554995103173,236.7247586,
LMST01040183_0-1_0_0_chain,470.399232,"456.38358,438.37302",,"456.38358,438.37302",615.2553590161867,235.5258725,
LMST01040183_8-9_0_0_ring,470.399232,,"439.357032,421.346472","439.357032,421.346472",608.0248827782992,231.0329425,
LMST01040184_0-1_0_0_chain,488.409795,"474.39415,456.38359,438.37303",,"474.39415,456.38359,438.37303",631.3312392176749,233.3570475,
LMST01040184_11-12_0_0_ring,488.409795,,"457.367595,439.357035,421.346475","457.367595,439.357035,421.346475",627.9811200243096,232.9525941,
LMST01040185_0-1_0_0_chain,488.409795,"474.39415,456.38359,438.37303",,"474.39415,456.38359,438.37303",630.9135071590771,234.0736966,
LMST01040185_12-13_0_0_ring,488.409795,,"457.367595,439.357035,421.346475","457.367595,439.357035,421.346475",633.9881469357113,233.603701,
LMST01040186_0-1_0_0_chain,504.404709,"490.38906,472.3785,454.36794",,"490.38906,472.3785,454.36794",637.9978529954304,234.1889836,
LMST01040186_8-9_0_0_ring,504.404709,,"473.36250900000005,455.35194900000005,437.34138900000005","473.36250900000005,455.35194900000005,437.34138900000005",630.1120490137846,231.5702448,
LMST01040187_0-1_0_0_chain,504.404709,"490.38906,472.3785,454.36794",,"490.38906,472.3785,454.36794",640.7600200057816,234.1889836,
LMST01040187_8-9_0_0_ring,504.404709,,"473.36250900000005,455.35194900000005,437.34138900000005","473.36250900000005,455.35194900000005,437.34138900000005",636.1595016452295,231.5702448,
LMST01040188_0-1_0_0_chain,476.409795,"462.39415,444.38359,426.37303",,"462.39415,444.38359,426.37303",618.4728103870315,233.101329,
LMST01040189_0-1_0_0_chain,482.326463,"468.31081,450.30025",,"468.31081,450.30025",593.7162767850052,228.5913558,
LMST01040189_16-17_0_0_ring,482.326463,,"451.284263,433.273703","451.284263,433.273703",473.63980685985075,227.9994725,
LMST01040189_18-19_0_0_ring,482.326463,,"451.284263,433.273703","451.284263,433.273703",337.4516688176641,229.9635948,
LMST01040189_22-23_0_0_ring,482.326463,,"451.284263,433.273703","451.284263,433.273703",437.9769052723374,229.6234344,
LMST01040190_0-1_0_0_chain,524.337027,510.32138,,510.32138,706.8040461936654,237.1580797,
LMST01040190_15-16_0_0_ring,524.337027,,493.294827,493.294827,651.6855376483991,232.5366671,
LMST01040190_17-18_0_0_ring,524.337027,,493.294827,493.294827,497.01109356086266,234.6061734,
LMST01040190_21-22_0_0_ring,524.337027,,493.294827,493.294827,585.3107079496816,234.1555519,
LMST01040191_0-1_0_0_chain,486.357762,"472.34211,454.33155",,"472.34211,454.33155",610.4460084508905,230.6526512,
LMST01040191_22-23_0_0_ring,486.357762,,"455.315562,437.305002","455.315562,437.305002",399.62316674168153,231.420205,
LMST01040192_0-1_0_0_chain,486.357762,"472.34211,454.33155",,"472.34211,454.33155",619.1781417118432,229.8319381,
LMST01040192_18-19_0_0_ring,486.357762,,"455.315562,437.305002","455.315562,437.305002",355.40288375319096,231.8309048,
LMST01040193_1-2_0_0_chain,536.304011,"508.27271,490.26215,472.25159",,"508.27271,490.26215,472.25159",427.0533123827456,235.0265557,
LMST01040194_1-2_0_0_chain,472.378497,"444.3472,426.33664",,"444.3472,426.33664",569.3729777956497,232.1306939,
LMST01040194_12-13_0_0_ring,472.378497,,"441.336297,423.325737","441.336297,423.325737",565.2265947736078,231.7225706,
