PeakID,RT left(min),RT (min),RT right (min),Mobility left,Mobility,Mobility right,CCS,Precursor m/z,Height,Area,S/N,MSMS spectrum
0,0.6478242,0.733735,0.8030452,-1.0,-1.0,-1.0,-1.0,522.2653,7203.438,15172.45,10.09645,
1,0.6478242,0.733735,0.8030452,1.094762,1.117391,1.145609,229.6789,522.2653,1565.563,1857.888,22.04696,1452
2,0.6963018,0.7393795,0.8256184,-1.0,-1.0,-1.0,-1.0,463.1955,3206.688,9334.705,7.554142,
3,0.6963018,0.7393795,0.8256184,1.057887,1.079177,1.09193,222.543,463.1955,725.375,770.7559,13.5625,
4,0.6963018,0.7393795,0.8256184,1.106082,1.115978,1.142791,230.1319,463.1955,601.625,743.9271,11.03,
5,0.6658197,0.7393795,0.8144054,-1.0,-1.0,-1.0,-1.0,578.2935,4370.25,9794.125,10.66253,
6,0.6658197,0.7393795,0.8144054,1.155468,1.172348,1.204627,240.3805,578.2935,1304.75,1471.141,26.095,1424_1479
7,0.6658197,0.7393795,0.8144054,1.388004,1.400392,1.414139,287.1389,578.2935,307.25,229.2437,5.32625,
8,0.7023787,0.7453272,0.8199116,-1.0,-1.0,-1.0,-1.0,291.1725,11561.5,30291.73,15.409,
9,0.7023787,0.7453272,0.8199116,1.047938,1.060728,1.067828,222.3931,291.1725,1038.438,656.166,14.91731,
10,0.7023787,0.7453272,0.8199116,1.067828,1.083429,1.094762,227.1526,291.1725,2395.75,2133.604,32.53136,1483
11,0.7023787,0.7453272,0.8199116,1.094762,1.101838,1.106082,231.0122,291.1725,697.6875,396.5034,4.286297,
12,0.7023787,0.7453272,0.8199116,1.106082,1.120216,1.137152,234.8652,291.1725,2351.813,2422.97,34.26335,1527
13,0.7023787,0.7453272,0.8199116,1.166725,1.175159,1.186395,246.3847,291.1725,378.625,240.0422,6.10041,
14,0.6963018,0.7453272,0.8256184,-1.0,-1.0,-1.0,-1.0,347.1994,5015.938,15895.88,10.62877,
15,0.6963018,0.7453272,0.8256184,1.111738,1.120216,1.127276,233.1962,347.1994,664.875,318.9535,11.62625,
16,0.6963018,0.7453272,0.8256184,1.127276,1.138562,1.155468,237.0153,347.1994,1728.313,1405.544,32.85375,
17,0.6963018,0.7453272,0.8256184,1.155468,1.173754,1.197618,244.3412,347.1994,1145.75,1541.798,21.8775,1496_1498
18,0.7023787,0.7453272,0.785825,-1.0,-1.0,-1.0,-1.0,480.213,2043.5,4615.616,2.310218,
19,0.7023787,0.7453272,0.785825,1.082012,1.097593,1.117391,226.1119,480.213,454.5625,422.6521,8.665,
20,0.7023787,0.7453272,0.8425524,-1.0,-1.0,-1.0,-1.0,600.0356,3538.188,13711.82,5.9438,
21,0.7023787,0.7453272,0.8425524,1.077759,1.113151,1.141382,228.0515,600.0356,1457.938,2134.942,29.15875,
22,0.7023787,0.7453272,0.8425524,1.303656,1.32446,1.338306,271.3423,600.0356,505.0625,380.7719,10.10125,
23,0.7089546,0.7510002,0.7799641,-1.0,-1.0,-1.0,-1.0,290.1566,5728.188,14718.99,5.760588,
24,0.7089546,0.7510002,0.7799641,0.7859696,0.8063481,0.8252367,169.0855,290.1566,862.25,719.2017,5.824667,
25,0.7089546,0.7510002,0.7799641,1.047938,1.056467,1.063569,221.5336,290.1566,847.875,562.8485,4.565245,
26,0.7089546,0.7510002,0.7799641,1.063569,1.080594,1.097593,226.593,290.1566,1616.688,1887.016,8.908413,
27,0.7089546,0.7510002,0.7799641,1.097593,1.107496,1.113151,232.2341,290.1566,854.625,570.5558,3.760532,
28,0.7089546,0.7510002,0.7799641,1.148427,1.155468,1.170943,242.2935,290.1566,624.375,499.1167,3.291046,
29,0.7089546,0.7510002,0.7799641,1.170943,1.184991,1.194814,248.4842,290.1566,772.0625,581.1875,4.763257,
30,0.5626775,0.7510002,0.853871,-1.0,-1.0,-1.0,-1.0,448.0806,3481.5,11873.77,8.854725,
31,0.5626775,0.7510002,0.853871,0.9723057,0.9994804,1.020886,206.3065,448.0806,1523.688,1341.483,30.47375,
32,0.7023787,0.7510002,0.7799641,-1.0,-1.0,-1.0,-1.0,683.0649,1020.438,2098.44,1.861106,
